word,ortho,phono,freq,len,pron,phlen,gpmatch,cons,cons-min,occ,occ-min
terroriser,te-rro-ri-ser,te-Ro-Ri-ze,4.59,10,teRoRize,8,te-te.rro-Ro.ri-Ri.ser-ze,0.11152 0.95 1.0 0.67281,0.11152,538 20 252 217,20
terrorisme,te-rro-ris-me,te-Ro-Riz-m°,1.22,10,teRoRizm°,9,te-te.rro-Ro.ris-Riz.me-m°,0.11152 0.95 0.2 0.89423,0.11152,538 20 20 312,20
terroriste,te-rro-ris-te,te-Ro-Ris-t°,2.5,10,teRoRist°,9,te-te.rro-Ro.ris-Ris.te-t°,0.11152 0.95 0.7 0.88848,0.11152,538 20 20 538,20
terrorisé,te-rro-ri-sé,te-Ro-Ri-ze,2.97,9,teRoRize,8,te-te.rro-Ro.ri-Ri.sé-ze,0.11152 0.95 1.0 0.43537,0.11152,538 20 252 147,20
tertre,ter-tre,teR-tR°,2.5,6,teRtR°,6,ter-teR.tre-tR°,0.12389 0.9434,0.12389,452 159,159
tes,tes,te,145.0,3,te,2,tes-te,0.05263,0.05263,19,19
tesson,te-sson,te-s&,2.43,6,tes&,4,te-te.sson-s&,0.11152 1.0,0.11152,538 18,18
test,test,test,5.61,4,test,4,test-test,1.0,1.0,1,1
testament,tes-ta-ment,tes-ta-m@,8.24,9,testam@,7,tes-tes.ta-ta.ment-m@,0.73684 0.9908 1.0,0.73684,19 326 304,19
tester,tes-ter,tes-te,2.43,6,teste,5,tes-tes.ter-te,0.73684 0.87168,0.73684,19 452,19
testicule,tes-ti-cu-le,tes-ti-ky-l°,1.89,9,testikyl°,9,tes-tes.ti-ti.cu-ky.le-l°,0.73684 1.0 0.9854 0.89398,0.73684,19 454 137 349,19
teutonique,teu-to-ni-que,t2-to-ni-k°,0.88,10,t2tonik°,8,teu-t2.to-to.ni-ni.que-k°,1.0 0.94231 1.0 0.92717,0.92717,1 156 230 357,1
texte,tex-te,teks-t°,43.24,5,tekst°,6,tex-teks.te-t°,1.0 0.88848,0.88848,7 538,7
textile,tex-ti-le,teks-ti-l°,1.22,7,tekstil°,8,tex-teks.ti-ti.le-l°,1.0 1.0 0.89398,0.89398,7 454 349,7
texture,tex-tu-re,teks-ty-R°,1.69,7,tekstyR°,8,tex-teks.tu-ty.re-R°,1.0 0.99177 0.95577,0.95577,7 243 927,7
thermal,ther-mal,teR-mal,1.69,7,teRmal,6,ther-teR.mal-mal,1.0 1.0,1.0,3 18,3
thermos,ther-mos,teR-mos,2.36,7,teRmos,6,ther-teR.mos-mos,1.0 1.0,1.0,3 6,3
thomas,tho-mas,to-ma,25.81,6,toma,4,tho-to.mas-ma,1.0 0.26667,0.26667,11 15,11
thon,thon,t&,2.16,4,t&,2,thon-t&,1.0,1.0,2,2
thoracique,tho-ra-ci-que,to-Ra-si-k°,1.82,10,toRasik°,8,tho-to.ra-Ra.ci-si.que-k°,1.0 0.98005 1.0 0.92717,0.92717,11 401 225 357,11
thorax,tho-rax,to-Raks,2.03,6,toRaks,6,tho-to.rax-Raks,1.0 1.0,1.0,11 1,1
thune,thu-ne,ty-n°,5.68,5,tyn°,4,thu-ty.ne-n°,1.0 0.90145,0.90145,2 345,2
thym,thym,t5,2.09,4,t5,2,thym-t5,1.0,1.0,1,1
thème,thè-me,te-m°,14.26,5,tem°,4,thè-te.me-m°,1.0 0.89423,0.89423,12 312,12
thèse,thè-se,te-z°,9.32,5,tez°,4,thè-te.se-z°,1.0 0.55833,0.55833,12 240,12
thé,thé,te,44.86,3,te,2,thé-te,1.0,1.0,20,20
théatral,thé-a-tral,te-a-tRal,7.97,8,teatRal,7,thé-te.a-a.tral-tRal,1.0 1.0 1.0,1.0,20 874 10,10
théatre,thé-a-tre,te-a-tR°,68.18,7,teatR°,6,thé-te.a-a.tre-tR°,1.0 1.0 0.9434,0.9434,20 874 159,20
théière,thé-iè-re,te-je-R°,2.91,7,tejeR°,6,thé-te.iè-je.re-R°,1.0 1.0 0.95577,0.95577,20 2 927,2
théologie,thé-o-lo-gie,te-o-lo-Zi,4.19,9,teoloZi,7,thé-te.o-o.lo-lo.gie-Zi,1.0 0.99476 0.97382 1.0,0.97382,20 191 191 23,20
théologien,thé-o-lo-gien,te-o-lo-Zj5,2.09,10,teoloZj5,8,thé-te.o-o.lo-lo.gien-Zj5,1.0 0.99476 0.97382 1.0,0.97382,20 191 191 4,4
théoricien,thé-o-ri-cien,te-o-Ri-sj5,1.15,10,teoRisj5,8,thé-te.o-o.ri-Ri.cien-sj5,1.0 0.99476 1.0 0.92857,0.92857,20 191 252 14,14
théorie,thé-o-rie,te-o-Ri,15.27,7,teoRi,5,thé-te.o-o.rie-Ri,1.0 0.99476 0.9918,0.9918,20 191 122,20
théorique,thé-o-rique,te-o-Rik°,3.58,9,teoRik°,7,thé-te.o-o.rique-Rik°,1.0 0.99476 1.0,0.99476,20 191 1,1
ti,ti,ti,10000.0,2,ti,2,ti-ti,1.0,1.0,454,454
tiare,ti-a-re,ti-a-R°,0.88,5,tiaR°,5,ti-ti.a-a.re-R°,1.0 1.0 0.95577,0.95577,454 874 927,454
tibia,ti-bia,ti-bja,3.04,5,tibja,5,ti-ti.bia-bja,1.0 1.0,1.0,454 2,2
tic,tic,tik,9.86,3,tik,3,tic-tik,1.0,1.0,6,6
ticket,ti-cket,ti-ke,15.81,6,tike,4,ti-ti.cket-ke,1.0 1.0,1.0,454 1,1
tien,tien,tj5,5.54,4,tj5,3,tien-tj5,0.46154,0.46154,13,13
tienne,tie-nne,tje-n°,5.81,6,tjen°,5,tie-tje.nne-n°,0.11538 0.82143,0.11538,26 56,26
tiennes,tie-nnes,tje-n°,0.95,7,tjen°,5,tie-tje.nnes-n°,0.11538 1.0,0.11538,26 3,3
tiens,tiens,tj5,81.89,5,tj5,3,tiens-tj5,1.0,1.0,1,1
tiercé,tier-cé,tjeR-se,2.03,6,tjeRse,6,tier-tjeR.cé-se,0.02941 1.0,0.02941,34 78,34
tiers,tiers,tjeR,2.97,5,tjeR,4,tiers-tjeR,0.5,0.5,2,2
tif,tif,tif,6.01,3,tif,3,tif-tif,1.0,1.0,74,74
tige,ti-ge,ti-Z°,22.16,4,tiZ°,4,ti-ti.ge-Z°,1.0 0.97749,0.97749,454 311,311
tignasse,ti-gna-sse,ti-Na-s°,4.8,8,tiNas°,6,ti-ti.gna-Na.sse-s°,1.0 1.0 0.89503,0.89503,454 12 181,12
tigre,ti-gre,ti-gR°,8.65,5,tigR°,5,ti-ti.gre-gR°,1.0 0.65957,0.65957,454 47,47
tigré,ti-gré,ti-gRe,1.69,5,tigRe,5,ti-ti.gré-gRe,1.0 1.0,1.0,454 19,19
tilleul,ti-lleul,ti-j2l,11.01,7,tij2l,5,ti-ti.lleul-j2l,1.0 1.0,1.0,454 2,2
tilt,tilt,tilt,1.55,4,tilt,4,tilt-tilt,1.0,1.0,1,1
timbale,tim-ba-le,t5-ba-l°,2.43,7,t5bal°,6,tim-t5.ba-ba.le-l°,0.8 0.99593 0.89398,0.8,5 246 349,5
timbre,tim-bre,t5-bR°,20.81,6,t5bR°,5,tim-t5.bre-bR°,0.8 0.9,0.8,5 50,5
timbrer,tim-brer,t5-bRe,1.22,7,t5bRe,5,tim-t5.brer-bRe,0.8 1.0,0.8,5 16,5
timbré,tim-bré,t5-bRe,2.36,6,t5bRe,5,tim-t5.bré-bRe,0.8 1.0,0.8,5 11,5
timide,ti-mi-de,ti-mi-d°,25.14,6,timid°,6,ti-ti.mi-mi.de-d°,1.0 1.0 0.93114,0.93114,454 314 334,314
timidement,ti-mi-de-ment,ti-mi-d°-m@,11.22,10,timid°m@,8,ti-ti.mi-mi.de-d°.ment-m@,1.0 1.0 0.93114 1.0,0.93114,454 314 334 304,304
timidité,ti-mi-di-té,ti-mi-di-te,11.55,8,timidite,8,ti-ti.mi-mi.di-di.té-te,1.0 1.0 1.0 1.0,1.0,454 314 292 473,292
timon,ti-mon,ti-m&,2.09,5,tim&,4,ti-ti.mon-m&,1.0 0.975,0.975,454 40,40
timoré,ti-mo-ré,ti-mo-Re,2.09,6,timoRe,6,ti-ti.mo-mo.ré-Re,1.0 0.9661 1.0,0.9661,454 177 304,177
tinette,ti-ne-tte,ti-ne-t°,1.55,7,tinet°,6,ti-ti.ne-ne.tte-t°,1.0 0.09565 0.99149,0.09565,454 345 235,235
tintamarre,tin-ta-ma-rre,t5-ta-ma-R°,3.51,10,t5tamaR°,8,tin-t5.ta-ta.ma-ma.rre-R°,1.0 0.9908 1.0 0.94595,0.94595,45 326 347 37,37
tintement,tin-te-ment,t5-t°-m@,8.78,9,t5t°m@,6,tin-t5.te-t°.ment-m@,1.0 0.88848 1.0,0.88848,45 538 304,45
tinter,tin-ter,t5-te,11.76,6,t5te,4,tin-t5.ter-te,1.0 0.87168,0.87168,45 452,45
tintin,tin-tin,t5-t5,1.69,6,t5t5,4,tin-t5.tin-t5,1.0 1.0,1.0,45 45,45
tintouin,tin-touin,t5-tw5,2.09,8,t5tw5,5,tin-t5.touin-tw5,1.0 1.0,1.0,45 1,1
tiquer,ti-quer,ti-ke,2.91,6,tike,4,ti-ti.quer-ke,1.0 1.0,1.0,454 90,90
tir,tir,tiR,18.85,3,tiR,3,tir-tiR,1.0,1.0,48,48
tirade,ti-ra-de,ti-Ra-d°,4.05,6,tiRad°,6,ti-ti.ra-Ra.de-d°,1.0 0.98005 0.93114,0.93114,454 401 334,334
tirage,ti-ra-ge,ti-Ra-Z°,6.01,6,tiRaZ°,6,ti-ti.ra-Ra.ge-Z°,1.0 0.98005 0.97749,0.97749,454 401 311,311
tirailler,ti-ra-iller,ti-Ra-je,3.85,9,tiRaje,6,ti-ti.ra-Ra.iller-je,1.0 0.98005 1.0,0.98005,454 401 48,48
tirailleur,ti-ra-illeur,ti-Ra-j2R,6.49,10,tiRaj2R,7,ti-ti.ra-Ra.illeur-j2R,1.0 0.98005 1.0,0.98005,454 401 7,7
tirant,ti-rant,ti-R@,1.89,6,tiR@,4,ti-ti.rant-R@,1.0 1.0,1.0,454 33,33
tire,ti-re,ti-R°,9.8,4,tiR°,4,ti-ti.re-R°,1.0 0.95577,0.95577,454 927,454
tirelire,ti-re-li-re,ti-R°-li-R°,2.16,8,tiR°liR°,8,ti-ti.re-R°.li-li.re-R°,1.0 0.95577 1.0 0.95577,0.95577,454 927 336 927,336
tirer,ti-rer,ti-Re,383.24,5,tiRe,4,ti-ti.rer-Re,1.0 0.99415,0.99415,454 171,171
tirette,ti-re-tte,ti-Re-t°,1.22,7,tiRet°,6,ti-ti.re-Re.tte-t°,1.0 0.04207 0.99149,0.04207,454 927 235,235
tireur,ti-reur,ti-R2R,8.72,6,tiR2R,5,ti-ti.reur-R2R,1.0 1.0,1.0,454 11,11
tiroir,ti-roir,ti-RwaR,37.09,6,tiRwaR,6,ti-ti.roir-RwaR,1.0 1.0,1.0,454 2,2
tiré,ti-ré,ti-Re,12.7,4,tiRe,4,ti-ti.ré-Re,1.0 1.0,1.0,454 304,304
tisane,ti-sa-ne,ti-za-n°,4.8,6,tizan°,6,ti-ti.sa-za.ne-n°,1.0 0.26842 0.90145,0.26842,454 190 345,190
tison,ti-son,ti-z&,2.16,5,tiz&,4,ti-ti.son-z&,1.0 0.69767,0.69767,454 43,43
tisonner,ti-so-nner,ti-zo-ne,1.22,8,tizone,6,ti-ti.so-zo.nner-ne,1.0 0.33835 1.0,0.33835,454 133 86,86
tisonnier,ti-so-nnier,ti-zo-nje,0.95,9,tizonje,7,ti-ti.so-zo.nnier-nje,1.0 0.33835 1.0,0.33835,454 133 14,14
tissage,ti-ssa-ge,ti-sa-Z°,1.55,7,tisaZ°,6,ti-ti.ssa-sa.ge-Z°,1.0 0.95238 0.97749,0.95238,454 42 311,42
tisser,ti-sser,ti-se,11.15,6,tise,4,ti-ti.sser-se,1.0 0.93913,0.93913,454 115,115
tisserand,ti-sse-rand,ti-s°-R@,1.08,9,tis°R@,6,ti-ti.sse-s°.rand-R@,1.0 0.89503 1.0,0.89503,454 181 1,1
tissu,ti-ssu,ti-sy,34.66,5,tisy,4,ti-ti.ssu-sy,1.0 1.0,1.0,454 23,23
titan,ti-tan,ti-t@,0.88,5,tit@,4,ti-ti.tan-t@,1.0 1.0,1.0,454 37,37
titanesque,ti-ta-nes-que,ti-ta-nes-k°,0.88,10,titanesk°,9,ti-ti.ta-ta.nes-nes.que-k°,1.0 0.9908 0.6 0.92717,0.6,454 326 10 357,10
titi,ti-ti,ti-ti,6.28,4,titi,4,ti-ti.ti-ti,1.0 1.0,1.0,454 454,454
titiller,ti-ti-ller,ti-ti-je,1.69,8,titije,6,ti-ti.ti-ti.ller-je,1.0 1.0 0.66667,0.66667,454 454 63,63
titre,ti-tre,ti-tR°,71.22,5,titR°,5,ti-ti.tre-tR°,1.0 0.9434,0.9434,454 159,159
titrer,ti-trer,ti-tRe,1.08,6,titRe,5,ti-ti.trer-tRe,1.0 1.0,1.0,454 33,33
titubant,ti-tu-bant,ti-ty-b@,3.78,8,tityb@,6,ti-ti.tu-ty.bant-b@,1.0 0.99177 1.0,0.99177,454 243 5,5
tituber,ti-tu-ber,ti-ty-be,13.31,7,titybe,6,ti-ti.tu-ty.ber-be,1.0 0.99177 0.48333,0.48333,454 243 60,60
titulaire,ti-tu-lai-re,ti-ty-le-R°,1.28,9,tityleR°,8,ti-ti.tu-ty.lai-le.re-R°,1.0 0.99177 1.0 0.95577,0.95577,454 243 40 927,40
tiède,tiè-de,tje-d°,44.73,5,tjed°,5,tiè-tje.de-d°,1.0 0.93114,0.93114,15 334,15
tiédeur,tié-deur,tje-d2R,10.27,7,tjed2R,6,tié-tje.deur-d2R,0.75 1.0,0.75,8 31,8
tiédir,tié-dir,tje-diR,2.16,6,tjediR,6,tié-tje.dir-diR,0.75 1.0,0.75,8 25,8
to,to,to,3.78,2,to,2,to-to,0.94231,0.94231,156,156
toast,toast,tost,4.39,5,tost,4,toast-tost,1.0,1.0,1,1
toboggan,to-bo-ggan,to-bo-g@,1.69,8,tobog@,6,to-to.bo-bo.ggan-g@,0.94231 0.95192 1.0,0.94231,156 104 1,1
toc,toc,tok,7.09,3,tok,3,toc-tok,1.0,1.0,2,2
tocard,to-card,to-kaR,1.15,6,tokaR,5,to-to.card-kaR,0.94231 1.0,0.94231,156 8,8
tocsin,toc-sin,tok-s5,1.42,6,toks5,5,toc-tok.sin-s5,1.0 0.55556,0.55556,2 18,2
toge,to-ge,to-Z°,1.55,4,toZ°,4,to-to.ge-Z°,0.94231 0.97749,0.94231,156 311,156
toi,toi,twa,450.34,3,twa,3,toi-twa,1.0,1.0,26,26
toile,toi-le,twa-l°,106.62,5,twal°,5,toi-twa.le-l°,1.0 0.89398,0.89398,26 349,26
toilette,toi-le-tte,twa-le-t°,45.68,8,twalet°,7,toi-twa.le-le.tte-t°,1.0 0.09742 0.99149,0.09742,26 349 235,26
toise,toi-se,twa-z°,1.01,5,twaz°,5,toi-twa.se-z°,1.0 0.55833,0.55833,26 240,26
toiser,toi-ser,twa-ze,8.38,6,twaze,5,toi-twa.ser-ze,1.0 0.67281,0.67281,26 217,26
toison,toi-son,twa-z&,6.35,6,twaz&,5,toi-twa.son-z&,1.0 0.69767,0.69767,26 43,26
toit,toit,twa,91.76,4,twa,3,toit-twa,1.0,1.0,1,1
toiture,toi-tu-re,twa-ty-R°,7.57,7,twatyR°,7,toi-twa.tu-ty.re-R°,1.0 0.99177 0.95577,0.95577,26 243 927,26
tole,to-le,to-l°,15.41,4,tol°,4,to-to.le-l°,0.94231 0.89398,0.89398,156 349,156
tolérable,to-lé-ra-ble,to-le-Ra-bl°,1.49,9,toleRabl°,9,to-to.lé-le.ra-Ra.ble-bl°,0.94231 1.0 0.98005 0.95161,0.94231,156 150 401 186,150
tolérance,to-lé-ran-ce,to-le-R@-s°,4.39,9,toleR@s°,8,to-to.lé-le.ran-R@.ce-s°,0.94231 1.0 1.0 0.87863,0.87863,156 150 43 379,43
tolérant,to-lé-rant,to-le-R@,1.49,8,toleR@,6,to-to.lé-le.rant-R@,0.94231 1.0 1.0,0.94231,156 150 33,33
tolérer,to-lé-rer,to-le-Re,13.45,7,toleRe,6,to-to.lé-le.rer-Re,0.94231 1.0 0.99415,0.94231,156 150 171,150
tomate,to-ma-te,to-ma-t°,13.31,6,tomat°,6,to-to.ma-ma.te-t°,0.94231 1.0 0.88848,0.88848,156 347 538,156
tombant,tom-bant,t&-b@,9.12,7,t&b@,4,tom-t&.bant-b@,0.85714 1.0,0.85714,14 5,5
tombe,tom-be,t&-b°,34.86,5,t&b°,4,tom-t&.be-b°,0.85714 0.67416,0.67416,14 89,14
tombeau,tom-beau,t&-bo,11.96,7,t&bo,4,tom-t&.beau-bo,0.85714 1.0,0.85714,14 11,11
tomber,tom-ber,t&-be,441.42,6,t&be,4,tom-t&.ber-be,0.85714 0.48333,0.48333,14 60,14
tombereau,tom-be-reau,t&-b°-Ro,2.5,9,t&b°Ro,6,tom-t&.be-b°.reau-Ro,0.85714 0.67416 1.0,0.67416,14 89 10,10
tombeur,tom-beur,t&-b2R,1.01,7,t&b2R,5,tom-t&.beur-b2R,0.85714 1.0,0.85714,14 3,3
tombé,tom-bé,t&-be,14.53,5,t&be,4,tom-t&.bé-be,0.85714 1.0,0.85714,14 64,14
tombée,tom-bée,t&-be,9.59,6,t&be,4,tom-t&.bée-be,0.85714 1.0,0.85714,14 6,6
tome,to-me,to-m°,7.09,4,tom°,4,to-to.me-m°,0.94231 0.89423,0.89423,156 312,156
tommette,to-mme-tte,to-me-t°,0.88,8,tomet°,6,to-to.mme-me.tte-t°,0.94231 0.125 0.99149,0.125,156 24 235,24
ton,ton,t&,310.47,3,t&,2,ton-t&,1.0,1.0,57,57
tonalité,to-na-li-té,to-na-li-te,3.04,8,tonalite,8,to-to.na-na.li-li.té-te,0.94231 1.0 1.0 1.0,0.94231,156 200 336 473,156
tondeur,ton-deur,t&-d2R,2.3,7,t&d2R,5,ton-t&.deur-d2R,1.0 1.0,1.0,57 31,31
tondre,ton-dre,t&-dR°,4.26,6,t&dR°,5,ton-t&.dre-dR°,1.0 0.91667,0.91667,57 96,57
tondu,ton-du,t&-dy,3.65,5,t&dy,4,ton-t&.du-dy,1.0 0.98936,0.98936,57 94,57
tonique,to-ni-que,to-ni-k°,1.82,7,tonik°,6,to-to.ni-ni.que-k°,0.94231 1.0 0.92717,0.92717,156 230 357,156
tonitruant,to-ni-tru-ant,to-ni-tRy-@,3.04,10,tonitRy@,8,to-to.ni-ni.tru-tRy.ant-@,0.94231 1.0 1.0 1.0,0.94231,156 230 17 26,17
tonitruer,to-ni-tru-er,to-ni-tRy-e,1.89,9,tonitRye,8,to-to.ni-ni.tru-tRy.er-e,0.94231 1.0 1.0 0.82946,0.82946,156 230 17 129,17
tonnage,to-nna-ge,to-na-Z°,1.55,7,tonaZ°,6,to-to.nna-na.ge-Z°,0.94231 0.92308 0.97749,0.92308,156 13 311,13
tonnant,to-nnant,to-n@,1.08,7,ton@,4,to-to.nnant-n@,0.94231 1.0,0.94231,156 10,10
tonne,to-nne,to-n°,14.19,5,ton°,4,to-to.nne-n°,0.94231 0.82143,0.82143,156 56,56
tonneau,to-nneau,to-no,12.16,7,tono,4,to-to.nneau-no,0.94231 1.0,0.94231,156 4,4
tonnelet,to-nne-let,to-n°-le,1.55,8,ton°le,6,to-to.nne-n°.let-le,0.94231 0.82143 1.0,0.82143,156 56 29,29
tonnelle,to-nne-lle,to-ne-l°,3.51,8,tonel°,6,to-to.nne-ne.lle-l°,0.94231 0.17857 0.64848,0.17857,156 56 165,56
tonner,to-nner,to-ne,5.14,6,tone,4,to-to.nner-ne,0.94231 1.0,0.94231,156 86,86
tonnerre,to-nne-rre,to-ne-R°,19.39,8,toneR°,6,to-to.nne-ne.rre-R°,0.94231 0.17857 0.94595,0.17857,156 56 37,37
tonsure,ton-su-re,t&-sy-R°,0.88,7,t&syR°,6,ton-t&.su-sy.re-R°,1.0 0.8189 0.95577,0.8189,57 127 927,57
tonton,ton-ton,t&-t&,12.43,6,t&t&,4,ton-t&.ton-t&,1.0 1.0,1.0,57 57,57
top,top,top,2.09,3,top,3,top-top,1.0,1.0,2,2
topaze,to-pa-ze,to-pa-z°,0.88,6,topaz°,6,to-to.pa-pa.ze-z°,0.94231 0.97492 0.76,0.76,156 319 25,25
topo,to-po,to-po,2.43,4,topo,4,to-to.po-po,0.94231 1.0,0.94231,156 179,156
toque,to-que,to-k°,7.57,5,tok°,4,to-to.que-k°,0.94231 0.92717,0.92717,156 357,156
toquer,to-quer,to-ke,2.03,6,toke,4,to-to.quer-ke,0.94231 1.0,0.94231,156 90,90
torche,tor-che,toR-S°,11.96,6,toRS°,5,tor-toR.che-S°,1.0 0.93191,0.93191,38 235,38
torcher,tor-cher,toR-Se,5.54,7,toRSe,5,tor-toR.cher-Se,1.0 0.94828,0.94828,38 116,38
torchis,tor-chis,toR-Si,2.23,7,toRSi,5,tor-toR.chis-Si,1.0 0.375,0.375,38 8,8
torchon,tor-chon,toR-S&,10.14,7,toRS&,5,tor-toR.chon-S&,1.0 1.0,1.0,38 12,12
torchère,tor-chè-re,toR-Se-R°,1.42,8,toRSeR°,7,tor-toR.chè-Se.re-R°,1.0 1.0 0.95577,0.95577,38 8 927,8
tordant,tor-dant,toR-d@,0.88,7,toRd@,5,tor-toR.dant-d@,1.0 1.0,1.0,38 30,30
tordre,tor-dre,toR-dR°,38.38,6,toRdR°,6,tor-toR.dre-dR°,1.0 0.91667,0.91667,38 96,38
tordu,tor-du,toR-dy,14.8,5,toRdy,5,tor-toR.du-dy,1.0 0.98936,0.98936,38 94,38
torero,to-re-ro,to-Re-Ro,2.43,6,toReRo,6,to-to.re-Re.ro-Ro,0.94231 0.04207 0.96503,0.04207,156 927 143,143
torgnole,tor-gno-le,toR-No-l°,1.08,8,toRNol°,7,tor-toR.gno-No.le-l°,1.0 0.94118 0.89398,0.89398,38 17 349,17
tornade,tor-na-de,toR-na-d°,4.12,7,toRnad°,7,tor-toR.na-na.de-d°,1.0 1.0 0.93114,0.93114,38 200 334,38
torpeur,tor-peur,toR-p2R,13.38,7,toRp2R,6,tor-toR.peur-p2R,1.0 1.0,1.0,38 7,7
torpille,tor-pi-lle,toR-pi-j°,1.62,8,toRpij°,7,tor-toR.pi-pi.lle-j°,1.0 1.0 0.30303,0.30303,38 223 165,38
torpiller,tor-pi-ller,toR-pi-je,1.08,9,toRpije,7,tor-toR.pi-pi.ller-je,1.0 1.0 0.66667,0.66667,38 223 63,38
torpilleur,tor-pi-lleur,toR-pi-j2R,1.62,10,toRpij2R,8,tor-toR.pi-pi.lleur-j2R,1.0 1.0 1.0,1.0,38 223 3,3
torpédo,tor-pé-do,toR-pe-do,2.91,7,toRpedo,7,tor-toR.pé-pe.do-do,1.0 1.0 0.9403,0.9403,38 159 134,38
torrent,to-rrent,to-R@,16.35,7,toR@,4,to-to.rrent-R@,0.94231 1.0,0.94231,156 2,2
torrentiel,to-rren-tiel,to-R@-sjel,1.01,10,toR@sjel,8,to-to.rren-R@.tiel-sjel,0.94231 1.0 1.0,0.94231,156 2 5,2
torride,to-rri-de,to-Ri-d°,4.32,7,toRid°,6,to-to.rri-Ri.de-d°,0.94231 1.0 0.93114,0.93114,156 44 334,44
tors,tors,toR,4.73,4,toR,3,tors-toR,1.0,1.0,2,2
torsade,tor-sa-de,toR-sa-d°,2.91,7,toRsad°,7,tor-toR.sa-sa.de-d°,1.0 0.73158 0.93114,0.73158,38 190 334,38
torse,tor-se,toR-s°,21.08,5,toRs°,5,tor-toR.se-s°,1.0 0.3,0.3,38 240,38
torsion,tor-sion,toR-sj&,3.11,7,toRsj&,6,tor-toR.sion-sj&,1.0 0.45,0.45,38 60,38
tort,tort,toR,55.0,4,toR,3,tort-toR,1.0,1.0,1,1
tortillard,tor-ti-llard,toR-ti-jaR,1.69,10,toRtijaR,8,tor-toR.ti-ti.llard-jaR,1.0 1.0 0.85714,0.85714,38 454 7,7
tortiller,tor-ti-ller,toR-ti-je,9.66,9,toRtije,7,tor-toR.ti-ti.ller-je,1.0 1.0 0.66667,0.66667,38 454 63,38
tortillon,tor-ti-llon,toR-ti-j&,1.28,9,toRtij&,7,tor-toR.ti-ti.llon-j&,1.0 1.0 0.75,0.75,38 454 28,28
tortore,tor-to-re,toR-to-R°,1.82,7,toRtoR°,7,tor-toR.to-to.re-R°,1.0 0.94231 0.95577,0.94231,38 156 927,38
tortue,tor-tue,toR-ty,6.22,6,toRty,5,tor-toR.tue-ty,1.0 1.0,1.0,38 4,4
tortueux,tor-tu-eux,toR-ty-2,3.11,8,toRty2,6,tor-toR.tu-ty.eux-2,1.0 0.99177 1.0,0.99177,38 243 29,29
torturant,tor-tu-rant,toR-ty-R@,1.28,9,toRtyR@,7,tor-toR.tu-ty.rant-R@,1.0 0.99177 1.0,0.99177,38 243 33,33
torture,tor-tu-re,toR-ty-R°,17.03,7,toRtyR°,7,tor-toR.tu-ty.re-R°,1.0 0.99177 0.95577,0.95577,38 243 927,38
torturer,tor-tu-rer,toR-ty-Re,15.41,8,toRtyRe,7,tor-toR.tu-ty.rer-Re,1.0 0.99177 0.99415,0.99177,38 243 171,38
torturé,tor-tu-ré,toR-ty-Re,4.26,7,toRtyRe,7,tor-toR.tu-ty.ré-Re,1.0 0.99177 1.0,0.99177,38 243 304,38
torve,tor-ve,toR-v°,2.36,5,toRv°,5,tor-toR.ve-v°,1.0 0.80676,0.80676,38 207,38
toscan,tos-can,tos-k@,1.22,6,tosk@,5,tos-tos.can-k@,1.0 1.0,1.0,3 28,3
tot,tot,to,126.76,3,to,2,tot-to,1.0,1.0,8,8
total,to-tal,to-tal,9.66,5,total,5,to-to.tal-tal,0.94231 1.0,0.94231,156 29,29
totalement,to-ta-le-ment,to-ta-l°-m@,22.16,10,total°m@,8,to-to.ta-ta.le-l°.ment-m@,0.94231 0.9908 0.89398 1.0,0.89398,156 326 349 304,156
totaliser,to-ta-li-ser,to-ta-li-ze,0.95,9,totalize,8,to-to.ta-ta.li-li.ser-ze,0.94231 0.9908 1.0 0.67281,0.67281,156 326 336 217,156
totalité,to-ta-li-té,to-ta-li-te,9.39,8,totalite,8,to-to.ta-ta.li-li.té-te,0.94231 0.9908 1.0 1.0,0.94231,156 326 336 473,156
totem,to-tem,to-tem,1.35,5,totem,5,to-to.tem-tem,0.94231 0.1875,0.1875,156 16,16
toubib,tou-bib,tu-bib,13.72,6,tubib,5,tou-tu.bib-bib,1.0 1.0,1.0,49 1,1
touchant,tou-chant,tu-S@,9.73,8,tuS@,4,tou-tu.chant-S@,1.0 1.0,1.0,49 11,11
touche,tou-che,tu-S°,16.28,6,tuS°,4,tou-tu.che-S°,1.0 0.93191,0.93191,49 235,49
toucher,tou-cher,tu-Se,190.27,7,tuSe,4,tou-tu.cher-Se,1.0 0.94828,0.94828,49 116,49
touché,tou-ché,tu-Se,5.34,6,tuSe,4,tou-tu.ché-Se,1.0 0.95833,0.95833,49 48,48
touffe,tou-ffe,tu-f°,16.69,6,tuf°,4,tou-tu.ffe-f°,1.0 1.0,1.0,49 15,15
touffeur,tou-ffeur,tu-f2R,1.35,8,tuf2R,5,tou-tu.ffeur-f2R,1.0 1.0,1.0,49 3,3
touffu,tou-ffu,tu-fy,4.8,6,tufy,4,tou-tu.ffu-fy,1.0 1.0,1.0,49 9,9
touiller,tou-iller,tu-je,2.3,8,tuje,4,tou-tu.iller-je,1.0 1.0,1.0,49 48,48
toujours,tou-jours,tu-ZuR,1093.78,8,tuZuR,5,tou-tu.jours-ZuR,1.0 1.0,1.0,49 1,1
toulousain,tou-lou-sain,tu-lu-z5,2.57,10,tuluz5,6,tou-tu.lou-lu.sain-z5,1.0 1.0 0.33333,0.33333,49 35 6,6
