,word,freq,len,,
16124,gaspiller,2.43,9,,
16125,gaspilles,0.14,9,,
16126,gaspillez,0.2,9,,
16127,gastronomiques,1.08,14,,
16128,gate,7.56,4,,
16129,gateau,13.92,6,,
16130,gateaux,18.24,7,,
16131,gatee,2.7,5,,
16132,gater,3.45,5,,
16133,gaterie,0.81,7,,
16134,gateries,2.09,8,,
16135,gateront,0.14,8,,
16136,gateux,4.12,6,,
16137,gauche,221.82,6,,
16138,gauchement,3.45,10,,
16139,gaucher,0.34,7,,
16140,gauches,2.36,7,,
16141,gauchistes,1.69,10,,
16142,gaufres,1.28,7,,
16143,gaufrier,0.27,8,,
16144,gaule,1.89,5,,
16145,gauler,0.95,6,,
16146,gaules,1.02,6,,
16147,gaullisme,1.49,9,,
16148,gaulliste,2.09,9,,
16149,gaullistes,4.39,10,,
16150,gaulois,3.92,7,,
16151,gauloise,4.12,8,,
16152,gauloises,3.85,9,,
16153,gaussaient,0.68,10,,
16154,gave,3.18,4,,
16155,gavee,1.08,5,,
16156,gaver,1.55,5,,
16157,gaves,1.08,5,,
16158,gay,0.41,3,,
16159,gays,0.07,4,,
16160,gaz,28.65,3,,
16161,gazelle,2.77,7,,
16162,gazelles,1.15,8,,
16163,gazette,1.01,7,,
16164,gazettes,1.42,8,,
16165,gazeuse,1.35,7,,
16166,gaziniere,0.14,9,,
16167,gazoline,0.14,8,,
16168,gazon,6.96,5,,
16169,gazouillis,1.62,10,,
16170,geant,22.5,5,,
16171,geante,11.15,6,,
16172,geantes,3.51,7,,
16173,geants,7.16,6,,
16174,geignaient,0.07,10,,
16175,geignait,1.35,8,,
16176,geignant,2.03,8,,
16177,geignante,0.34,9,,
16178,geignarde,1.15,9,,
16179,geignit,0.27,7,,
16180,geindre,2.3,7,,
16181,geint,1.35,5,,
16182,geisha,0.34,6,,
16183,gel,6.22,3,,
16184,gelait,1.69,6,,
16185,gelatine,1.22,8,,
16186,gele,8.24,4,,
16187,gelee,9.87,5,,
16188,gelees,3.24,6,,
16189,geler,2.09,5,,
16190,geles,3.32,5,,
16191,gelification,0.07,12,,
16192,gelures,0.07,7,,
16193,gemi,1.96,4,,
16194,gemir,8.18,5,,
16195,gemissaient,1.28,11,,
16196,gemissait,6.01,9,,
16197,gemissant,5.61,9,,
16198,gemissante,1.15,10,,
16199,gemissement,9.32,11,,
16200,gemissements,7.43,12,,
16201,gemit,12.3,5,,
16202,gena,1.22,4,,
16203,genaient,2.84,8,,
16204,genais,0.61,6,,
16205,genait,11.96,6,,
16206,genant,7.5,6,,
16207,genante,2.43,7,,
16208,genants,0.81,7,,
16209,gencive,0.81,7,,
16210,gencives,3.45,8,,
16211,gendarme,16.15,8,,
16212,gendarmerie,8.78,11,,
16213,gendarmes,27.57,9,,
16214,gendre,7.5,6,,
16215,gene,41.15,4,,
16216,genealogie,1.62,10,,
16217,genealogies,0.34,11,,
16218,genealogique,1.89,12,,
16219,genee,7.03,5,,
16220,genent,2.16,6,,
16221,gener,9.8,5,,
16222,genera,0.68,6,,
16223,generait,1.15,8,,
16224,general,272.91,7,,
16225,generale,36.08,8,,
16226,generalement,16.89,12,,
16227,generales,4.12,9,,
16228,generalisable,0.07,13,,
16229,generalisee,1.63,11,,
16230,generalissime,1.82,13,,
16231,generalites,1.49,11,,
16232,generateur,0.55,10,,
16233,generateurs,0.07,11,,
16234,generation,21.01,10,,
16235,generations,16.76,11,,
16236,generaux,19.19,8,,
16237,genereuse,8.04,9,,
16238,genereusement,4.53,13,,
16239,genereuses,1.69,10,,
16240,genereux,13.99,8,,
16241,generique,0.88,9,,
16242,generosite,10.95,10,,
16243,genes,1.56,5,,
16244,genese,1.01,6,,
16245,genetique,1.15,9,,
16246,genetiquement,0.2,13,,
16247,genetiques,0.34,10,,
16248,geneur,0.54,6,,
16249,genevois,0.41,8,,
16250,genez,1.28,5,,
16251,genial,5.95,6,,
16252,geniale,3.31,7,,
16253,geniales,0.27,8,,
16254,geniaux,0.68,7,,
16255,genie,47.43,5,,
16256,genies,4.19,6,,
16257,genievre,2.16,8,,
16258,genisse,1.42,7,,
16259,geniteur,1.01,8,,
16260,geniteurs,1.08,9,,
16261,genocide,0.81,8,,
16262,genou,23.92,5,,
16263,genoux,103.99,6,,
16264,genre,155.2,5,,
16265,genres,2.7,6,,
16266,gens,409.39,4,,
16267,gent,1.15,4,,
16268,gente,0.41,5,,
16269,gentil,38.51,6,,
16270,gentilhomme,2.43,11,,
16271,gentille,18.31,8,,
16272,gentilles,2.77,9,,
16273,gentillesse,15.27,11,,
16274,gentillesses,2.23,12,,
16275,gentils,7.91,7,,
16276,gentilshommes,1.08,13,,
16277,gentiment,21.76,9,,
16278,gentleman,2.97,9,,
16279,gentlemen,1.22,9,,
16280,geographie,8.11,10,,
16281,geographique,2.36,12,,
16282,geographiques,1.15,13,,
16283,geole,1.89,5,,
16284,geolier,2.97,7,,
16285,geoliers,1.55,8,,
16286,geometre,0.27,8,,
16287,geometres,0.27,9,,
16288,geometrie,4.8,9,,
16289,geometrique,2.57,11,,
16290,geometriques,2.23,12,,
16291,geostrategie,0.07,12,,
16292,gerait,0.41,6,,
16293,gerance,1.15,7,,
16294,geraniums,3.18,9,,
16295,gerant,8.11,6,,
16296,gerbe,7.03,5,,
16297,gerbes,7.7,6,,
16298,gere,0.88,4,,
16299,gerer,1.22,5,,
16300,gerez,0.07,5,,
16301,germanique,3.45,10,,
16302,germaniques,1.42,11,,
16303,germe,2.64,5,,
16304,germer,1.01,6,,
16305,germes,1.76,6,,
16306,gesiers,0.14,7,,
16307,gestapo,1.69,7,,
16308,gestation,1.76,9,,
16309,gestations,0.07,10,,
16310,geste,172.03,5,,
16311,gestes,99.05,6,,
16312,gesticulait,1.62,11,,
16313,gesticulant,1.96,11,,
16314,gesticuler,1.35,10,,
16315,gestion,2.3,7,,
16316,ghetto,2.77,6,,
16317,ghettos,0.47,7,,
16318,gibet,1.35,5,,
16319,gibier,10.88,6,,
16320,giclait,1.76,7,,
16321,gicle,1.76,5,,
16322,giclee,2.84,6,,
16323,giclements,0.07,10,,
16324,gicler,2.16,6,,
16325,gifla,2.7,5,,
16326,giflait,1.35,7,,
16327,giflat,0.2,6,,
16328,gifle,14.04,5,,
16329,giflee,1.08,6,,
16330,gifler,4.05,6,,
16331,giflerais,0.14,9,,
16332,gifles,6.15,6,,
16333,gigantesque,15.81,11,,
16334,gigantesques,5.88,12,,
16335,gigognes,0.27,8,,
16336,gigolo,1.69,6,,
16337,gigot,3.18,5,,
16338,gigoter,0.88,7,,
16339,gilet,13.72,5,,
16340,gilets,1.42,6,,
16341,gin,4.32,3,,
16342,gingembre,0.88,9,,
16343,girafe,1.89,6,,
16344,girafes,1.28,7,,
16345,giron,2.03,5,,
16346,girouette,1.76,9,,
16347,gisaient,2.5,8,,
16348,gisait,7.3,6,,
16349,gisant,4.05,6,,
16350,gisants,1.22,7,,
16351,gisent,1.42,6,,
16352,git,2.64,3,,
16353,gitan,2.97,5,,
16354,gitane,3.99,6,,
16355,gitanes,2.1,7,,
16356,gitans,2.43,6,,
16357,gite,6.15,4,,
16358,givrait,0.2,7,,
16359,givre,5.88,5,,
16360,givree,1.35,6,,
16361,glaca,1.49,5,,
16362,glacait,2.97,7,,
16363,glacant,0.07,7,,
16364,glace,103.91,5,,
16365,glacee,18.78,6,,
16366,glacees,5.94,7,,
16367,glaces,21.28,6,,
16368,glacial,8.18,7,,
16369,glaciale,4.46,8,,
16370,glaciales,1.01,9,,
16371,glacier,2.16,7,,
16372,glaciere,2.64,8,,
16373,glaciers,1.55,8,,
16374,glacon,0.95,6,,
16375,glacons,4.53,7,,
16376,gladiateur,0.74,10,,
16377,gladiateurs,0.88,11,,
16378,glaieuls,1.89,8,,
16379,glaires,1.01,7,,
16380,glaise,8.72,6,,
16381,glaive,3.85,6,,
16382,gland,3.04,5,,
16383,glander,1.15,7,,
16384,glandes,4.32,7,,
16385,glandez,0.07,7,,
16386,glandouilleur,0.07,13,,
16387,glands,2.23,6,,
16388,glaner,1.69,6,,
16389,glapir,1.22,6,,
16390,glapissaient,0.2,12,,
16391,glapit,3.11,6,,
16392,glas,4.05,4,,
16393,glaucome,0.2,8,,
16394,glauque,6.82,7,,
16395,glauques,2.5,8,,
16396,glissa,30.61,6,,
16397,glissade,2.5,8,,
16398,glissades,1.76,9,,
16399,glissai,2.43,7,,
16400,glissaient,10.14,10,,
16401,glissais,2.3,8,,
16402,glissait,27.97,8,,
16403,glissant,16.69,8,,
16404,glissante,2.64,9,,
16405,glissantes,1.49,10,,
16406,glisse,56.48,6,,
16407,glissement,6.62,10,,
16408,glissent,8.65,8,,
16409,glisser,61.62,7,,
16410,glisserent,2.5,10,,
16411,glissez,0.27,7,,
16412,glissiere,1.69,9,,
16413,glissions,1.01,9,,
16414,global,1.15,6,,
16415,globale,1.42,7,,
16416,globe,8.58,5,,
16417,globes,3.31,6,,
16418,globules,1.01,8,,
16419,globuleux,4.66,9,,
16420,gloire,48.51,6,,
16421,gloires,2.36,7,,
16422,gloria,0.81,6,,
16423,glorieuse,5.95,9,,
16424,glorieusement,1.82,13,,
16425,glorieuses,2.1,10,,
16426,glorieux,10.81,8,,
16427,glorification,0.2,13,,
16428,glorifier,1.22,9,,
16429,glotte,2.03,6,,
16430,gloussa,1.08,7,,
16431,gloussaient,0.41,11,,
16432,gloussement,1.22,11,,
16433,gloussements,2.5,12,,
16434,glousser,1.42,8,,
16435,glousserait,0.07,11,,
16436,gloutonne,0.88,9,,
16437,gloutonnerie,0.74,12,,
16438,glu,2.43,3,,
16439,gluant,5.74,6,,
16440,gluante,5.81,7,,
16441,gluantes,2.09,8,,
16442,gluants,2.57,7,,
16443,glycerine,0.14,9,,
16444,glycine,1.96,7,,
16445,glycines,2.3,8,,
16446,gnocchis,0.07,8,,
16447,gnole,2.56,5,,
16448,gnome,1.01,5,,
16449,gnomes,1.01,6,,
16450,gnons,1.28,5,,
16451,goal,1.49,4,,
16452,gobe,0.74,4,,
16453,gobelet,2.16,7,,
16454,gobelets,2.3,8,,
16455,gobent,0.34,6,,
16456,gober,2.09,5,,
16457,godasse,1.55,7,,
16458,godasses,7.36,8,,
16459,godet,4.32,5,,
16460,godets,3.18,6,,
16461,godiche,0.68,7,,
16462,godillot,0.47,8,,
16463,godillots,2.77,9,,
16464,goelands,2.09,8,,
16465,gogo,1.42,4,,
16466,goinfraient,0.07,11,,
16467,golden,0.61,6,,
16468,golf,7.16,4,,
16469,golfe,5.95,5,,
16470,golfeur,0.07,7,,
16471,gomina,1.01,6,,
16472,gominees,0.07,8,,
16473,gomme,9.8,5,,
16474,gommees,0.28,7,,
16475,gommer,1.69,6,,
16476,gondolaient,0.47,11,,
16477,gondole,3.78,7,,
16478,gondolera,0.07,9,,
16479,gondolerent,0.07,11,,
16480,gondoles,1.62,8,,
16481,gonds,2.84,5,,
16482,gonfla,2.36,6,,
16483,gonflaient,1.96,10,,
16484,gonflait,7.91,8,,
16485,gonflant,2.03,8,,
16486,gonfle,17.85,6,,
16487,gonflee,6.49,7,,
16488,gonflees,6.01,8,,
16489,gonflent,2.09,8,,
16490,gonfler,5.68,7,,
16491,gonfles,7.91,7,,
16492,gonflez,0.07,7,,
16493,gong,3.51,4,,
16494,gonzesse,7.57,8,,
16495,gonzesses,8.04,9,,
16496,gore,0.14,4,,
16497,gorge,84.81,5,,
16498,gorgea,0.14,6,,
16499,gorgeant,0.2,8,,
16500,gorgee,14.86,6,,
16501,gorgees,8.18,7,,
16502,gorgerent,0.07,9,,
16503,gorges,5.81,6,,
16504,gorille,2.03,7,,
16505,gorilles,0.74,8,,
16506,gosier,4.26,6,,
16507,gosse,34.12,5,,
16508,gosses,27.64,6,,
16509,gothique,5.2,8,,
16510,gothiques,2.84,9,,
16511,gouache,1.22,7,,
16512,gouaille,1.56,8,,
16513,goudron,7.5,7,,
16514,goudronne,1.63,9,,
16515,goudronnee,1.35,10,,
16516,gouffre,11.35,7,,
16517,gouffres,2.03,8,,
16518,gougnafiers,1.35,11,,
16519,goujat,1.69,6,,
16520,goulee,1.55,6,,
16521,goulees,1.08,7,,
16522,goulot,10.14,6,,
16523,goulots,0.68,7,,
16524,goulument,2.7,9,,
16525,goupillon,1.55,9,,
16526,gouraient,0.07,9,,
16527,gourde,5.47,6,,
16528,gourdin,1.82,7,,
16529,gourdins,1.01,8,,
16530,gourds,2.03,6,,
16531,goure,1.22,5,,
16532,gourer,1.35,6,,
16533,gourmand,5.07,8,,
16534,gourmande,5.01,9,,
16535,gourmandes,1.28,10,,
16536,gourmandise,5.54,11,,
16537,gourmette,2.09,9,,
16538,gourou,1.28,6,,
16539,gousse,0.81,6,,
16540,gousset,1.69,7,,
16541,gout,124.8,4,,
16542,gouta,1.89,5,,
16543,goutais,1.49,7,,
16544,goutait,3.85,7,,
16545,goute,10.81,5,,
16546,gouter,20.94,6,,
16547,gouters,2.09,7,,
16548,goutes,0.27,6,,
16549,gouteux,0.14,7,,
16550,goutez,0.88,6,,
16551,gouts,17.03,5,,
16552,goutte,31.83,6,,
16553,gouttelettes,5.47,12,,
16554,gouttes,33.99,7,,
16555,gouttiere,6.82,9,,
16556,gouttieres,4.12,10,,
16557,gouvernail,1.62,10,,
16558,gouvernait,1.69,10,,
16559,gouvernante,3.85,11,,
16560,gouvernantes,0.88,12,,
16561,gouvernants,2.1,11,,
16562,gouverne,2.97,8,,
16563,gouvernement,119.73,12,,
16564,gouvernementale,0.74,15,,
16565,gouvernements,12.3,13,,
16566,gouverner,3.24,9,,
16567,gouvernerait,0.14,12,,
16568,gouverneur,16.35,10,,
16569,gouverneurs,2.03,11,,
16570,graal,0.34,5,,
16571,grabataire,0.68,10,,
16572,grabataires,0.07,11,,
16573,grabuge,0.54,7,,
16574,grace,128.78,5,,
16575,graces,8.04,6,,
16576,gracieuse,6.08,9,,
16577,gracieusement,2.7,13,,
16578,gracieuses,2.09,10,,
16579,gracieusete,0.14,11,,
16580,gracieusetes,0.27,12,,
16581,gracieux,7.64,8,,
16582,gracile,1.69,7,,
16583,gradation,0.34,9,,
16584,grade,9.67,5,,
16585,grades,8.11,6,,
16586,gradin,0.41,6,,
16587,gradins,4.66,7,,
16588,graduation,0.27,10,,
16589,graffiti,3.45,8,,
16590,graille,0.95,7,,
16591,graillon,1.01,8,,
16592,grain,24.26,5,,
16593,graine,8.04,6,,
16594,graines,5.47,7,,
16595,grains,11.69,6,,
16596,graisse,18.05,7,,
16597,graisser,1.49,8,,
16598,graisseuse,1.42,10,,
16599,graisseuses,0.88,11,,
16600,graisseux,2.77,9,,
16601,graminees,1.35,9,,
16602,grammaire,5.47,9,,
16603,gramme,1.22,6,,
16604,grammes,3.72,7,,
16605,gramophone,1.01,10,,
16606,grand,629.79,5,,
16607,grande,395.81,6,,
16608,grandement,2.84,10,,
16609,grandes,130.48,7,,
16610,grandeur,26.49,8,,
16611,grandeurs,1.89,9,,
16612,grandi,13.45,6,,
16613,grandiloquente,0.74,14,,
16614,grandiose,8.24,9,,
16615,grandioses,1.76,10,,
16616,grandir,11.22,7,,
16617,grandiraient,0.07,12,,
16618,grandirait,0.27,10,,
16619,grandis,1.15,7,,
16620,grandissaient,1.22,13,,
16621,grandissait,5.61,11,,
16622,grandissant,4.32,11,,
16623,grandissante,3.11,12,,
16624,grandisse,0.27,9,,
16625,grandissent,1.76,11,,
16626,grandissions,0.07,12,,
16627,grandit,6.89,7,,
16628,grands,222.02,6,,
16629,grange,40.74,6,,
16630,granges,5.27,7,,
16631,granit,9.8,6,,
16632,granuleuses,0.07,11,,
16633,grappe,4.39,6,,
16634,grappes,7.91,7,,
16635,grappin,0.68,7,,
16636,gras,31.69,4,,
16637,grasse,14.12,6,,
16638,grasses,9.19,7,,
16639,grassouillets,0.14,13,,
16640,gratifiant,0.28,10,,
16641,gratifie,1.15,8,,
16642,gratin,2.09,6,,
16643,gratis,3.11,6,,
16644,gratitude,8.24,9,,
16645,gratos,0.68,6,,
16646,gratouillis,0.07,11,,
16647,gratta,5.81,6,,
16648,grattages,0.07,9,,
16649,grattait,5.14,8,,
16650,grattant,3.92,8,,
16651,gratte,9.93,6,,
16652,grattement,1.22,10,,
16653,grattent,1.15,8,,
16654,gratter,8.85,7,,
16655,gratterai,0.07,9,,
16656,gratteraient,0.07,12,,
16657,gratterez,0.07,9,,
16658,gratteurs,0.27,9,,
16659,grattoir,1.15,8,,
16660,grattouillent,0.07,13,,
16661,gratuit,5.81,7,,
16662,gratuite,6.42,8,,
16663,gratuitement,2.91,12,,
16664,gratuites,1.15,9,,
16665,gratuits,1.42,8,,
16666,gravats,4.12,7,,
16667,grave,87.23,5,,
16668,gravee,3.11,6,,
16669,gravees,2.37,7,,
16670,graveleuse,0.2,10,,
16671,gravement,19.73,9,,
16672,graver,1.76,6,,
16673,graves,23.04,6,,
16674,gravi,2.16,5,,
16675,gravier,11.35,7,,
16676,graviers,4.05,8,,
16677,gravillons,1.01,10,,
16678,gravir,5.41,6,,
16679,gravis,1.15,6,,
16680,gravit,3.92,6,,
16681,gravitation,1.22,11,,
16682,gravite,17.3,7,,
16683,gravure,3.85,7,,
16684,gravures,6.15,8,,
16685,gre,28.04,3,,
16686,grec,26.08,4,,
16687,grecque,11.69,7,,
16688,grecques,3.59,8,,
16689,grecs,14.32,5,,
16690,gredin,0.34,6,,
16691,greements,0.14,9,,
16692,greffe,5.54,6,,
16693,greffier,3.18,8,,
16694,gregaire,0.47,8,,
16695,grele,10.94,5,,
16696,grelent,0.2,7,,
16697,greleraient,0.07,11,,
16698,grelot,1.82,6,,
16699,grelots,2.84,7,,
16700,grelottait,1.76,10,,
16701,grelottant,3.31,10,,
16702,grelottantes,0.34,12,,
16703,grelotte,1.76,8,,
16704,grelotter,2.03,9,,
16705,grenade,6.49,7,,
16706,grenades,6.49,8,,
16707,grenadier,1.42,9,,
16708,grenadiers,2.64,10,,
16709,grenadine,4.19,9,,
16710,grenat,4.19,6,,
16711,grenier,19.53,7,,
16712,greniers,4.86,8,,
16713,grenouille,4.59,10,,
16714,grenouilles,5.88,11,,
16715,gres,4.05,4,,
16716,gresillait,1.28,10,,
16717,gresillant,1.42,10,,
16718,gresillement,3.38,12,,
16719,gresillements,0.47,13,,
16720,gresiller,1.01,9,,
16721,greve,22.43,5,,
16722,greves,4.19,6,,
16723,grevistes,2.03,9,,
16724,gribouille,0.14,10,,
16725,gribouillee,0.07,11,,
16726,gribouillent,0.07,12,,
16727,gribouillis,1.01,11,,
16728,grief,2.91,5,,
16729,griefs,4.53,6,,
16730,grievement,1.55,10,,
16731,griffe,4.25,6,,
16732,griffer,2.57,7,,
16733,griffes,11.56,7,,
16734,griffon,1.01,7,,
16735,griffonne,2.23,9,,
16736,griffonner,1.55,10,,
16737,griffures,0.61,9,,
16738,grignotait,1.69,10,,
16739,grignotant,1.22,10,,
16740,grignote,1.28,8,,
16741,grignotement,0.88,12,,
16742,grignoter,2.57,9,,
16743,grignotions,0.14,11,,
16744,gril,1.49,4,,
16745,grillage,9.59,8,,
16746,grillagee,1.42,9,,
16747,grillages,2.43,9,,
16748,grillait,1.35,8,,
16749,grille,51.08,6,,
16750,grillee,1.62,7,,
16751,grillees,2.16,8,,
16752,griller,4.05,7,,
16753,grilles,16.29,7,,
16754,grillon,2.09,7,,
16755,grillons,2.5,8,,
16756,grimaca,1.62,7,,
16757,grimacait,2.09,9,,
16758,grimacant,4.8,9,,
16759,grimace,23.99,7,,
16760,grimacer,1.96,8,,
16761,grimaces,8.92,8,,
16762,grimait,0.14,7,,
16763,grimer,0.07,6,,
16764,grimpa,5.81,6,,
16765,grimpaient,2.03,10,,
16766,grimpais,1.01,8,,
16767,grimpait,5.47,8,,
16768,grimpant,3.17,8,,
16769,grimpants,0.34,9,,
16770,grimpe,13.11,6,,
16771,grimpent,2.03,8,,
16772,grimper,14.05,7,,
16773,grimperent,1.49,10,,
16774,grimpez,0.14,7,,
16775,grinca,2.64,6,,
16776,grincaient,1.35,10,,
16777,grincait,2.97,8,,
16778,grincant,3.51,8,,
16779,grincante,1.49,9,,
16780,grince,3.31,6,,
16781,grincement,6.49,10,,
16782,grincements,3.11,11,,
16783,grincent,0.95,8,,
16784,grincer,4.46,7,,
16785,grincerent,0.47,10,,
16786,grincheux,1.96,9,,
16787,gringue,1.15,7,,
16788,griottes,3.11,8,,
16789,grippe,5.2,6,,
16790,grippes,0.21,7,,
16791,gris,114.05,4,,
16792,grisaille,7.36,9,,
16793,grisait,1.35,7,,
16794,grisant,1.69,7,,
16795,grisante,1.28,8,,
16796,grisatre,9.53,8,,
16797,grisatres,3.51,9,,
16798,grise,54.39,5,,
16799,grisees,0.14,7,,
16800,griser,1.55,6,,
16801,griserie,2.16,8,,
16802,griseries,0.07,9,,
16803,grises,17.91,6,,
16804,grisonnants,1.28,11,,
16805,grives,1.08,6,,
16806,grog,1.15,4,,
16807,grogna,11.96,6,,
16808,grognait,4.19,8,,
16809,grognant,4.26,8,,
16810,grogne,8.51,6,,
16811,grognement,4.46,10,,
16812,grognements,5.07,11,,
16813,grogner,2.3,7,,
16814,grognions,0.14,9,,
16815,grognon,0.88,7,,
16816,grogs,0.27,5,,
16817,groin,1.76,5,,
16818,grolles,1.08,7,,
16819,grommela,5.61,8,,
16820,grommelait,1.96,10,,
16821,grommelant,2.36,10,,
16822,grommelle,1.76,9,,
16823,gronda,4.66,6,,
16824,grondait,4.66,8,,
16825,grondant,2.83,8,,
16826,gronde,3.51,6,,
16827,grondement,12.36,10,,
16828,grondements,2.43,11,,
16829,gronder,3.58,7,,
16830,gros,246.96,4,,
16831,groseilles,1.35,10,,
16832,grosse,91.08,6,,
16833,grosses,52.97,7,,
16834,grossesse,3.92,9,,
16835,grossesses,1.01,10,,
16836,grosseur,2.57,8,,
16837,grossi,3.04,6,,
16838,grossier,9.4,8,,
16839,grossiere,6.28,9,,
16840,grossierement,5.41,13,,
16841,grossieres,3.24,10,,
16842,grossierete,4.8,11,,
16843,grossieretes,1.35,12,,
16844,grossiers,4.25,9,,
16845,grossir,4.93,7,,
16846,grossis,0.67,7,,
16847,grossissait,1.62,11,,
16848,grossissant,1.48,11,,
16849,grossit,1.82,7,,
16850,grotesque,11.01,9,,
16851,grotesques,3.99,10,,
16852,grotte,17.84,6,,
16853,grottes,4.12,7,,
16854,grouillaient,2.23,12,,
16855,grouillait,2.64,10,,
16856,grouillant,2.02,10,,
16857,grouillante,2.09,11,,
16858,grouillants,1.01,11,,
16859,grouille,4.73,8,,
16860,grouillement,4.53,12,,
16861,grouillements,0.2,13,,
16862,grouillent,1.35,10,,
16863,grouiller,1.62,9,,
16864,grouillerent,0.07,12,,
16865,grouillez,0.95,9,,
16866,groupaient,1.08,10,,
16867,groupe,87.44,6,,
16868,groupee,0.88,7,,
16869,groupement,4.19,10,,
16870,groupements,2.03,11,,
16871,grouper,2.03,7,,
16872,groupes,42.23,7,,
16873,groupies,0.41,8,,
16874,grue,2.84,4,,
16875,grues,3.38,5,,
16876,grumeleuse,1.15,10,,
16877,grutiers,1.89,8,,
16878,gruyere,4.8,7,,
16879,gue,2.03,3,,
16880,guenille,1.08,8,,
16881,guenilles,3.38,9,,
16882,guenon,1.55,6,,
16883,guenons,0.34,7,,
16884,guepe,2.84,5,,
16885,guepes,3.58,6,,
16886,guere,110.68,5,,
16887,gueri,8.38,5,,
16888,gueridon,8.31,8,,
16889,gueridons,3.11,9,,
16890,guerie,4.73,6,,
16891,guerilla,1.35,8,,
16892,guerillas,0.2,9,,
16893,guerillero,0.14,10,,
16894,guerir,11.49,6,,
16895,guerira,0.81,7,,
16896,gueris,1.35,6,,
16897,guerison,4.93,8,,
16898,guerisons,0.27,9,,
16899,guerisse,0.27,8,,
16900,guerissent,0.41,10,,
16901,guerisseur,1.42,10,,
16902,guerit,3.24,6,,
16903,guerite,4.12,7,,
16904,guerites,0.95,8,,
16905,guerre,338.65,6,,
16906,guerres,15.95,7,,
16907,guerrier,5.94,8,,
16908,guerriere,2.3,9,,
16909,guerrieres,1.62,10,,
16910,guerriers,8.99,9,,
16911,guet,7.43,4,,
16912,guetres,4.39,7,,
16913,guettaient,2.5,10,,
16914,guettais,2.5,8,,
16915,guettait,9.53,8,,
16916,guettant,6.82,8,,
16917,guette,11.82,6,,
16918,guettent,3.04,8,,
16919,guetter,10,7,,
16920,guetteur,2.5,8,,
16921,guetteurs,1.55,9,,
16922,guettions,1.01,9,,
16923,gueula,1.28,6,,
16924,gueulait,4.26,8,,
16925,gueulant,1.69,8,,
16926,gueulante,1.01,9,,
16927,gueule,106.22,6,,
16928,gueulent,1.42,8,,
16929,gueuler,6.62,7,,
16930,gueules,10.68,7,,
16931,gueux,3.65,5,,
16932,gui,2.5,3,,
16933,guibolles,4.19,9,,
16934,guichet,6.42,7,,
16935,guichetiere,0.34,11,,
16936,guichets,2.03,8,,
16937,guida,2.03,5,,
16938,guidaient,1.08,9,,
16939,guidait,2.3,7,,
16940,guidant,1.96,7,,
16941,guide,23.25,5,,
16942,guidee,1.82,6,,
16943,guider,6.76,6,,
16944,guidera,0.14,7,,
16945,guides,7.51,6,,
16946,guidez,0.14,6,,
16947,guidon,6.15,6,,
16948,guigne,1.69,6,,
16949,guignol,3.58,7,,
16950,guignols,2.57,8,,
16951,guillemets,1.55,10,,
16952,guilleret,2.09,9,,
16953,guillotine,5.61,10,,
16954,guillotineurs,0.07,13,,
16955,guimauve,2.23,8,,
16956,guindes,0.48,7,,
16957,guinguette,2.36,10,,
16958,guirlande,2.3,9,,
16959,guirlandes,6.76,10,,
16960,guise,20.61,5,,
16961,guitare,11.55,7,,
16962,guitares,3.24,8,,
16963,guitariste,3.38,10,,
16964,guitaristes,1.01,11,,
16965,guttural,1.08,8,,
16966,gym,2.23,3,,
16967,gymnase,2.09,7,,
16968,gymnastique,9.39,11,,
16969,gyneco,0.54,6,,
16970,gynecologue,3.65,11,,
16971,gyrophare,0.81,9,,
16972,gyrophares,0.61,10,,
16973,habile,13.11,6,,
16974,habilement,5.2,10,,
16975,habiles,4.05,7,,
16976,habilete,10.54,8,,
16977,habilla,3.78,7,,
16978,habillait,6.08,9,,
16979,habille,27.03,7,,
16980,habillee,13.38,8,,
16981,habillees,3.44,9,,
16982,habillement,2.5,11,,
16983,habillent,1.35,9,,
16984,habiller,15.27,8,,
16985,habilles,8.71,8,,
16986,habilleuse,0.2,10,,
16987,habillez,0.2,8,,
16988,habit,11.08,5,,
16989,habita,1.08,6,,
16990,habitable,1.69,9,,
16991,habitacle,1.62,9,,
16992,habitaient,8.24,10,,
16993,habitais,4.39,8,,
16994,habitait,31.01,8,,
16995,habitant,6.14,8,,
16996,habitants,25,9,,
16997,habitat,0.88,7,,
16998,habitation,3.58,10,,
16999,habitations,2.03,11,,
17000,habite,33.04,6,,
17001,habitee,4.53,7,,
17002,habitent,4.8,8,,
17003,habiter,13.51,7,,
17004,habites,4.39,7,,
17005,habitez,1.82,7,,
17006,habitions,2.16,9,,
17007,habitons,1.55,8,,
17008,habits,16.42,6,,
17009,habituait,1.76,9,,
17010,habituant,0.74,9,,
17011,habitude,128.51,8,,
17012,habitudes,25.95,9,,
17013,habitue,22.09,7,,
17014,habituee,9.33,8,,
17015,habituel,14.86,8,,
17016,habituelle,13.65,10,,
17017,habituellement,7.7,14,,
17018,habituelles,5.41,11,,
17019,habituels,6.01,9,,
17020,habituent,0.61,9,,
17021,habituer,9.26,8,,
17022,habituera,0.2,9,,
17023,habitues,12.09,8,,
17024,hache,13.92,5,,
17025,hachee,3.44,6,,
17026,hacherent,0.07,9,,
17027,haches,3.71,6,,
17028,hachis,1.22,6,,
17029,hachoir,0.61,7,,
17030,hachure,0.27,7,,
17031,hachures,1.35,8,,
17032,hacienda,0.2,8,,
