,word,freq,len
4855,insupportable,1.0,13
4856,intelligents,2.0,12
4857,intention,1.0,9
4858,interdiction,2.0,12
4859,interdit,13.0,8
4860,interdite,1.0,9
4861,interessant,1.0,11
4862,interessantes,2.0,13
4863,interesse,1.0,9
4864,interesser,1.0,10
4865,interet,1.0,7
4866,interieur,5.0,9
4867,interieure,1.0,10
4868,internationale,1.0,14
4869,interpellaient,2.0,14
4870,interpellent,1.0,12
4871,interplanetaire,2.0,15
4872,interrogea,1.0,10
4873,interrogeait,1.0,12
4874,interrogent,1.0,11
4875,interroger,1.0,10
4876,interrompt,1.0,10
4877,interrompu,1.0,10
4878,interrompue,1.0,11
4879,intestin,1.0,8
4880,intimidee,1.0,9
4881,intrigue,3.0,8
4882,introduisent,1.0,12
4883,introduisit,2.0,11
4884,inutile,2.0,7
4885,invasion,3.0,8
4886,inventaire,2.0,10
4887,invente,14.0,7
4888,inventee,1.0,8
4889,inventer,6.0,8
4890,inventeur,1.0,9
4891,invention,4.0,9
4892,inventons,1.0,9
4893,inverse,1.0,7
4894,invisible,4.0,9
4895,invita,3.0,6
4896,invitation,4.0,10
4897,invite,25.0,6
4898,inviter,4.0,7
4899,inviterai,2.0,9
4900,inviterais,1.0,10
4901,invites,7.0,7
4902,ira,12.0,3
4903,irai,4.0,4
4904,irais,1.0,5
4905,irait,3.0,5
4906,iras,4.0,4
4907,irene,2.0,5
4908,irez,1.0,4
4909,iris,3.0,4
4910,irlande,1.0,7
4911,irons,13.0,5
4912,iront,2.0,5
4913,irresistible,2.0,12
4914,isabelle,7.0,8
4915,isba,1.0,4
4916,isole,1.0,5
4917,isolee,1.0,6
4918,italie,12.0,6
4919,italien,1.0,7
4920,italienne,3.0,9
4921,italiens,1.0,8
4922,ivanohe,1.0,7
4923,ivoire,1.0,6
4924,jabotant,1.0,8
4925,jacasse,1.0,7
4926,jacotte,1.0,7
4927,jadis,1.0,5
4928,jaguar,2.0,6
4929,jaillissent,2.0,11
4930,jaillit,2.0,7
4931,jalouse,1.0,7
4932,jaloux,3.0,6
4933,jamais,79.0,6
4934,jambe,18.0,5
4935,jambes,14.0,6
4936,jambon,21.0,6
4937,jambonneau,1.0,10
4938,jan,1.0,3
4939,janine,2.0,6
4940,janvier,8.0,7
4941,japon,1.0,5
4942,japonais,1.0,8
4943,jappe,13.0,5
4944,jappement,2.0,9
4945,jardin,219.0,6
4946,jardinage,2.0,9
4947,jardiner,1.0,8
4948,jardinier,19.0,9
4949,jardins,4.0,7
4950,jaruvan,18.0,7
4951,jasmin,4.0,6
4952,jason,19.0,5
4953,jatte,1.0,5
4954,jaune,89.0,5
4955,jaunes,6.0,6
4956,jaunisse,1.0,8
4957,javaletout,3.0,10
4958,javel,1.0,5
4959,je,1208.0,2
4960,jean,6.0,4
4961,jeanne,1.0,6
4962,jeannot,6.0,7
4963,jeremie,1.0,7
4964,jeremy,1.0,6
4965,jerome,9.0,6
4966,jet,13.0,3
4967,jeta,10.0,4
4968,jete,3.0,4
4969,jetee,1.0,5
4970,jeter,15.0,5
4971,jetez,2.0,5
4972,jette,26.0,5
4973,jettent,3.0,7
4974,jettera,2.0,7
4975,jetterait,1.0,9
4976,jettes,1.0,6
4977,jeu,59.0,3
4978,jeudi,28.0,5
4979,jeudis,1.0,6
4980,jeune,33.0,5
4981,jeunes,7.0,6
4982,jeunesse,1.0,8
4983,jeux,24.0,4
4984,joel,3.0,4
4985,joelle,2.0,6
4986,jogging,1.0,7
4987,john,1.0,4
4988,joie,42.0,4
4989,joint,1.0,5
4990,joints,1.0,6
4991,jointure,1.0,8
4992,jojo,15.0,4
4993,joli,67.0,4
4994,jolie,34.0,5
4995,jolies,5.0,6
4996,jolis,10.0,5
4997,jonc,2.0,4
4998,joncs,2.0,5
4999,jongle,6.0,6
5000,jongler,3.0,7
5001,jongleur,5.0,8
5002,jongleurs,1.0,9
5003,jongleuse,1.0,9
5004,jonquille,3.0,9
5005,jonquilles,1.0,10
5006,jouaient,5.0,8
5007,jouait,4.0,6
5008,jouant,11.0,6
5009,joue,254.0,4
5010,jouent,32.0,6
5011,jouer,80.0,5
5012,jouera,2.0,6
5013,jouerai,2.0,7
5014,jouerait,1.0,8
5015,joueras,1.0,7
5016,jouerons,1.0,8
5017,joues,36.0,5
5018,jouet,17.0,5
5019,jouets,41.0,6
5020,joueur,15.0,6
5021,joueurs,12.0,7
5022,joueuse,1.0,7
5023,jouez,1.0,5
5024,jouons,2.0,6
5025,jour,169.0,4
5026,journal,45.0,7
5027,journaliste,3.0,11
5028,journalistes,2.0,12
5029,journaux,5.0,8
5030,journee,45.0,7
5031,journees,4.0,8
5032,jours,48.0,5
5033,joyaux,2.0,6
5034,joyeuse,3.0,7
5035,joyeusement,6.0,11
5036,joyeux,31.0,6
5037,judo,16.0,4
5038,juge,2.0,4
5039,juillet,17.0,7
5040,juin,4.0,4
5041,jules,8.0,5
5042,julie,123.0,5
5043,julien,156.0,6
5044,juliette,13.0,8
5045,julius,4.0,6
5046,jumeau,3.0,6
5047,jumeaux,1.0,7
5048,jumelles,6.0,8
5049,jument,9.0,6
5050,jungle,5.0,6
5051,junior,1.0,6
5052,jupe,28.0,4
5053,jupes,2.0,5
5054,jura,2.0,4
5055,jure,1.0,4
5056,jurer,1.0,5
5057,jus,27.0,3
5058,jusque,3.0,6
5059,juste,51.0,5
5060,justement,10.0,9
5061,justin,5.0,6
5062,juteux,1.0,6
5063,kaki,5.0,4
5064,kangourou,18.0,9
5065,kangourous,1.0,10
5066,karate,6.0,6
5067,karateka,3.0,8
5068,karim,6.0,5
5069,karine,2.0,6
5070,kart,2.0,4
5071,karting,1.0,7
5072,kayak,2.0,5
5073,kepi,11.0,4
5074,kepis,1.0,5
5075,kermesse,4.0,8
5076,ketchup,2.0,7
5077,kg,2.0,2
5078,kifedebuldanlo,16.0,14
5079,kilkatrix,2.0,9
5080,kilo,17.0,4
5081,kilogramme,1.0,10
5082,kilometre,5.0,9
5083,kilos,6.0,5
5084,kimono,16.0,6
5085,kiosque,5.0,7
5086,kiwaka,5.0,6
5087,klaxon,5.0,6
5088,klaxonnent,1.0,10
5089,kleina,1.0,6
5090,km,2.0,2
5091,koala,9.0,5
5092,koalas,3.0,6
5093,kraft,1.0,5
5094,la,5827.0,2
5095,labyrinthe,1.0,10
5096,lac,24.0,3
5097,lace,1.0,4
5098,lacer,2.0,5
5099,laces,1.0,5
5100,lacet,2.0,5
5101,lacets,2.0,6
5102,lache,3.0,5
5103,lacher,1.0,6
5104,lacherai,1.0,8
5105,laid,9.0,4
5106,laide,4.0,5
5107,lainage,1.0,7
5108,laine,35.0,5
5109,laines,2.0,6
5110,laissa,6.0,6
5111,laissait,1.0,8
5112,laissant,2.0,8
5113,laisse,40.0,6
5114,laissee,1.0,7
5115,laissent,2.0,8
5116,laisser,16.0,7
5117,laisserai,1.0,9
5118,laisserait,1.0,10
5119,laissez,6.0,7
5120,laissons,3.0,8
5121,lait,75.0,4
5122,laitue,9.0,6
5123,lambeaux,1.0,8
5124,lame,7.0,4
5125,lamelles,2.0,8
5126,lamenta,1.0,7
5127,lamentait,1.0,9
5128,lampe,28.0,5
5129,lampes,4.0,6
5130,lampion,2.0,7
5131,lanca,1.0,5
5132,lancai,1.0,6
5133,lancaient,2.0,9
5134,lancait,1.0,7
5135,lancant,1.0,7
5136,lance,30.0,5
5137,lancee,1.0,6
5138,lancent,2.0,7
5139,lancer,12.0,6
5140,lancers,3.0,7
5141,lances,1.0,6
5142,lanceur,1.0,7
5143,landau,3.0,6
5144,langage,2.0,7
5145,langouste,2.0,9
5146,langue,26.0,6
5147,langues,2.0,7
5148,lanternes,1.0,9
5149,lapierre,4.0,8
5150,lapin,78.0,5
5151,lapine,2.0,6
5152,lapins,15.0,6
5153,laquelle,11.0,8
5154,lard,6.0,4
5155,large,6.0,5
5156,largement,1.0,9
5157,larges,1.0,6
5158,largeur,1.0,7
5159,larme,5.0,5
5160,larmes,5.0,6
5161,lasse,1.0,5
5162,lasso,4.0,5
5163,latin,1.0,5
5164,laure,3.0,5
5165,laurent,3.0,7
5166,laurier,2.0,7
5167,lavable,2.0,7
5168,lavables,1.0,8
5169,lavabo,14.0,6
5170,lavage,2.0,6
5171,lavait,1.0,6
5172,lavande,1.0,7
5173,lavant,1.0,6
5174,lave,49.0,4
5175,lavees,1.0,6
5176,lavent,1.0,6
5177,laver,36.0,5
5178,laveur,5.0,6
5179,lavez,4.0,5
5180,lavoir,1.0,6
5181,le,5900.0,2
5182,lechant,2.0,7
5183,leche,13.0,5
5184,lechent,1.0,7
5185,lecon,21.0,5
5186,lecons,6.0,6
5187,lecourbe,1.0,8
5188,lecteurs,1.0,8
5189,lecture,10.0,7
5190,legende,4.0,7
5191,legendes,1.0,8
5192,leger,12.0,5
5193,legere,3.0,6
5194,legerement,1.0,10
5195,legeres,1.0,7
5196,legers,4.0,6
5197,legume,6.0,6
5198,legumes,31.0,7
5199,lendemain,39.0,9
5200,lent,4.0,4
5201,lente,1.0,5
5202,lentement,17.0,9
5203,lentes,3.0,6
5204,lentilles,4.0,9
5205,lents,1.0,5
5206,leo,23.0,3
5207,leon,3.0,4
5208,leopard,7.0,7
5209,leopards,1.0,8
5210,lequel,10.0,6
5211,leroy,1.0,5
5212,les,2734.0,3
5213,lesquelles,1.0,10
5214,lesquels,2.0,8
5215,lessive,6.0,7
5216,lettre,43.0,6
5217,lettres,26.0,7
5218,leu,8.0,3
5219,leur,143.0,4
5220,leurs,71.0,5
5221,leva,1.0,4
5222,levain,1.0,6
5223,levait,3.0,6
5224,levant,2.0,6
5225,leve,48.0,4
5226,levent,2.0,6
5227,lever,10.0,5
5228,leves,2.0,5
5229,levetot,3.0,7
5230,levez,1.0,5
5231,levre,2.0,5
5232,levres,6.0,6
5233,levure,8.0,6
5234,lezard,13.0,6
5235,lezarder,1.0,8
5236,lezards,2.0,7
5237,liaison,1.0,7
5238,liaisons,1.0,8
5239,libere,1.0,6
5240,liberer,1.0,7
5241,liberte,8.0,7
5242,librairie,3.0,9
5243,libre,9.0,5
5244,librement,1.0,9
5245,liege,1.0,5
5246,lierre,3.0,6
5247,lies,1.0,4
5248,lieu,19.0,4
5249,lieutenant,4.0,10
5250,lieux,2.0,5
5251,lievre,16.0,6
5252,liez,1.0,4
5253,ligne,37.0,5
5254,lignes,10.0,6
5255,lila,6.0,4
5256,lilas,22.0,5
5257,lili,8.0,4
5258,lille,9.0,5
5259,limace,4.0,6
5260,limaces,2.0,7
5261,limacons,1.0,8
5262,lime,4.0,4
5263,limites,1.0,7
5264,limoges,3.0,7
5265,limonade,15.0,8
5266,limousin,1.0,8
5267,limpide,2.0,7
5268,lin,1.0,3
5269,linge,8.0,5
5270,lino,2.0,4
5271,linotte,1.0,7
5272,lion,51.0,4
5273,lionne,1.0,6
5274,lions,4.0,5
5275,liqueur,1.0,7
5276,liquide,6.0,7
5277,liquides,1.0,8
5278,lira,5.0,4
5279,lirai,1.0,5
5280,lire,138.0,4
5281,lis,127.0,3
5282,lisaient,3.0,8
5283,lisant,2.0,6
5284,lisent,1.0,6
5285,liseron,1.0,7
5286,lisez,2.0,5
5287,lisiere,3.0,7
5288,lisons,3.0,6
5289,lisse,6.0,5
5290,lissent,1.0,7
5291,lisses,2.0,6
5292,liste,14.0,5
5293,listes,4.0,6
5294,lit,215.0,3
5295,litre,11.0,5
5296,litres,3.0,6
5297,lits,8.0,4
5298,livraison,1.0,9
5299,livre,135.0,5
5300,livrer,4.0,6
5301,livres,31.0,6
5302,locataire,2.0,9
5303,locataires,1.0,10
5304,locations,1.0,9
5305,locaux,1.0,6
5306,locomotive,13.0,10
5307,logement,3.0,8
5308,loger,1.0,5
5309,loges,1.0,5
5310,logis,1.0,5
5311,loi,1.0,3
5312,loic,10.0,4
5313,loin,94.0,4
5314,lointain,3.0,8
5315,lointaine,1.0,9
5316,loir,4.0,4
5317,loire,1.0,5
5318,lola,2.0,4
5319,lombric,2.0,7
5320,londres,1.0,7
5321,long,45.0,4
5322,longs,10.0,5
5323,longtemps,39.0,9
5324,longue,15.0,6
5325,longuement,1.0,10
5326,longues,10.0,7
5327,longueur,5.0,8
5328,lorgnons,1.0,8
5329,loriot,4.0,6
5330,lorraine,1.0,8
5331,lors,2.0,4
5332,lorsque,15.0,7
5333,losanges,1.0,8
5334,lot,1.0,3
5335,loterie,7.0,7
5336,lotion,2.0,6
5337,loto,32.0,4
5338,lots,2.0,4
5339,louche,1.0,6
5340,loue,2.0,4
5341,louer,3.0,5
5342,louis,2.0,5
5343,loup,103.0,4
5344,loupe,8.0,5
5345,loupiot,3.0,7
5346,loups,18.0,5
5347,lourd,21.0,5
5348,lourde,7.0,6
5349,lourdement,1.0,10
5350,lourdes,1.0,7
5351,lourds,3.0,6
5352,loutre,11.0,6
5353,loutres,1.0,7
5354,louve,4.0,5
5355,louveteau,2.0,9
5356,louveteaux,3.0,10
5357,loyer,4.0,5
5358,lu,31.0,2
5359,luc,4.0,3
5360,lucarne,1.0,7
5361,lucas,7.0,5
5362,lucie,24.0,5
5363,lue,2.0,3
5364,lues,1.0,4
5365,lueur,2.0,5
5366,luge,15.0,4
5367,lui,536.0,3
5368,luirait,1.0,7
5369,luisant,5.0,7
5370,luisants,1.0,8
5371,luit,3.0,4
5372,lumiere,17.0,7
5373,lumieres,6.0,8
5374,lumineux,2.0,8
5375,lundi,16.0,5
5376,lune,100.0,4
5377,lunette,1.0,7
5378,lunettes,21.0,8
5379,lus,1.0,3
5380,lustre,5.0,6
5381,lustucru,7.0,8
5382,lutin,7.0,5
5383,lutino,4.0,6
5384,lutins,1.0,6
5385,lutta,1.0,5
5386,lutte,1.0,5
5387,lutter,2.0,6
5388,luxe,1.0,4
5389,luxembourg,2.0,10
5390,luzerne,3.0,7
5391,lycee,2.0,5
5392,lyceen,2.0,6
5393,lyceenne,1.0,8
5394,lyceens,6.0,7
5395,lyon,5.0,4
5396,lyophile,3.0,8
5397,lyre,1.0,4
5398,m,6.0,1
5399,ma,192.0,2
5400,machaient,3.0,9
5401,mache,1.0,5
5402,machette,1.0,8
5403,machicoulis,2.0,11
5404,machinalement,1.0,13
5405,machine,30.0,7
5406,machines,6.0,8
5407,machoire,2.0,8
5408,machoires,1.0,9
5409,macon,4.0,5
5410,madame,69.0,6
5411,madeleine,3.0,9
5412,mademoiselle,1.0,12
5413,maga,1.0,4
5414,magali,42.0,6
5415,magasin,31.0,7
5416,magasins,3.0,8
5417,magazine,1.0,8
5418,magazines,2.0,9
5419,magicien,7.0,8
5420,magicienne,1.0,10
5421,magie,3.0,5
5422,magique,38.0,7
5423,magiques,8.0,8
5424,magnetophone,3.0,12
5425,magnifique,22.0,10
5426,magnifiques,2.0,11
5427,mai,3.0,3
5428,maigre,2.0,6
5429,maigrelet,1.0,9
5430,maigrichonne,1.0,12
5431,maigrir,1.0,7
5432,maille,6.0,6
5433,mailles,4.0,7
5434,maillet,1.0,7
5435,maillets,1.0,8
5436,maillot,18.0,7
5437,maillots,3.0,8
5438,main,78.0,4
5439,mains,22.0,5
5440,maintenant,157.0,10
5441,maintenir,1.0,9
5442,maintiens,1.0,9
5443,maire,4.0,5
5444,mairie,5.0,6
5445,mais,682.0,4
5446,maison,276.0,6
5447,maisonnette,3.0,11
5448,maisons,25.0,7
5449,maitre,47.0,6
5450,maitres,7.0,7
5451,maitresse,50.0,9
5452,maitresses,1.0,10
5453,majeste,5.0,7
5454,majestueux,1.0,10
5455,majeur,1.0,6
5456,majeure,3.0,7
5457,major,1.0,5
5458,majuscules,2.0,10
5459,maki,15.0,4
5460,mal,82.0,3
5461,mala,9.0,4
5462,malade,45.0,6
5463,malades,4.0,7
5464,maladie,8.0,7
5465,male,4.0,4
5466,malfaisants,1.0,11
5467,malgre,8.0,6
5468,malheur,6.0,7
5469,malheureusement,3.0,15
5470,malheureux,11.0,10
5471,malice,1.0,6
5472,malicieusement,2.0,14
5473,malicieux,1.0,9
5474,maligne,2.0,7
5475,malin,13.0,5
5476,malins,2.0,6
5477,malle,14.0,5
5478,maltraites,1.0,10
5479,maman,489.0,5
5480,mamelle,1.0,7
5481,mamie,20.0,5
5482,mammifere,1.0,9
5483,mammouth,4.0,8
5484,manche,16.0,6
5485,manches,1.0,7
5486,manchot,1.0,7
5487,mandarine,3.0,9
5488,mandarines,2.0,10
5489,mandat,1.0,6
5490,mandats,1.0,7
5491,manege,23.0,6
5492,manette,1.0,7
5493,mange,116.0,5
5494,mangea,6.0,6
5495,mangeaient,1.0,10
5496,mangeait,9.0,8
5497,mangeant,1.0,8
5498,mangee,3.0,6
5499,mangees,1.0,7
5500,mangent,7.0,7
5501,mangeoire,2.0,9
5502,mangeons,4.0,8
5503,manger,121.0,6
5504,mangera,3.0,7
5505,mangerai,1.0,8
5506,mangerais,1.0,9
5507,mangerait,2.0,9
5508,mangeras,2.0,8
5509,mangerent,1.0,9
5510,manges,5.0,6
5511,mangeur,1.0,7
5512,mangez,4.0,6
5513,mangiez,1.0,7
5514,manginoire,1.0,10
5515,mangues,1.0,7
5516,manie,1.0,5
5517,maniere,2.0,7
5518,manivelle,1.0,9
5519,manolito,2.0,8
5520,manquait,1.0,8
5521,manquant,1.0,8
5522,manque,11.0,6
5523,manquerons,2.0,10
5524,manquez,1.0,7
5525,manteau,21.0,7
5526,maquillage,1.0,10
5527,maquille,2.0,8
5528,maquillent,2.0,10
5529,maquiller,1.0,9
5530,maquillerais,1.0,12
5531,marbres,1.0,7
5532,marc,3.0,4
5533,marcel,1.0,6
5534,marcha,2.0,6
5535,marchait,1.0,8
5536,marchand,19.0,8
5537,marchande,5.0,9
5538,marchandises,3.0,12
5539,marchands,1.0,9
5540,marchant,2.0,8
5541,marche,91.0,6
5542,marchent,6.0,8
5543,marcher,13.0,7
5544,marcherais,1.0,10
5545,marches,1.0,7
5546,marchez,2.0,7
5547,mardi,24.0,5
5548,mare,23.0,4
5549,maree,1.0,5
5550,marelle,11.0,7
5551,marennes,1.0,8
5552,mares,1.0,5
5553,marge,8.0,5
5554,margot,1.0,6
5555,marguerite,26.0,10
5556,marguerites,2.0,11
5557,mari,8.0,4
5558,mariage,3.0,7
5559,marie,72.0,5
5560,marier,2.0,6
5561,marierent,1.0,9
5562,maries,1.0,6
5563,mariette,1.0,8
5564,marin,9.0,5
5565,marine,24.0,6
5566,marinelands,1.0,11
5567,marins,2.0,6
5568,mario,9.0,5
5569,marion,44.0,6
5570,marionnette,7.0,11
5571,marionnettes,4.0,12
5572,maritimes,1.0,9
5573,marmelade,1.0,9
5574,marmite,7.0,7
5575,marmonne,1.0,8
5576,marmotte,11.0,8
5577,marmottes,8.0,9
5578,maroc,2.0,5
5579,marou,100.0,5
5580,marque,10.0,6
5581,marquer,2.0,7
5582,marques,2.0,7
5583,marraine,2.0,8
5584,marre,1.0,5
5585,marron,9.0,6
5586,marronniers,1.0,11
5587,marrons,3.0,7
5588,mars,7.0,4
5589,marseille,6.0,9
5590,marsouin,2.0,8
5591,marteau,13.0,7
5592,martin,20.0,6
5593,martine,1.0,7
5594,martinique,1.0,10
5595,masculin,1.0,8
5596,masque,25.0,6
5597,masques,9.0,7
5598,massaient,1.0,9
5599,masse,1.0,5
5600,massif,2.0,6
5601,massue,4.0,6
5602,mastic,4.0,6
5603,mat,5.0,3
5604,match,6.0,5
5605,matches,1.0,7
5606,matelas,12.0,7
5607,matelot,4.0,7
5608,materiaux,4.0,9
5609,materiel,13.0,8
5610,maternelle,2.0,10
5611,maternite,1.0,9
5612,mathieu,1.0,7
5613,mathilda,20.0,8
5614,mathilde,2.0,8
5615,matin,123.0,5
5616,matinee,5.0,7
5617,matins,8.0,6
5618,matou,7.0,5
5619,matthieu,6.0,8
5620,maudite,2.0,7
5621,maudits,1.0,7
5622,maurice,1.0,7
5623,maurienne,2.0,9
5624,mauvais,7.0,7
5625,mauvaise,8.0,8
5626,mauve,1.0,5
5627,max,1.0,3
5628,maximum,2.0,7
5629,mayonnaise,2.0,10
5630,me,161.0,2
5631,mecanicien,8.0,10
5632,mecanique,2.0,9
5633,mecaniques,1.0,10
5634,mecano,2.0,6
5635,mechancete,1.0,10
5636,mechancetes,1.0,11
5637,mechant,13.0,7
5638,mechante,3.0,8
5639,mechantes,1.0,9
5640,mechants,3.0,8
5641,meche,4.0,5
5642,meches,1.0,6
5643,mecontent,2.0,9
5644,medaille,5.0,8
5645,medaillon,4.0,9
5646,medecin,10.0,7
5647,medecine,1.0,8
5648,medecins,1.0,8
5649,medicale,2.0,8
5650,medicament,5.0,10
5651,medicaments,3.0,11
5652,mediterranee,5.0,12
5653,medor,6.0,5
5654,mefie,3.0,5
5655,mefier,1.0,6
5656,mefiez,1.0,6
5657,meilleur,10.0,8
5658,meilleure,4.0,9
5659,meilleurs,1.0,9
5660,melange,16.0,7
5661,melangeant,1.0,10
5662,melangees,6.0,9
5663,melanges,1.0,8
5664,melangez,1.0,8
5665,melanie,162.0,7
5666,melissa,6.0,7
5667,melodie,78.0,7
5668,melodieuse,1.0,10
5669,melon,7.0,5
5670,melons,1.0,6
5671,membres,1.0,7
5672,meme,144.0,4
5673,memes,4.0,5
5674,menacait,1.0,8
5675,menacants,1.0,9
5676,menage,7.0,6
5677,menagerie,4.0,9
5678,menait,1.0,6
5679,mendiant,2.0,8
5680,mene,13.0,4
5681,mener,1.0,5
5682,menotte,1.0,7
5683,menottes,1.0,8
5684,mensonge,7.0,8
5685,mensonges,2.0,9
5686,ment,2.0,4
5687,menteur,3.0,7
5688,menteuse,1.0,8
5689,menthe,1.0,6
5690,menti,2.0,5
5691,mentir,3.0,6
5692,menton,14.0,6
5693,menu,28.0,4
5694,menuisier,2.0,9
5695,menus,2.0,5
5696,mer,75.0,3
5697,merci,37.0,5
5698,mercredi,55.0,8
5699,mercredis,1.0,9
5700,mere,72.0,4
5701,meriadec,1.0,8
5702,meringue,1.0,8
5703,merite,2.0,6
5704,meritee,1.0,7
5705,meriterais,1.0,10
5706,merlan,1.0,6
5707,merle,15.0,5
5708,merles,1.0,6
5709,merveille,3.0,9
5710,merveilleuse,2.0,12
5711,merveilleuses,1.0,13
5712,merveilleux,9.0,11
5713,mes,88.0,3
5714,mesange,2.0,7
5715,mesaventure,1.0,11
5716,mesdames,3.0,8
5717,message,15.0,7
5718,messages,2.0,8
5719,messieurs,11.0,9
5720,mesure,8.0,6
5721,mesurer,3.0,7
5722,mesures,1.0,7
5723,met,127.0,3
5724,metal,2.0,5
5725,meteo,4.0,5
5726,methode,1.0,7
5727,metier,13.0,6
5728,metiers,1.0,7
5729,metre,4.0,5
5730,metres,4.0,6
5731,metropolitain,1.0,13
5732,mets,40.0,4
5733,mettaient,2.0,9
5734,mettais,1.0,7
5735,mettait,7.0,7
5736,mettant,4.0,7
5737,mettent,14.0,7
5738,mettez,10.0,6
5739,mettra,5.0,6
5740,mettras,2.0,7
5741,mettre,47.0,6
5742,mettrons,1.0,8
5743,metz,1.0,4
5744,meuble,12.0,6
5745,meubles,4.0,7
5746,meugle,1.0,6
5747,meuh,8.0,4
5748,meule,1.0,5
5749,meurent,1.0,7
5750,meurtrieres,3.0,11
5751,mi,6.0,2
5752,miam,4.0,4
5753,miaula,1.0,6
5754,miaulant,1.0,8
5755,miaule,7.0,6
5756,miaulement,1.0,10
5757,michel,24.0,6
5758,mickey,7.0,6
5759,micmac,1.0,6
5760,micro,2.0,5
5761,microbe,1.0,7
5762,microbes,4.0,8
5763,midi,39.0,4
5764,mie,1.0,3
5765,miel,39.0,4
5766,miele,7.0,5
5767,mien,13.0,4
5768,mienne,2.0,6
5769,miette,3.0,6
5770,miettes,1.0,7
5771,mieux,40.0,5
5772,mignon,32.0,6
5773,mignonne,1.0,8
5774,mignonnes,1.0,9
5775,mignons,1.0,7
5776,migrateur,2.0,9
5777,migration,5.0,9
5778,mijote,1.0,6
5779,milieu,46.0,6
5780,militaire,3.0,9
5781,militaires,1.0,10
5782,mille,18.0,5
5783,milliers,3.0,8
5784,million,1.0,7
5785,mime,1.0,4
5786,mimer,1.0,5
5787,mimi,1.0,4
5788,mimosa,12.0,6
5789,mina,85.0,4
5790,minable,1.0,7
5791,mince,4.0,5
5792,minces,1.0,6
5793,mine,5.0,4
5794,mines,1.0,5
5795,minet,20.0,5
5796,miniatures,1.0,10
5797,ministere,1.0,9
5798,ministre,4.0,8
5799,minnie,2.0,6
5800,minou,6.0,5
5801,minuit,10.0,6
5802,minuscule,2.0,9
5803,minuscules,1.0,10
5804,minute,12.0,6
5805,minuteries,1.0,10
5806,minutes,17.0,7
5807,miracle,5.0,7
5808,mirage,2.0,6
5809,mirent,11.0,6
5810,mirliti,3.0,7
5811,miroir,21.0,6
5812,mis,91.0,3
5813,mise,2.0,4
5814,misere,1.0,6
5815,mission,3.0,7
5816,mistigri,2.0,8
5817,mistigris,1.0,9
5818,mistral,1.0,7
5819,mit,31.0,3
5820,mitaine,2.0,7
5821,mitrailleuses,1.0,13
5822,mixeur,1.0,6
5823,mm,1.0,2
5824,mode,5.0,4
5825,modele,13.0,6
5826,modeler,4.0,7
5827,modeles,2.0,7
5828,modere,1.0,6
5829,moelleux,2.0,8
5830,mohamed,1.0,7
5831,moi,334.0,3
5832,moindre,9.0,7
5833,moindres,3.0,8
5834,moineau,19.0,7
5835,moineaux,2.0,8
5836,moins,44.0,5
5837,mois,36.0,4
5838,moisson,3.0,7
5839,moissonneuse,1.0,12
5840,moitie,17.0,6
5841,moka,31.0,4
5842,molaire,1.0,7
5843,molle,4.0,5
5844,moment,47.0,6
5845,moments,1.0,7
5846,mon,338.0,3
5847,monde,109.0,5
5848,mondrian,2.0,8
5849,moniteur,4.0,8
5850,moniteurs,1.0,9
5851,monnaie,5.0,7
5852,monoprix,1.0,8
5853,monsieur,81.0,8
5854,monstre,11.0,7
5855,mont,1.0,4
5856,monta,7.0,5
5857,montagne,70.0,8
5858,montagnes,12.0,9
5859,monte,54.0,5
5860,montee,2.0,6
5861,montent,3.0,7
5862,monter,25.0,6
5863,monterai,2.0,8
5864,montes,4.0,6
5865,montez,6.0,6
5866,monticules,2.0,10
5867,montons,2.0,7
5868,montpellier,1.0,11
5869,montra,1.0,6
5870,montre,50.0,6
5871,montree,1.0,7
5872,montrent,1.0,8
5873,montrer,9.0,7
5874,montres,1.0,7
5875,montrez,1.0,7
5876,monument,2.0,8
5877,moquait,1.0,7
5878,moquant,1.0,7
5879,moque,16.0,5
5880,moquer,4.0,6
5881,moquerait,1.0,9
5882,moquette,1.0,8
5883,moqueur,1.0,7
5884,moralite,1.0,8
5885,morceau,23.0,7
5886,morceaux,19.0,8
5887,mord,8.0,4
5888,mordait,1.0,7
5889,mordille,1.0,8
5890,mordre,7.0,6
5891,mordu,4.0,5
5892,morille,2.0,7
5893,morilles,1.0,8
5894,morin,2.0,5
5895,mort,5.0,4
5896,morte,8.0,5
5897,mortel,1.0,6
5898,mortelle,1.0,8
5899,mortes,3.0,6
5900,morue,1.0,5
5901,morveux,1.0,7
5902,mosaique,1.0,8
5903,mot,65.0,3
5904,motard,8.0,6
5905,moteur,23.0,6
5906,moteurs,1.0,7
5907,moto,67.0,4
5908,motordu,3.0,7
5909,motos,3.0,5
5910,mots,226.0,4
5911,motte,1.0,5
5912,mottes,1.0,6
5913,mou,6.0,3
5914,mouche,18.0,6
5915,moucheron,2.0,9
5916,moucherons,9.0,10
5917,mouches,2.0,7
5918,mouchoir,11.0,8
5919,moudre,1.0,6
5920,moue,6.0,4
5921,mouette,2.0,7
5922,mouflon,1.0,7
5923,mouille,18.0,7
5924,mouillent,2.0,9
5925,mouiller,7.0,8
5926,mouilles,3.0,8
5927,moule,12.0,5
5928,moules,1.0,6
5929,moulin,21.0,6
5930,moulu,1.0,5
5931,moulus,1.0,6
