,word,orthosyll,syll,freq,pron,len,phlen
14715,honteux,hon-teux,§-t2,22.3,§t2,7,3
14716,hooligan,hoo-li-gan,u-li-gan,0.14,uligan,8,6
14717,hop,hop,Op,14.19,Op,3,2
14718,hopi,ho-pi,o-pi,0.14,opi,4,3
14719,hoplite,ho-pli-te,o-plit,0.07,oplit,7,5
14720,hoquet,ho-quet,o-kE,7.91,okE,6,3
14721,hoqueter,ho-que-ter,O-k°-te,5.54,Ok°te,8,5
14722,horaire,ho-rai-re,o-RER,7.91,oRER,7,4
14723,horde,hor-de,ORd,7.03,ORd,5,3
14724,horion,ho-rion,o-Rj§,0.88,oRj§,6,4
14725,horizon,ho-ri-zon,o-Ri-z§,66.15,oRiz§,7,5
14726,horizontal,ho-ri-zon-tal,o-Ri-z§-tal,10.47,oRiz§tal,10,8
14729,horloge,hor-lo-ge,OR-lOZ,16.49,ORlOZ,7,5
14730,horloger,hor-lo-ger,OR-lo-Ze,5.41,ORloZe,8,6
14731,horlogerie,hor-lo-ge-rie,OR-lO-Z°-Ri,1.08,ORlOZ°Ri,10,8
14732,hormis,hor-mis,OR-mi,5.74,ORmi,6,4
14733,hormonal,hor-mo-nal,OR-mo-nal,0.34,ORmonal,8,7
14734,hormone,hor-mo-ne,OR-mOn,0.68,ORmOn,7,5
14735,horoscope,ho-ro-sco-pe,o-Ros-kOp,1.96,oRoskOp,9,7
14736,horreur,hor-reur,o-R9R,69.46,oR9R,7,4
14737,horrible,hor-ri-ble,o-Ribl,25.47,oRibl,8,5
14739,horrifiant,hor-ri-fiant,o-Ri-fj@,1.49,oRifj@,10,6
14740,horrifier,hor-ri-fier,o-Ri-fje,3.04,oRifje,9,6
14741,horrifique,hor-ri-fi-que,o-Ri-fik,0.14,oRifik,10,6
14742,horrifié,hor-ri-fié,o-Ri-fje,2.16,oRifje,8,6
14745,horripiler,hor-ri-pi-ler,o-Ri-pi-le,1.49,oRipile,10,7
14746,hors,hors,OR,92.43,OR,4,2
14747,hortensia,hor-ten-sia,OR-t@-sja,2.03,ORt@sja,9,7
14751,hosanna,ho-san-na,o-za-na,0.54,ozana,7,5
14752,hosannah,ho-san-nah,o-za-na,0.27,ozana,8,5
14753,hospice,hos-pi-ce,Os-pis,6.96,Ospis,7,5
14757,hospodar,hos-po-dar,Os-po-daR,0.54,OspodaR,8,7
14758,hostau,hos-tau,Os-to,0.2,Osto,6,4
14760,hostie,hos-tie,Os-ti,3.85,Osti,6,4
14761,hostile,hos-ti-le,Os-til,21.15,Ostil,7,5
14763,hostilité,hos-ti-li-té,Os-ti-li-te,15.81,Ostilite,9,8
14764,hosto,hos-to,Os-to,5.81,Osto,5,4
14765,hot,hot,Ot,0.2,Ot,3,2
14766,hotte,hot-te,Ot,2.57,Ot,5,2
14767,hottée,hot-tée,o-te,0.07,ote,6,3
14768,hotu,ho-tu,o-ty,0.81,oty,4,3
14769,hou,hou,u,5.27,u,3,1
14770,houari,houa-ri,wa-Ri,0.07,waRi,6,4
14771,houblon,hou-blon,u-bl§,0.61,ubl§,7,4
14772,houe,houe,u,0.34,u,4,1
14773,houhou,hou-hou,u-u,0.27,uu,6,2
14774,houille,houil-le,uj,0.88,uj,7,2
14775,houiller,houil-ler,u-je,0.14,uje,8,3
14776,houillère,houil-lè-re,u-jER,0.41,ujER,9,4
14777,houle,hou-le,ul,10.07,ul,5,2
14778,houlette,hou-let-te,u-lEt,0.81,ulEt,8,4
14779,houleux,hou-leux,u-l2,2.16,ul2,7,3
14780,houligan,hou-li-gan,u-li-gan,0.07,uligan,8,6
14782,houlque,houl-que,ulk,0.07,ulk,7,3
14783,houlà,hou-là,u-la,0.61,ula,5,3
14784,houp,houp,up,0.14,up,4,2
14785,houppe,houp-pe,up,0.68,up,6,2
14787,houppette,houp-pet-te,u-pEt,2.43,upEt,9,4
14788,hourdis,hour-dis,uR-di,0.07,uRdi,7,4
14789,houri,hou-ri,u-Ri,0.61,uRi,5,3
14790,hourra,hour-ra,u-Ra,1.42,uRa,6,3
14791,hourrah,hour-rah,u-Ra,0.41,uRa,7,3
14792,hourvari,hour-va-ri,uR-va-Ri,0.54,uRvaRi,8,6
14793,house,hou-se,awz,0.27,awz,5,3
14794,houseau,hou-seau,u-zo,1.08,uzo,7,3
14795,houspiller,hous-pil-ler,us-pi-je,2.77,uspije,10,6
14796,housse,hous-se,us,5.68,us,6,2
14797,houx,houx,u,1.28,u,4,1
14798,hoyau,hoyau,wa-jo,0.14,wajo,5,4
14799,huard,huard,8aR,0.27,8aR,5,3
14800,huart,huart,8aR,0.27,8aR,5,3
14801,hublot,hu-blot,y-blo,7.77,yblo,6,4
14802,huche,hu-che,yS,0.47,yS,5,2
14803,huchet,hu-chet,y-SE,0.27,ySE,6,3
14804,hue,hue,y,1.08,y,3,1
14805,huer,huer,8e,2.3,8e,4,2
14806,huerta,huer-ta,wER-ta,0.95,wERta,6,5
14807,hugh,hugh,yg,0.27,yg,4,2
14808,hugolien,hu-go-lien,y-go-lj5,0.14,ygolj5,8,6
14809,huguenot,hu-gue-not,y-g°-no,0.47,yg°no,8,5
14810,hui,hui,8i,0.47,8i,3,2
14811,huile,hui-le,8il,38.18,8il,5,3
14812,huiler,hui-ler,8i-le,1.76,8ile,6,4
14813,huileux,hui-leux,8i-l2,4.26,8il2,7,4
14814,huilier,hui-lier,8i-lje,0.07,8ilje,7,5
14815,huilé,hui-lé,8i-le,3.24,8ile,5,4
14816,huipil,hui-pil,8i-pil,0.54,8ipil,6,5
14817,huis,huis,8i,1.82,8i,4,2
14818,huisserie,huis-se-rie,8i-s°-Ri,0.34,8is°Ri,9,6
14819,huissier,huis-sier,8i-sje,5.95,8isje,8,5
14820,huit,huit,8it,102.5,8it,4,3
14821,huitaine,hui-tai-ne,8i-tEn,1.01,8itEn,8,5
14822,huitième,hui-tiè-me,8i-tjEm,2.43,8itjEm,8,6
14823,hulotte,hu-lot-te,y-lOt,0.61,ylOt,7,4
14824,hululement,hu-lu-le-ment,y-ly-l°-m@,1.82,ylyl°m@,10,7
14825,hululer,hu-lu-ler,y-ly-le,1.35,ylyle,7,5
14826,hum,hum,9m,5.68,9m,3,2
14827,humain,hu-main,y-m5,18.31,ym5,6,3
14830,humaniser,hu-ma-ni-ser,y-ma-ni-ze,1.35,ymanize,9,7
14831,humanisme,hu-ma-nis-me,y-ma-nizm,2.3,ymanizm,9,7
14832,humaniste,hu-ma-nis-te,y-ma-nist,1.08,ymanist,9,7
14835,humanité,hu-ma-ni-té,y-ma-ni-te,24.32,ymanite,8,7
14836,humanoïde,hu-ma-noï-de,y-ma-no-id,0.41,ymanoid,9,7
14837,humble,hum-ble,1bl,18.45,1bl,6,3
14838,humblement,hum-ble-ment,1-bl°-m@,3.65,1bl°m@,10,6
14839,humecter,hu-mec-ter,y-mEk-te,4.53,ymEkte,8,6
14840,humer,hu-mer,y-me,9.53,yme,5,3
14841,humeur,hu-meur,y-m9R,58.04,ym9R,6,4
14842,humide,hu-mi-de,y-mid,53.31,ymid,6,4
14843,humidement,hu-mi-de-ment,y-mi-d°-m@,0.07,ymid°m@,10,7
14844,humidifier,hu-mi-di-fier,y-mi-di-fje,0.47,ymidifje,10,8
14845,humidité,hu-mi-di-té,y-mi-di-te,14.86,ymidite,8,7
14846,humiliant,hu-mi-liant,y-mi-lj@,3.78,ymilj@,9,6
14848,humilier,hu-mi-lier,y-mi-lje,14.26,ymilje,8,6
14849,humilité,hu-mi-li-té,y-mi-li-te,12.09,ymilite,8,7
14850,humilié,hu-mi-lié,y-mi-lje,4.32,ymilje,7,6
14851,humoral,hu-mo-ral,y-mo-Ral,0.07,ymoRal,7,6
14852,humoriste,hu-mo-ris-te,y-mo-Rist,0.74,ymoRist,9,7
14854,humour,hu-mour,y-muR,16.76,ymuR,6,4
14855,humus,hu-mus,y-mys,5.74,ymys,5,4
14856,humérus,hu-mé-rus,y-me-Rys,0.34,ymeRys,7,6
14857,hun,hun,1,0.68,1,3,1
14858,hune,hu-ne,yn,0.41,yn,4,2
14859,hunier,hu-nier,y-nje,0.14,ynje,6,4
14860,huppe,hup-pe,yp,0.34,yp,5,2
14861,huppé,hup-pé,y-pe,2.09,ype,5,3
14862,hure,hu-re,yR,2.36,yR,4,2
14863,hurlant,hur-lant,yR-l@,7.5,yRl@,7,4
14864,hurlement,hur-le-ment,yR-l°-m@,20.95,yRl°m@,9,6
14865,hurler,hur-ler,yR-le,88.65,yRle,6,4
14866,hurleur,hur-leur,yR-l9R,0.47,yRl9R,7,5
14867,hurluberlu,hur-lu-ber-lu,yR-ly-bER-ly,0.61,yRlybERly,10,9
14868,hurrah,hur-rah,y-Ra,0.61,yRa,6,3
14869,hurricane,hur-ri-ca-ne,9-Ri-kan,0.34,9Rikan,9,6
14870,hussard,hus-sard,y-saR,3.45,ysaR,7,4
14871,hussite,hus-si-te,y-sit,0.2,ysit,7,4
14872,hutte,hut-te,yt,7.84,yt,5,2
14873,huée,huée,8e,1.49,8e,4,2
14874,huître,huî-tre,8itR,7.64,8itR,6,4
14875,huîtrière,huî-triè-re,8i-tRi-jER,0.07,8itRijER,9,8
14876,hyacinthe,hya-cin-the,ja-s5t,0.07,jas5t,9,5
14877,hybride,hy-bri-de,i-bRid,1.01,ibRid,7,5
14878,hydne,hyd-ne,idn,0.07,idn,5,3
14879,hydratant,hy-dra-tant,i-dRa-t@,0.27,idRat@,9,6
14881,hydravion,hy-dra-vion,i-dRa-vj§,0.61,idRavj§,9,7
14882,hydre,hy-dre,idR,0.34,idR,5,3
14883,hydro,hy-dro,i-dRo,0.07,idRo,5,4
14886,hydrocèle,hy-dro-cè-le,i-dRo-sEl,0.07,idRosEl,9,7
14889,hydrogène,hy-dro-gè-ne,i-dRo-ZEn,0.88,idRoZEn,9,7
14890,hydromel,hy-dro-mel,i-dRo-mEl,0.2,idRomEl,8,7
14891,hydrophile,hy-dro-phi-le,i-dRo-fil,1.01,idRofil,10,7
14893,hydropique,hy-dro-pi-que,i-dRo-pik,0.34,idRopik,10,7
14894,hydropisie,hy-dro-pi-sie,i-dRo-pi-zi,0.27,idRopizi,10,8
14897,hygiaphone,hy-gia-pho-ne,i-Zja-fOn,0.2,iZjafOn,10,7
14898,hygiène,hy-giè-ne,i-ZjEn,6.35,iZjEn,7,5
14899,hygiénique,hy-gié-ni-que,i-Zje-nik,4.12,iZjenik,10,7
14900,hygiéniste,hy-gié-nis-te,i-Zje-nist,0.14,iZjenist,10,8
14901,hygromètre,hy-gro-mè-tre,i-gRo-mEtR,0.14,igRomEtR,10,8
14905,hymen,hy-men,i-mEn,0.34,imEn,5,4
14906,hymne,hym-ne,imn,8.72,imn,5,3
14908,hypallage,hy-pal-la-ge,i-pa-laZ,0.07,ipalaZ,9,6
14909,hyper,hy-per,i-pER,0.95,ipER,5,4
14910,hyperbole,hy-per-bo-le,i-pER-bOl,0.34,ipERbOl,9,7
14912,hyperborée,hy-per-bo-rée,i-pER-bo-Re,0.07,ipERboRe,10,8
14921,hypertendu,hy-per-ten-du,i-pER-t@-dy,0.07,ipERt@dy,10,8
14925,hypnogène,hyp-no-gè-ne,ip-no-ZEn,0.54,ipnoZEn,9,7
14926,hypnose,hyp-no-se,ip-noz,1.28,ipnoz,7,5
14927,hypnotique,hyp-no-ti-que,ip-no-tik,0.74,ipnotik,10,7
14928,hypnotiser,hyp-no-ti-ser,ip-no-ti-ze,4.19,ipnotize,10,8
14930,hypnotisme,hyp-no-tis-me,ip-no-tizm,0.27,ipnotizm,10,8
14931,hypo,hy-po,i-po,0.07,ipo,4,3
14932,hypocondre,hy-po-con-dre,i-po-k§dR,0.14,ipok§dR,10,7
14934,hypocras,hy-po-cras,i-po-kRas,0.2,ipokRas,8,7
14935,hypocrisie,hy-po-cri-sie,i-po-kRi-zi,5.61,ipokRizi,10,8
14936,hypocrite,hy-po-cri-te,i-po-kRit,6.49,ipokRit,9,7
14938,hypoderme,hy-po-der-me,i-po-dERm,0.07,ipodERm,9,7
14941,hypogée,hy-po-gée,i-po-Ze,0.81,ipoZe,7,5
14942,hypokhâgne,hy-po-khâ-gne,i-po-kaN,1.28,ipokaN,10,6
14944,hypophyse,hy-po-phy-se,i-po-fiz,0.14,ipofiz,9,6
14946,hypotaupe,hy-po-tau-pe,i-po-top,0.07,ipotop,9,6
14948,hypothèque,hy-po-thè-que,i-po-tEk,1.96,ipotEk,10,6
14949,hypothèse,hy-po-thè-se,i-po-tEz,16.82,ipotEz,9,6
14953,hypoténuse,hy-po-té-nu-se,i-po-te-nyz,0.07,ipotenyz,10,8
14954,hysope,hy-so-pe,i-zOp,0.14,izOp,6,4
14956,hystérie,hys-té-rie,is-te-Ri,3.38,isteRi,8,6
14957,hystérique,hys-té-ri-que,is-te-Rik,5.2,isteRik,10,7
14958,hystéro,hys-té-ro,is-te-Ro,0.34,isteRo,7,6
14959,hyène,hyè-ne,jEn,2.43,jEn,5,3
14960,hâblerie,hâ-ble-rie,a-bl°-Ri,0.34,abl°Ri,8,6
14961,hâbleur,hâ-bleur,a-bl9R,0.54,abl9R,7,5
14962,hâle,hâ-le,al,3.04,al,4,2
14963,hâlé,hâ-lé,a-le,2.57,ale,4,3
14964,hâte,hâ-te,at,45.2,at,4,2
14965,hâter,hâ-ter,a-te,24.05,ate,5,3
14966,hâtif,hâ-tif,a-tif,5.61,atif,5,4
14967,hâtivement,hâ-ti-ve-ment,a-ti-v°-m@,5.54,ativ°m@,10,7
14968,hâve,hâ-ve,av,1.28,av,4,2
14969,hère,hè-re,ER,0.74,ER,4,2
14970,hé,hé,e,30.0,e,2,1
14972,héberger,hé-ber-ger,e-bER-Ze,6.49,ebERZe,8,6
14973,hébertisme,hé-ber-tis-me,e-bER-tizm,0.27,ebERtizm,10,8
14974,hébraïque,hé-braï-que,e-bRa-ik,1.08,ebRaik,9,6
14976,hébraïsant,hé-braï-sant,e-bRa-i-z@,0.07,ebRaiz@,10,7
14977,hébreu,hé-breu,e-bR2,2.97,ebR2,6,4
14978,hébreux,hé-breux,e-bR2,0.07,ebR2,7,4
14979,hébétement,hé-bé-te-ment,e-bE-t°-m@,0.07,ebEt°m@,10,7
14980,hébétude,hé-bé-tu-de,e-be-tyd,4.05,ebetyd,8,6
14981,hébété,hé-bé-té,e-be-te,4.73,ebete,6,5
14982,hécatombe,hé-ca-tom-be,e-ka-t§b,1.69,ekat§b,9,6
14983,hédonisme,hé-do-nis-me,e-do-nizm,0.2,edonizm,9,7
14984,hédoniste,hé-do-nis-te,e-do-nist,0.14,edonist,9,7
14985,hégire,hé-gi-re,e-ZiR,0.27,eZiR,6,4
14987,hégélien,hé-gé-lien,e-Ze-lj5,0.14,eZelj5,8,6
14988,hégémonie,hé-gé-mo-nie,e-Ze-mo-ni,1.42,eZemoni,9,7
14989,hélas,hé-las,e-las,34.73,elas,5,4
14990,héler,hé-ler,e-le,6.49,ele,5,3
14991,hélice,hé-li-ce,e-lis,3.85,elis,6,4
14993,hélicoïdal,hé-li-coï-dal,e-li-ko-i-dal,0.07,elikoidal,10,9
14994,hélio,hé-lio,e-ljo,0.07,eljo,5,4
14997,héliotrope,hé-lio-tro-pe,e-ljo-tROp,0.41,eljotROp,10,8
14998,héliport,hé-li-port,e-li-pOR,0.14,elipOR,8,6
14999,héliporter,hé-li-por-ter,e-li-pOR-te,0.07,elipORte,10,8
15000,héliporté,hé-li-por-té,e-li-pOR-te,0.14,elipORte,9,8
15001,hélium,hé-lium,e-ljOm,0.47,eljOm,6,5
15002,hélix,hé-lix,e-liks,0.07,eliks,5,5
15003,hématie,hé-ma-tie,e-ma-si,0.07,emasi,7,5
15004,hématite,hé-ma-ti-te,e-ma-tit,0.07,ematit,8,6
15005,hématocèle,hé-ma-to-cè-le,e-ma-to-sEl,0.07,ematosEl,10,8
15008,hématome,hé-ma-to-me,e-ma-tom,0.61,ematom,8,6
15010,hématose,hé-ma-to-se,e-ma-toz,0.07,ematoz,8,6
15011,hémi,hé-mi,e-mi,0.07,emi,4,3
15012,hémicycle,hé-mi-cy-cle,e-mi-sikl,0.34,emisikl,9,7
15013,hémiplégie,hé-mi-plé-gie,e-mi-ple-Zi,0.41,emipleZi,10,8
15015,hémiptère,hé-mi-ptè-re,e-mip-tER,0.07,emiptER,9,7
15016,hémisphère,hé-mi-sphè-re,e-mis-fER,1.76,emisfER,10,7
15018,hémistiche,hé-mis-ti-che,e-mis-tiS,0.2,emistiS,10,7
15020,hémophile,hé-mo-phi-le,e-mo-fil,0.2,emofil,9,6
15021,hémophilie,hé-mo-phi-lie,e-mo-fi-li,0.07,emofili,10,7
15022,hémoptysie,hé-mo-pty-sie,e-mop-ti-zi,0.68,emoptizi,10,8
15023,hémorragie,hé-mor-ra-gie,e-mo-Ra-Zi,3.11,emoRaZi,10,7
15024,hémorroïde,hé-mor-roï-de,e-mo-Ro-id,0.41,emoRoid,10,7
15026,hépatique,hé-pa-ti-que,e-pa-tik,0.41,epatik,9,6
15027,hépatite,hé-pa-ti-te,e-pa-tit,0.74,epatit,8,6
15029,héraldique,hé-ral-di-que,e-Ral-dik,1.22,eRaldik,10,7
15030,héraut,hé-raut,e-Ro,0.81,eRo,6,3
15032,hérisser,hé-ris-ser,e-Ri-se,13.99,eRise,8,5
15033,hérisson,hé-ris-son,e-Ri-s§,2.57,eRis§,8,5
15034,hérissé,hé-ris-sé,e-Ri-se,4.86,eRise,7,5
15035,héritage,hé-ri-ta-ge,e-Ri-taZ,12.03,eRitaZ,8,6
15036,hériter,hé-ri-ter,e-Ri-te,12.84,eRite,7,5
15037,héritier,hé-ri-tier,e-Ri-tje,13.45,eRitje,8,6
15038,héro,hé-ro,e-Ro,1.35,eRo,4,3
15039,héron,hé-ron,e-R§,2.36,eR§,5,3
15040,héros,hé-ros,e-Ro,52.77,eRo,5,3
15041,héroïde,hé-roï-de,e-Ro-id,0.07,eRoid,7,5
15042,héroïque,hé-roï-que,e-Ro-ik,11.28,eRoik,8,5
15044,héroïsme,hé-roïs-me,e-Ro-izm,5.95,eRoizm,8,6
15046,hérédité,hé-ré-di-té,e-Re-di-te,3.99,eRedite,8,7
15047,hérédo,hé-ré-do,e-Re-do,0.07,eRedo,6,5
15049,hérésie,hé-ré-sie,e-Re-zi,7.91,eRezi,7,5
15050,hérétique,hé-ré-ti-que,e-Re-tik,7.09,eRetik,9,6
15051,hésitant,hé-si-tant,e-zi-t@,12.09,ezit@,8,5
15052,hésitation,hé-si-ta-tion,e-zi-ta-sj§,25.14,ezitasj§,10,8
15053,hésiter,hé-si-ter,e-zi-te,122.43,ezite,7,5
15054,hétaïre,hé-taï-re,e-ta-iR,0.27,etaiR,7,5
15055,hétéro,hé-té-ro,e-te-Ro,0.74,eteRo,6,5
15058,hétérogène,hé-té-ro-gè-ne,e-te-Ro-ZEn,0.34,eteRoZEn,10,8
15062,hévéa,hé-véa,e-ve-a,0.2,evea,5,4
15063,hêtraie,hê-traie,E-tRE,0.68,EtRE,7,4
15064,hêtre,hê-tre,EtR,10.2,EtR,5,3
15065,hôpital,hô-pi-tal,o-pi-tal,54.93,opital,7,6
15066,hôte,hô-te,ot,20.2,ot,4,2
15067,hôtel,hô-tel,o-tEl,158.92,otEl,5,4
15068,hôtelier,hô-te-lier,o-t°-lje,1.35,ot°lje,8,6
15069,hôtellerie,hô-tel-le-rie,o-tE-l°-Ri,1.82,otEl°Ri,10,7
15070,hôtesse,hô-tes-se,o-tEs,8.31,otEs,7,4
15071,i,i,i,31.15,i,1,1
15072,ibis,i-bis,i-bis,0.81,ibis,4,4
15073,ibm,ibm,i-be-Em,0.07,ibeEm,3,5
15074,ibo,i-bo,i-bo,0.07,ibo,3,3
15075,ibère,i-bè-re,i-bER,0.14,ibER,5,4
15076,ibérique,i-bé-ri-que,i-be-Rik,0.61,ibeRik,8,6
15077,iceberg,i-ce-berg,aj-sbERg,1.42,ajsbERg,7,7
15078,icelle,i-cel-le,i-sEl,0.34,isEl,6,4
15079,icelles,i-cel-les,i-sEl,0.2,isEl,7,4
15080,icelui,i-ce-lui,i-s°-l8i,0.07,is°l8i,6,6
15081,ici,i-ci,i-si,483.58,isi,3,3
15082,icoglan,i-co-glan,i-ko-gl@,0.14,ikogl@,7,6
15086,iconostase,i-co-no-sta-se,i-ko-nos-taz,0.2,ikonostaz,10,9
15087,ictus,ic-tus,ik-tys,0.07,iktys,5,5
15088,ictère,ic-tè-re,ik-tER,0.07,iktER,6,5
15089,icône,i-cô-ne,i-kon,4.73,ikon,5,4
15090,ide,i-de,id,0.07,id,3,2
15091,idem,i-dem,i-dEm,2.64,idEm,4,4
15093,identifier,i-den-ti-fier,i-d@-ti-fje,18.92,id@tifje,10,8
15094,identique,i-den-ti-que,i-d@-tik,15.41,id@tik,9,6
15098,identité,i-den-ti-té,i-d@-ti-te,24.19,id@tite,8,7
15099,ides,i-des,id,0.54,id,4,2
15101,idiome,i-dio-me,i-djom,1.35,idjom,6,5
15103,idiot,i-diot,i-djo,33.24,idjo,5,4
15104,idiotement,i-dio-te-ment,i-djO-t°-m@,0.61,idjOt°m@,10,8
15105,idiotie,i-dio-tie,i-djo-si,2.97,idjosi,7,6
15106,idiotisme,i-dio-tis-me,i-djo-tizm,0.14,idjotizm,9,8
15107,idoine,i-doi-ne,i-dwan,0.95,idwan,6,5
15108,idole,i-do-le,i-dOl,10.07,idOl,5,4
15109,idolâtre,i-do-lâ-tre,i-do-latR,0.68,idolatR,8,7
15110,idolâtrer,i-do-lâ-trer,i-do-la-tRe,1.15,idolatRe,9,8
15111,idolâtrie,i-do-lâ-trie,i-do-la-tRi,1.08,idolatRi,9,8
15112,idylle,i-dyl-le,i-dil,3.31,idil,6,4
15113,idyllique,i-dyl-li-que,i-di-lik,1.76,idilik,9,6
15114,idéal,i-déal,i-de-al,16.35,ideal,5,5
15115,idéalement,i-déa-le-ment,i-de-a-l°-m@,1.22,ideal°m@,10,8
15117,idéaliser,i-déa-li-ser,i-de-a-li-ze,0.81,idealize,9,8
15118,idéalisme,i-déa-lis-me,i-de-a-lizm,1.96,idealizm,9,8
15119,idéaliste,i-déa-lis-te,i-de-a-list,1.69,idealist,9,8
15120,idée,i-dée,i-de,328.45,ide,4,3
15121,idéogramme,i-déo-gram-me,i-de-o-gRam,0.74,ideogRam,10,8
15123,idéologie,i-déo-lo-gie,i-de-o-lo-Zi,4.05,ideoloZi,9,8
15125,idéologue,i-déo-lo-gue,i-de-o-lOg,0.54,ideolOg,9,7
15126,if,if,if,1.55,if,2,2
15127,igloo,i-gloo,i-glu,0.27,iglu,5,4
15128,igname,i-gna-me,i-Nam,0.34,iNam,6,4
15129,ignare,i-gna-re,i-NaR,1.42,iNaR,6,4
15130,ignifuge,ig-ni-fu-ge,i-Ni-fyZ,0.07,iNifyZ,8,6
15131,ignifuger,ig-ni-fu-ger,i-Ni-fy-Ze,0.07,iNifyZe,9,7
15132,ignifugé,ig-ni-fu-gé,i-Ni-fy-Ze,0.2,iNifyZe,8,7
15133,ignition,ig-ni-tion,i-Ni-sj§,0.34,iNisj§,8,6
15134,ignoble,i-gno-ble,i-NObl,12.3,iNObl,7,5
15136,ignominie,i-gno-mi-nie,i-No-mi-ni,3.72,iNomini,9,7
15138,ignorance,i-gno-ran-ce,i-No-R@s,16.82,iNoR@s,9,6
15139,ignorant,i-gno-rant,i-No-R@,6.22,iNoR@,8,5
15140,ignorer,i-gno-rer,i-No-Re,108.45,iNoRe,7,5
15141,ignoré,i-gno-ré,i-No-Re,2.7,iNoRe,6,5
15142,igné,ig-né,i-Ne,0.2,iNe,4,3
15143,iguane,i-gua-ne,i-gwan,0.74,igwan,6,5
15144,iguanodon,i-gua-no-don,i-gwa-no-d§,0.14,igwanod§,9,8
15145,ikebana,i-ke-ba-na,i-ke-ba-na,0.07,ikebana,7,7
15146,il,il,il,15832.09,il,2,2
15147,iliaque,i-lia-que,i-ljak,0.2,iljak,7,5
15149,illettré,il-let-tré,i-le-tRe,1.01,iletRe,8,6
15150,illicite,il-li-ci-te,i-li-sit,1.42,ilisit,8,6
15151,illico,il-li-co,i-li-ko,7.16,iliko,6,5
15152,illimité,il-li-mi-té,i-li-mi-te,3.92,ilimite,8,7
15153,illisible,il-li-si-ble,i-li-zibl,6.76,ilizibl,9,7
15154,illogique,il-lo-gi-que,i-lo-Zik,0.88,iloZik,9,6
15156,illogisme,il-lo-gis-me,i-lo-Zizm,0.47,iloZizm,9,7
15157,illuminant,il-lu-mi-nant,i-ly-mi-n@,0.34,ilymin@,10,7
15159,illuminer,il-lu-mi-ner,i-ly-mi-ne,20.0,ilymine,9,7
15160,illuminé,il-lu-mi-né,i-ly-mi-ne,7.57,ilymine,8,7
15161,illusion,il-lu-sion,i-ly-zj§,47.36,ilyzj§,8,6
15165,illusoire,il-lu-soi-re,i-ly-zwaR,5.81,ilyzwaR,9,7
15169,illustre,il-lus-tre,i-lystR,9.66,ilystR,8,6
15170,illustrer,il-lus-trer,i-lys-tRe,11.55,ilystRe,9,7
15172,illustré,il-lus-tré,i-lys-tRe,5.34,ilystRe,8,7
15173,illégal,il-lé-gal,i-le-gal,1.76,ilegal,7,6
15175,illégalité,il-lé-ga-li-té,i-le-ga-li-te,0.81,ilegalite,10,9
15176,illégitime,il-lé-gi-ti-me,i-le-Zi-tim,0.95,ileZitim,10,8
15178,ilote,i-lo-te,i-lOt,0.61,ilOt,5,4
15179,ils,ils,il,2809.53,il,3,2
15180,image,i-ma-ge,i-maZ,188.92,imaZ,5,4
15181,imager,i-ma-ger,i-ma-Ze,1.76,imaZe,6,5
15182,imagerie,i-ma-ge-rie,i-ma-Z°-Ri,2.09,imaZ°Ri,8,7
15183,imagier,i-ma-gier,i-ma-Zje,1.01,imaZje,7,6
15184,imaginable,i-ma-gi-na-ble,i-ma-Zi-nabl,2.36,imaZinabl,10,9
15185,imaginaire,i-ma-gi-nai-re,i-ma-Zi-nER,3.24,imaZinER,10,8
15186,imaginant,i-ma-gi-nant,i-ma-Zi-n@,0.27,imaZin@,9,7
15187,imaginatif,i-ma-gi-na-tif,i-ma-Zi-na-tif,2.09,imaZinatif,10,10
15190,imaginer,i-ma-gi-ner,i-ma-Zi-ne,241.15,imaZine,8,7
15191,imago,i-ma-go,i-ma-go,0.07,imago,5,5
15192,imagé,i-ma-gé,i-ma-Ze,1.01,imaZe,5,5
15193,imam,i-mam,i-mam,0.34,imam,4,4
15194,iman,i-man,i-m@,0.07,im@,4,3
15195,imbaisable,im-bai-sa-ble,5-bE-zabl,0.07,5bEzabl,10,7
15196,imbattable,im-bat-ta-ble,5-ba-tabl,2.43,5batabl,10,7
15197,imberbe,im-ber-be,5-bERb,1.35,5bERb,7,5
15198,imbiber,im-bi-ber,5-bi-be,7.36,5bibe,7,5
15199,imbibition,im-bi-bi-tion,5-bi-bi-sj§,0.07,5bibisj§,10,8
15200,imbibé,im-bi-bé,5-bi-be,0.81,5bibe,6,5
15201,imbitable,im-bi-ta-ble,5-bi-tabl,0.07,5bitabl,9,7
15202,imbittable,im-bit-ta-ble,5-bi-tabl,0.07,5bitabl,10,7
15204,imbriquer,im-bri-quer,5-bRi-ke,1.35,5bRike,9,6
15205,imbriqué,im-bri-qué,5-bRi-ke,0.74,5bRike,8,6
15206,imbroglio,im-bro-glio,5-bRo-gli-jo,1.69,5bRoglijo,9,9
15207,imbu,im-bu,5-by,1.42,5by,4,3
15208,imbuvable,im-bu-va-ble,5-by-vabl,0.47,5byvabl,9,7
15209,imbécile,im-bé-ci-le,5-be-sil,30.68,5besil,8,6
15212,imitable,i-mi-ta-ble,i-mi-tabl,0.14,imitabl,8,7
15213,imitateur,i-mi-ta-teur,i-mi-ta-t9R,0.47,imitat9R,9,8
15214,imitation,i-mi-ta-tion,i-mi-ta-sj§,7.3,imitasj§,9,8
