,"word","pron","freq","len"
58839,"malaxez","malakse",25,7
58840,"malchance","malS@s",465,9
58841,"malchances","malS@s",18,10
58842,"malchanceuse","malS@s2z",20,12
58843,"malchanceuses","malS@s2z",6,13
58844,"malchanceux","malS@s2",205,11
58845,"malcommode","malkOmOd",23,10
58846,"malcommodes","malkOmOd",8,11
58847,"malcontent","malkAt@",4,10
58848,"malcontents","malkAt@",4,11
58849,"maldonne","maldOn",28,8
58850,"maldonnes","maldOn",1,9
58851,"mâle","mal",2226,4
58852,"malefaim","malf5",0,8
58853,"maléfice","malefis",53,8
58854,"maléfices","malefis",102,9
58855,"maléfique","malefik",367,9
58856,"maléfiques","malefik",230,10
58857,"maléique","maleik",13,8
58858,"malencontre","mal@kAtR",6,11
58859,"malencontres","mal@kAtR",0,12
58860,"mâles","mal",1492,5
58861,"malévole","malevOl",1,8
58862,"malfaçon","malfasA",33,8
58863,"malfaçons","malfasA",61,9
58864,"malfaisance","malfOz@s",30,11
58865,"malfaisances","malfOz@s",3,12
58866,"malfaisant","malfOz@",101,10
58867,"malfaisante","malfOz@t",49,11
58868,"malfaisantes","malfOz@t",40,12
58869,"malfaisants","malfOz@",102,11
58870,"malfaiteur","malfEt9R",125,10
58871,"malfaiteurs","malfEt9R",375,11
58872,"malfamé","malfame",6,7
58873,"malfamée","malfame",2,8
58874,"malfamés","malfame",7,8
58875,"malfrat","malfRa",46,7
58876,"malfrats","malfRa",132,8
58877,"malgache","malgaS",532,8
58878,"malgaches","malgaS",292,9
58879,"malgracieuse","malgRasj2z",0,12
58880,"malgracieux","malgRasj2",4,11
58881,"malgré","malgRe",26854,6
58882,"malhabile","malabil",69,9
58883,"malhabiles","malabil",32,10
58884,"malherbe","malERb",323,8
58885,"malheur","mal9R",3126,7
58886,"malheureuse","mal9R2z",951,11
58887,"malheureuses","mal9R2z",328,12
58888,"malheureux","mal9R2",2914,10
58889,"malheurs","mal9R",1232,8
58890,"malhonnête","malOnEt",290,10
58891,"malhonnêtes","malOnEt",175,11
58892,"mali","mali",2852,4
58893,"malice","malis",614,6
58894,"malices","malis",73,7
58895,"malicieuse","malisj2z",104,10
58896,"malicieuses","malisj2z",34,11
58897,"malicieux","malisj2",306,9
58898,"malien","malj5",299,6
58899,"malienne","maljEn",199,8
58900,"maliens","malj5",194,7
58901,"maligne","maliN",436,7
58902,"malignement","maliNm@",17,11
58903,"malignes","maliN",330,8
58904,"malin","mal5",2101,5
58905,"maline","malin",57,6
58906,"malines","malin",235,7
58907,"malingre","mal5gR",51,8
58908,"malingres","mal5gR",19,9
58909,"malinké","mal5ke",46,7
58910,"malinkés","mal5ke",15,8
58911,"malinois","malinwa",46,8
58912,"malins","mal5",602,6
58913,"malique","malik",45,7
58914,"mallarmisme","malaRmism",0,11
58915,"malle","mal",523,5
58916,"malléable","maleabl",168,9
58917,"malléables","maleabl",52,10
58918,"malléoles","maleOl",11,9
58919,"malles","mal",141,6
58920,"malletier","maltje",16,9
58921,"mallette","malEt",380,8
58922,"mallettes","malEt",109,9
58923,"malm","malm",33,4
58924,"malmena","malmOna",2,7
58925,"malmenage","malmOnaZ",2,9
58926,"malmenaient","malmOnE",3,11
58927,"malmenait","malmOnE",5,9
58928,"malmenant","malmOn@",8,9
58929,"malmené","malmOne",195,7
58930,"malmène","malmEn",41,7
58931,"malmenée","malmOne",125,8
58932,"malmenées","malmOne",40,9
58933,"malmener","malmOne",67,8
58934,"malmèneront","malmEnRA",0,11
58935,"malmenés","malmOne",94,8
58936,"malonique","malOnik",8,9
58937,"malotru","malOtRy",25,7
58938,"malotrus","malOtRy",14,8
58939,"malouin","malw5",155,7
58940,"malouine","malwin",48,8
58941,"malouines","malwin",106,9
58942,"malouins","malw5",55,8
58943,"malpoli","malpOli",17,7
58944,"malpolie","malpOli",3,8
58945,"malpolis","malpOli",12,8
58946,"malpropre","malpROpR",74,9
58947,"malpropres","malpROpR",41,10
58948,"malsain","mals5",333,7
58949,"malsaine","malsEn",257,8
58950,"malsaines","malsEn",119,9
58951,"malsains","mals5",101,8
58952,"malséance","malse@s",1,9
58953,"malséant","malse@",23,8
58954,"malséante","malse@t",4,9
58955,"malséants","malse@",3,9
58956,"malsonnants","malsOn@",1,11
58957,"malstrom","malstROm",5,8
58958,"malt","malt",312,4
58959,"malta","malta",217,5
58960,"maltage","maltaZ",34,7
58961,"maltais","maltE",486,7
58962,"maltaises","maltEz",17,9
58963,"maltase","maltaz",6,7
58964,"malte","malt",2235,5
58965,"malter","malte",7,6
58966,"malterie","maltRi",47,8
58967,"malteries","maltRi",28,9
58968,"malteur","malt9R",3,7
58969,"malteurs","malt9R",5,8
58970,"malthusien","maltyzj5",21,10
58971,"malthusienne","maltyzjEn",36,12
58972,"malthusiennes","maltyzjEn",14,13
58973,"malthusiens","maltyzj5",11,11
58974,"maltose","maltOz",48,7
58975,"maltoses","maltOz",0,8
58976,"maltraitaient","maltREtE",8,13
58977,"maltraitais","maltREtE",1,11
58978,"maltraitait","maltREtE",19,11
58979,"maltraitant","maltREt@",20,11
58980,"maltraitât","maltREta",1,10
58981,"maltraite","maltREt",87,9
58982,"maltraité","maltRete",250,9
58983,"maltraitée","maltRete",213,10
58984,"maltraitées","maltRete",75,11
58985,"maltraitent","maltREt",51,11
58986,"maltraiter","maltRete",121,10
58987,"maltraitèrent","maltREtER",5,13
58988,"maltraités","maltRete",299,10
58989,"maltraitez","maltREte",12,10
58990,"malts","malt",40,5
58991,"malus","malys",266,5
58992,"malveillance","malvEj@s",250,12
58993,"malveillances","malvEj@s",28,13
58994,"malveillant","malvEj@",143,11
58995,"malveillante","malvEj@t",115,12
58996,"malveillantes","malvEj@t",107,13
58997,"malveillants","malvEj@",124,12
58998,"malvenu","malvOny",66,7
58999,"malvenus","malvOny",18,8
59000,"malvoisie","malvwazi",51,9
59001,"malvoisies","malvwazi",1,10
59002,"maman","mam@",5102,5
59003,"mamans","mam@",934,6
59004,"mambo","m@bO",208,5
59005,"mame","mam",241,4
59006,"mamelle","mamEl",122,7
59007,"mamelles","mamEl",208,8
59008,"mamelon","mamlA",120,7
59009,"mamelonnée","mamlOne",6,10
59010,"mamelonnées","mamlOne",3,11
59011,"mamelonnés","mamlOne",2,10
59012,"mamelons","mamlA",104,8
59013,"mamelouk","mamluk",21,8
59014,"mamelouks","mamluk",33,9
59015,"mamelu","mamly",0,6
59016,"mamelue","mamly",1,7
59017,"mamelues","mamly",1,8
59018,"mameluk","mamluk",4,7
59019,"mameluks","mamluk",9,8
59020,"mamelus","mamly",0,7
59021,"mamie","mami",362,5
59022,"mamies","mami",81,6
59023,"mamillaires","mamilER",4,11
59024,"mamma","mama",259,5
59025,"mammaire","mamER",234,8
59026,"mammaires","mamER",210,9
59027,"mammaliennes","mamaljEn",5,12
59028,"mammas","mama",5,6
59029,"mammifère","mamifER",341,9
59030,"mammifères","mamifER",1485,10
59031,"mammites","mamit",28,8
59032,"mammouth","mamut",280,8
59033,"mammouths","mamut",89,9
59034,"mammy","mami",11,5
59035,"mammys","mami",0,6
59036,"mamours","mamuR",38,7
59037,"man","m@",7766,3
59038,"mana","mana",371,4
59039,"manade","manad",33,6
59040,"manades","manad",21,7
59041,"manage","manaZ",379,6
59042,"management","manaZm@",11862,10
59043,"manager","manadZER",4567,7
59044,"managers","manadZER",1192,8
59045,"manant","man@",88,6
59046,"manants","man@",55,7
59047,"manceau","m@sO",128,7
59048,"mancelle","m@sEl",54,8
59049,"mancenillier","m@snije",13,12
59050,"mancenilliers","m@snije",2,13
59051,"manche","m@S",5611,6
59052,"mancheron","m@SRA",5,9
59053,"mancherons","m@SRA",5,10
59054,"manches","m@S",1654,7
59055,"manchette","m@SEt",420,9
59056,"manchettes","m@SEt",632,10
59057,"manchon","m@SA",232,7
59058,"manchons","m@SA",173,8
59059,"manchot","m@SO",190,7
59060,"manchote","m@SOt",3,8
59061,"manchotes","m@SOt",2,9
59062,"manchots","m@SO",131,8
59063,"manda","m@da",108,5
59064,"mandai","m@dE",5,6
59065,"mandaient","m@dE",2,9
59066,"mandait","m@dE",13,7
59067,"mandalas","m@dala",41,8
59068,"mandale","m@dal",7,7
59069,"mandales","m@dal",4,8
59070,"mandants","m@d@",187,8
59071,"mandarin","m@daR5",313,8
59072,"mandarine","m@daRin",261,9
59073,"mandarines","m@daRin",77,10
59074,"mandarins","m@daR5",115,9
59075,"mandat","m@da",11773,6
59076,"mandataire","m@datER",1183,10
59077,"mandataires","m@datER",736,11
59078,"mandatait","m@datE",9,9
59079,"mandatant","m@dat@",16,9
59080,"mandate","m@dat",243,7
59081,"mandaté","m@date",743,7
59082,"mandatée","m@date",258,8
59083,"mandatement","m@datm@",124,11
59084,"mandatent","m@dat",26,9
59085,"mandatés","m@date",356,8
59086,"mandats","m@da",2890,7
59087,"mandchou","m@dSu",15,8
59088,"mandchoue","m@dSu",17,9
59089,"mandchous","m@dSu",19,9
59090,"mande","m@d",217,5
59091,"mandé","m@de",316,5
59092,"mandée","m@de",13,6
59093,"mandéenne","m@deEn",1,9
59094,"mandéens","m@de5",5,8
59095,"mandéisme","m@deism",1,9
59096,"mandement","m@dm@",122,9
59097,"mandements","m@dm@",33,10
59098,"mander","m@de",84,6
59099,"mandera","m@dRa",8,7
59100,"manderai","m@dRE",3,8
59101,"manderais","m@dRE",0,9
59102,"mandèrent","m@dER",3,9
59103,"mandes","m@d",14,6
59104,"mandés","m@de",22,6
59105,"mandez","m@de",23,6
59106,"mandibule","m@dibyl",93,9
59107,"mandibules","m@dibyl",75,10
59108,"mandingue","m@d5g",90,9
59109,"mandingues","m@d5g",33,10
59110,"mandoline","m@dOlin",190,9
59111,"mandolines","m@dOlin",42,10
59112,"mandore","m@dOR",6,7
59113,"mandorle","m@dORl",17,8
59114,"mandorles","m@dORl",2,9
59115,"mandragore","m@dRagOR",85,10
59116,"mandragores","m@dRagOR",12,11
59117,"mandres","m@dR",35,7
59118,"mandrin","m@dR5",216,7
59119,"mandrinage","m@dRinaZ",2,10
59120,"mandrins","m@dR5",77,8
59121,"manège","manEZ",871,6
59122,"manégés","maneZe",0,7
59123,"manèges","manEZ",275,7
59124,"mânes","man",70,5
59125,"manet","manE",344,5
59126,"maneton","mantA",7,7
59127,"manetons","mantA",5,8
59128,"manette","manEt",507,7
59129,"manettes","manEt",315,8
59130,"manganèse","m@ganEz",414,9
59131,"mange","m@Z",2855,5
59132,"mangé","m@Ze",1398,5
59133,"mangea","m@Za",169,6
59134,"mangeable","m@Zabl",34,9
59135,"mangeables","m@Zabl",10,10
59136,"mangeai","m@ZE",17,7
59137,"mangeaient","m@ZE",226,10
59138,"mangeaille","m@Zaj",15,10
59139,"mangeailles","m@Zaj",3,11
59140,"mangeais","m@ZE",68,8
59141,"mangeait","m@ZE",351,8
59142,"mangeâmes","m@Zam",10,9
59143,"mangeant","m@Z@",469,8
59144,"mangeas","m@Za",8,7
59145,"mangeasse","m@Zas",1,9
59146,"mangeât","m@Za",10,7
59147,"mangée","m@Ze",105,6
59148,"mangées","m@Ze",67,7
59149,"mangent","m@Z",1045,7
59150,"mangeoire","m@ZwaR",117,9
59151,"mangeoires","m@ZwaR",152,10
59152,"mangeons","m@ZA",260,8
59153,"manger","m@Ze",8646,6
59154,"mangera","m@ZRa",160,7
59155,"mangerai","m@ZRE",62,8
59156,"mangeraient","m@ZRE",24,11
59157,"mangerais","m@ZRE",55,9
59158,"mangerait","m@ZRE",58,9
59159,"mangeras","m@ZRa",62,8
59160,"mangèrent","m@ZER",87,9
59161,"mangerez","m@ZRe",91,8
59162,"mangerie","m@ZRi",2,8
59163,"mangeriez","m@ZORje",5,9
59164,"mangerions","m@ZORjA",6,10
59165,"mangerons","m@ZRA",51,9
59166,"mangeront","m@ZRA",98,9
59167,"manges","m@Z",163,6
59168,"mangés","m@Ze",154,6
59169,"mangeur","m@Z9R",195,7
59170,"mangeurs","m@Z9R",200,8
59171,"mangeuse","m@Z2z",47,8
59172,"mangeuses","m@Z2z",24,9
59173,"mangez","m@Ze",566,6
59174,"mangiez","m@Zje",25,7
59175,"mangions","m@ZjA",55,8
59176,"mangles","m@gl",8,7
59177,"mango","m@gO",145,5
59178,"mangonneaux","m@gOnO",4,11
59179,"mangos","m@gO",6,6
59180,"mangouste","m@gust",31,9
59181,"mangrove","m@gROv",139,8
59182,"mangroves","m@gROv",122,9
59183,"mangue","m@g",230,6
59184,"mangues","m@g",143,7
59185,"manguier","m@gje",42,8
59186,"manguiers","m@gje",55,9
59187,"manhattan","manat@",787,9
59188,"mania","manja",321,5
59189,"maniable","manjabl",335,8
59190,"maniables","manjabl",94,9
59191,"maniaient","manjE",13,9
59192,"maniais","manjE",3,7
59193,"maniait","manjE",46,7
59194,"maniant","manj@",114,7
59195,"maniaque","manjak",326,8
59196,"maniaquement","manjakm@",2,12
59197,"maniaquerie","manjakRi",11,11
59198,"maniaqueries","manjakRi",1,12
59199,"maniaques","manjak",161,9
59200,"manie","mani",724,5
59201,"manié","manje",131,5
59202,"maniée","manje",36,6
59203,"maniées","manje",23,7
59204,"maniement","manim@",881,9
59205,"maniements","manim@",33,10
59206,"manient","mani",94,7
59207,"manier","manje",780,6
59208,"maniéré","manjeRe",28,7
59209,"manière","manjER",42683,7
59210,"maniérée","manjeRe",15,8
59211,"maniérées","manjeRe",4,9
59212,"manièrent","manjER",2,9
59213,"maniérés","manjeRe",9,8
59214,"manières","manjER",3649,8
59215,"maniérisme","manjeRism",76,10
59216,"maniérismes","manjeRism",9,11
59217,"maniériste","manjeRist",31,10
59218,"maniéristes","manjeRist",13,11
59219,"manieront","maniRA",4,9
59220,"manies","mani",154,6
59221,"maniés","manje",32,6
59222,"manieur","manj9R",15,7
59223,"manieurs","manj9R",11,8
59224,"manieuse","manj2z",1,8
59225,"maniez","manje",51,6
59226,"manif","manif",536,5
59227,"manifeste","manifEst",6394,9
59228,"manifestent","manifEst",2058,11
59229,"manifestes","manifEst",578,10
59230,"manifold","manifOld",45,8
59231,"manifolds","manifOld",43,9
59232,"manifs","manif",201,6
59233,"manigance","manig@s",35,9
59234,"manigancent","manig@s",3,11
59235,"manigances","manig@s",91,10
59236,"maniguette","manigEt",5,10
59237,"manille","manij",454,7
59238,"manilles","manij",25,8
59239,"manilleurs","manij9R",0,10
59240,"manillons","manijA",0,9
59241,"manioc","manjOk",367,6
59242,"manions","manjA",6,7
59243,"manip","manip",311,5
59244,"manipule","manipyl",539,8
59245,"manipulent","manipyl",301,10
59246,"manipules","manipyl",21,9
59247,"manitou","manitu",253,7
59248,"manitous","manitu",22,8
59249,"maniveau","manivO",0,8
59250,"maniveaux","manivO",0,9
59251,"manivelle","manivEl",307,9
59252,"manivelles","manivEl",90,10
59253,"manne","man",587,5
59254,"mannequin","mank5",664,9
59255,"mannequine","mankin",1,10
59256,"mannequins","mank5",621,10
59257,"mannes","man",41,6
59258,"mannezingue","manOz5g",0,11
59259,"mannezingues","manOz5g",0,12
59260,"mannite","manit",4,7
59261,"manoeuvra","man9vRa",8,9
59262,"manoeuvrable","man9vRabl",24,12
59263,"manoeuvraient","man9vRE",8,13
59264,"manoeuvrais","man9vRE",1,11
59265,"manoeuvrait","man9vRE",15,11
59266,"manoeuvrant","man9vR@",38,11
59267,"manoeuvrante","man9vR@t",2,12
59268,"manoeuvre","man9vR",2613,9
59269,"manoeuvré","man9vRe",50,9
59270,"manoeuvrée","man9vRe",14,10
59271,"manoeuvrées","man9vRe",11,11
59272,"manoeuvrent","man9vR",22,11
59273,"manoeuvrer","man9vRe",266,10
59274,"manoeuvrèrent","man9vRER",1,13
59275,"manoeuvres","man9vR",1633,10
59276,"manoeuvrés","man9vRe",16,10
59277,"manoeuvrons","man9vRA",1,11
59278,"manoir","manwaR",1582,6
59279,"manoirs","manwaR",231,7
59280,"manomètre","manOmEtR",152,9
59281,"manomètres","manOmEtR",73,10
59282,"manouche","manuS",73,8
59283,"manouches","manuS",31,9
59284,"manqua","m@ka",226,6
59285,"manquai","m@kE",16,7
59286,"manquaient","m@kE",502,10
59287,"manquais","m@kE",73,8
59288,"manquait","m@kE",1743,8
59289,"manquâmes","m@kam",3,9
59290,"manquant","m@k@",1135,8
59291,"manquante","m@k@t",366,9
59292,"manquantes","m@k@t",512,10
59293,"manquants","m@k@",499,9
59294,"manquassent","m@kas",7,11
59295,"manquât","m@ka",29,7
59296,"manque","m@k",21081,6
59297,"manqué","m@ke",3066,6
59298,"manquée","m@ke",273,7
59299,"manquées","m@ke",149,8
59300,"manquement","m@km@",971,10
59301,"manquements","m@km@",540,11
59302,"manquent","m@k",3468,8
59303,"manquer","m@ke",4062,7
59304,"manquera","m@kRa",953,8
59305,"manquerai","m@kRE",151,9
59306,"manqueraient","m@kRE",119,12
59307,"manquerais","m@kRE",48,10
59308,"manquerait","m@kRE",404,10
59309,"manqueras","m@kRa",31,9
59310,"manquèrent","m@kER",84,10
59311,"manquerez","m@kRe",130,9
59312,"manquerions","m@kRjA",16,11
59313,"manquerons","m@kRA",167,10
59314,"manqueront","m@kRA",617,10
59315,"manques","m@k",745,7
59316,"manqués","m@ke",167,7
59317,"manquez","m@ke",1165,7
59318,"manquiez","m@kje",21,8
59319,"manquions","m@kjA",40,9
59320,"manquons","m@kA",279,8
59321,"mans","m@",3227,4
59322,"mansard","m@saR",79,7
59323,"mansarde","m@saRd",88,8
59324,"mansardé","m@saRde",28,8
59325,"mansardée","m@saRde",27,9
59326,"mansardées","m@saRde",24,10
59327,"mansardes","m@saRd",31,9
59328,"mansart","m@saR",117,7
59329,"manse","m@s",29,5
59330,"manses","m@s",11,6
59331,"mansions","m@sjA",20,8
59332,"mansuétude","m@s8etyd",115,10
59333,"mansuétudes","m@s8etyd",2,11
59334,"mante","m@t",127,5
59335,"manteau","m@tO",1735,7
59336,"manteaux","m@tO",462,8
59337,"mantelé","m@tle",2,7
59338,"mantelet","m@tlE",25,8
59339,"mantelets","m@tlE",8,9
59340,"mantelure","m@tElyR",0,9
59341,"mantes","m@t",525,6
59342,"mantille","m@tij",19,8
59343,"mantilles","m@tij",12,9
59344,"mantique","m@tik",11,8
59345,"mantra","m@tRa",139,6
59346,"mantras","m@tRa",67,7
59347,"manucure","manykyR",108,8
59348,"manucures","manykyR",14,9
59349,"manuel","man8El",13049,6
59350,"manuélin","man8el5",20,8
59351,"manuelle","man8El",2170,8
59352,"manuellement","man8Elm@",1476,12
59353,"manuelles","man8El",841,9
59354,"manuels","man8El",3776,7
59355,"manuscrit","manyskRi",1599,9
59356,"manuscrite","manyskRit",685,10
59357,"manuscrites","manyskRit",309,11
59358,"manuscrits","manyskRi",2034,10
59359,"mao","maO",518,3
59360,"maoïsme","maOism",25,7
59361,"maoïste","maOist",61,7
59362,"maori","maORi",73,5
59363,"maos","maO",14,4
59364,"maous","maus",5,5
59365,"mappemonde","mapmAd",134,10
59366,"mappemondes","mapmAd",15,11
59367,"maquage","makaZ",1,7
59368,"maquaient","makE",0,9
59369,"maque","mak",25,5
59370,"maqué","make",6,5
59371,"maquée","make",5,6
59372,"maquent","mak",1,7
59373,"maquer","make",9,6
59374,"maquereau","makRO",236,9
59375,"maquereautage","makROtaZ",0,13
59376,"maquereaux","makRO",135,10
59377,"maquerelle","makREl",24,10
59378,"maquerelles","makREl",6,11
59379,"maques","mak",4,6
59380,"maqués","make",3,6
59381,"maquette","makEt",2337,8
59382,"maquettes","makEt",1761,9
59383,"maquettisme","makEtism",41,11
59384,"maquettiste","maketist",175,11
59385,"maquettistes","maketist",74,12
59386,"maquignon","makiNA",28,9
59387,"maquignonne","makiNOn",1,11
59388,"maquignons","makiNA",20,10
59389,"maquilla","makija",2,8
59390,"maquillage","makijaZ",1314,10
59391,"maquillages","makijaZ",174,11
59392,"maquillai","makijE",0,9
59393,"maquillais","makijE",1,10
59394,"maquillait","makijE",7,10
59395,"maquillant","makij@",17,10
59396,"maquille","makij",73,8
59397,"maquillé","makije",81,8
59398,"maquillée","makije",84,9
59399,"maquillées","makije",36,10
59400,"maquillent","makij",27,10
59401,"maquiller","makije",164,9
59402,"maquillerai","makijRE",0,11
59403,"maquillerais","makijRE",0,12
59404,"maquilles","makij",5,9
59405,"maquillés","makije",60,9
59406,"maquilleur","makij9R",47,10
59407,"maquilleurs","makij9R",52,11
59408,"maquilleuse","makij2z",63,11
59409,"maquilleuses","makij2z",21,12
59410,"maquillez","makije",6,9
59411,"maquis","maki",797,6
59412,"maquisard","makizaR",29,9
59413,"maquisards","makizaR",99,10
59414,"mara","maRa",334,4
59415,"marabout","maRabu",432,8
59416,"marabouts","maRabu",89,9
59417,"maracas","maRakas",60,7
59418,"maraîcher","maReSe",95,9
59419,"maraîchère","maRESER",154,10
59420,"maraîchères","maRESER",224,11
59421,"maraîchers","maReSe",259,10
59422,"maraîchines","maRESin",4,11
59423,"marais","maRE",3064,6
59424,"marante","maR@t",7,7
59425,"marasme","maRasm",275,7
59426,"marasmes","maRasm",7,8
59427,"marasquin","maRask5",32,9
59428,"marathon","maRatA",1443,8
59429,"marathons","maRatA",87,9
59430,"maratiste","maRatist",0,9
59431,"marâtre","maRatR",60,7
59432,"marâtres","maRatR",4,8
59433,"maraud","maRO",37,6
59434,"maraudaient","maROdE",1,11
59435,"maraudais","maROdE",0,9
59436,"maraudait","maROdE",0,9
59437,"maraude","maROd",31,7
59438,"maraudé","maROde",1,7
59439,"maraudent","maROd",2,9
59440,"marauder","maROde",27,8
59441,"maraudes","maROd",2,8
59442,"maraudés","maROde",0,8
59443,"maraudeur","maROd9R",38,9
59444,"maraudeurs","maROd9R",44,10
59445,"marauds","maRO",9,7
59446,"marbra","maRbRa",1,6
59447,"marbraient","maRbRE",2,10
59448,"marbrait","maRbRE",2,8
59449,"marbre","maRbR",2066,6
59450,"marbré","maRbRe",188,6
59451,"marbrée","maRbRe",75,7
59452,"marbrées","maRbRe",59,8
59453,"marbrent","maRbR",2,8
59454,"marbrera","maRbRRa",0,8
59455,"marbrerie","maRbRORi",165,9
59456,"marbreries","maRbRORi",26,10
59457,"marbres","maRbR",321,7
59458,"marbrés","maRbRe",49,7
59459,"marbrier","maRbRje",36,8
59460,"marbrière","maRbRijER",9,9
59461,"marbrières","maRbRijER",5,10
59462,"marbrure","maRbRyR",15,8
59463,"marbrures","maRbRyR",34,9
59464,"marc","maR",21963,4
59465,"marcaire","maRkER",12,8
59466,"marcassin","maRkas5",39,9
59467,"marcassins","maRkas5",28,10
59468,"marcassite","maRkasit",6,10
59469,"marceau","maRsO",967,7
59470,"marceline","maRsOlin",189,9
59471,"marcha","maRka",270,6
59472,"marchage","maRkaZ",1,8
59473,"marchai","maRkE",27,7
59474,"marchaient","maRkE",266,10
59475,"marchais","maRkE",299,8
59476,"marchait","maRkE",893,8
59477,"marchâmes","maRSam",16,9
59478,"marchand","maRS@",5769,8
59479,"marchandage","maRS@daZ",265,11
59480,"marchandages","maRS@daZ",78,12
59481,"marchandaient","maRS@dE",3,13
59482,"marchandais","maRS@dE",2,11
59483,"marchandait","maRS@dE",9,11
59484,"marchandant","maRS@d@",10,11
59485,"marchande","maRS@d",2640,9
59486,"marchandé","maRS@de",23,9
59487,"marchandée","maRS@de",4,10
59488,"marchandent","maRS@d",12,11
59489,"marchander","maRS@de",116,10
59490,"marchanderais","maRS@dRE",0,13
59491,"marchanderont","maRS@dRA",1,13
59492,"marchandes","maRS@d",548,10
59493,"marchandeuse","maRS@d2z",0,12
59494,"marchandise","maRS@diz",1981,11
59495,"marchandises","maRS@diz",5663,12
59496,"marchands","maRS@",3978,9
59497,"marchant","maRS@",1069,8
59498,"marchante","maRS@t",11,9
59499,"marchantes","maRS@t",3,10
59500,"marchantia","maRS@sja",1,10
59501,"marchants","maRS@",32,9
59502,"marchât","maRSa",7,7
59503,"marche","maRS",22533,6
59504,"marché","maRSe",51629,6
59505,"marchent","maRS",1265,8
59506,"marchepied","maRSOpje",117,10
59507,"marchepieds","maRSOpje",39,11
59508,"marcher","maRSe",4273,7
59509,"marchera","maRSORa",414,8
59510,"marcherai","maRSORE",46,9
59511,"marcheraient","maRSORE",19,12
59512,"marcherais","maRSORE",19,10
59513,"marcherait","maRSORE",117,10
59514,"marcheras","maRSORa",35,9
59515,"marchèrent","maRSER",90,10
59516,"marcherez","maRSORe",35,9
59517,"marcheriez","maRSORje",2,10
59518,"marcherons","maRSORA",44,10
59519,"marcheront","maRSORA",97,10
59520,"marches","maRS",3001,7
59521,"marchés","maRSe",20222,7
59522,"marcheur","maRS9R",194,8
59523,"marcheurs","maRS9R",482,9
59524,"marcheuse","maRS2z",11,9
59525,"marcheuses","maRS2z",16,10
59526,"marchez","maRSe",320,7
59527,"marchiez","maRSije",20,8
59528,"marchions","maRSjA",82,9
59529,"marchons","maRSA",252,8
59530,"marconi","maRkOni",425,7
59531,"marcotin","maRkOt5",0,8
59532,"marcotins","maRkOt5",0,9
59533,"marcottage","maRkOtaZ",31,10
59534,"marcotte","maRkOt",415,8
59535,"marcottes","maRkOt",9,9
59536,"marcs","maR",108,5
59537,"mardi","maRdi",31168,5
59538,"mardis","maRdi",1084,6
59539,"mare","maR",1407,4
59540,"marécage","maRekaZ",194,8
59541,"marécages","maRekaZ",365,9
59542,"maréchal","maReSal",2650,8
59543,"maréchale","maReSal",44,9
59544,"maréchaux","maReSO",208,9
59545,"marée","maRe",2435,5
59546,"marées","maRe",1170,6
59547,"marégraphe","maRegRaf",17,10
59548,"marelle","maREl",143,7
59549,"marelles","maREl",30,8
59550,"maremme","maREm",9,7
59551,"maremmes","maREm",5,8
59552,"marengo","maR@gO",151,7
59553,"marennes","maREn",164,8
59554,"mares","maR",408,5
59555,"mareyage","maREjaZ",31,8
59556,"mareyeur","maREj9R",23,8
59557,"mareyeurs","maREj9R",51,9
59558,"mareyeuse","maREj2z",1,9
59559,"mareyeuses","maREj2z",2,10
59560,"margarine","maRgaRin",298,9
59561,"margarines","maRgaRin",40,10
59562,"margay","maRgE",4,6
59563,"marge","maRZ",6738,5
59564,"margeait","maRZE",0,8
59565,"margées","maRZe",0,7
59566,"margelle","maRZEl",61,8
59567,"margelles","maRZEl",26,9
59568,"marger","maRZe",7,6
59569,"marges","maRZ",2451,6
59570,"margeur","maRZ9R",19,7
59571,"margeuse","maRZ2z",0,8
59572,"margina","maRZina",2,7
59573,"marginal","maRZinal",1000,8
59574,"marginale","maRZinal",751,9
59575,"marginales","maRZinal",466,10
59576,"marginaux","maRZinO",728,9
59577,"marginé","maRZine",7,7
59578,"marginée","maRZine",3,8
59579,"margis","maRZi",4,6
59580,"margot","maRgO",613,6
59581,"margotait","maRgOtE",0,9
59582,"margotin","maRgOt5",9,8
59583,"margotins","maRgOt5",1,9
59584,"margoton","maRgOtA",9,8
59585,"margotte","maRgOt",9,8
59586,"margottons","maRgOtA",0,10
59587,"margouillat","maRguja",25,11
59588,"margouillats","maRguja",5,12
59589,"margouillis","maRguji",1,11
59590,"margoulette","maRgulEt",5,11
59591,"margoulin","maRgul5",5,9
59592,"margoulins","maRgul5",16,10
59593,"margrave","maRgRav",27,8
59594,"margraviat","maRgRavja",3,10
59595,"margraviats","maRgRavja",1,11
59596,"marguerite","maRgORit",7838,10
59597,"marguerites","maRgORit",146,11
59598,"marguillier","maRgije",41,11
59599,"marguilliers","maRgije",33,12
59600,"mari","maRi",6113,4
59601,"maria","maRja",5543,5
59602,"mariable","maRjabl",4,8
59603,"mariage","maRjaZ",15109,7
59604,"mariages","maRjaZ",2400,8
59605,"mariai","maRjE",3,6
59606,"mariaient","maRjE",45,9
59607,"mariais","maRjE",8,7
59608,"mariait","maRjE",59,7
59609,"marial","maRjal",107,6
59610,"mariales","maRjal",43,8
59611,"marianistes","maRjanist",9,11
59612,"marianne","maRjan",2323,8
59613,"mariannes","maRjan",84,9
