,word,freq,len,pron,phlen
6941,loggia,3.85,6,lOdZja,6
6942,logique,25.0,7,loZik,5
6943,logiquement,3.24,11,loZik°m@,8
6944,logis,12.84,5,loZi,4
6945,loi,72.3,3,lwa,3
6946,loin,452.36,4,lw5,3
6947,lointain,105.41,8,lw5t5,5
6948,loir,1.62,4,lwaR,4
6949,loisir,20.81,6,lwaziR,6
6950,long,616.21,4,l&,2
6951,longe,1.35,5,l&Z,3
6952,longer,34.32,6,l&Ze,4
6953,longtemps,335.54,9,l&t@,4
6954,longue,15.95,6,l&g,3
6955,longuement,58.45,10,l&g°m@,6
6956,longueur,28.45,8,l&g9R,5
6957,look,1.96,4,luk,3
6958,lope,1.69,4,lOp,3
6959,loquace,2.43,7,lokas,5
6960,loque,9.66,5,lOk,3
6961,loquedu,2.5,7,lOk°dy,6
6962,loquet,4.39,6,lokE,4
6963,loqueteux,1.89,9,lOk°t2,6
6964,lord,7.57,4,lORd,4
6965,lorgner,7.09,7,lORNe,5
6966,lorgnette,2.09,9,lORNEt,6
6967,lorgnon,5.41,7,lORN&,5
6968,loriot,2.36,6,loRjo,5
6970,lors,70.27,4,lOR,3
6971,lorsque,207.09,7,lORsk°,6
6972,los,2.77,3,lo,2
6973,losange,3.92,7,loz@Z,5
6974,lot,17.16,3,lo,2
6975,loterie,4.86,7,lOt°Ri,6
6976,loti,1.22,4,loti,4
6977,lotissement,1.01,11,lotis°m@,8
6978,loto,1.35,4,loto,4
6979,lotus,1.08,5,lotys,5
6980,louable,1.89,7,lwabl,5
6981,louange,6.35,7,lw@Z,4
6982,loubard,3.04,7,lubaR,5
6983,louche,13.17,6,luS,3
6984,loucher,6.35,7,luSe,4
6985,louer,29.46,5,lwe,3
6986,loueur,1.62,6,lw9R,4
6987,louf,1.55,4,luf,3
6988,loufiat,6.76,7,lufja,5
6989,louis,5.07,5,lwi,3
6990,loukoum,2.57,7,lukum,5
6991,loulou,19.32,6,lulu,4
6992,loup,44.39,4,lu,2
6993,loupe,5.47,5,lup,3
6994,louper,9.46,6,lupe,4
6995,loupiote,1.01,8,lupjOt,6
6996,lourd,167.23,5,luR,3
6997,lourdement,14.66,10,luRd°m@,7
6998,lourder,1.69,7,luRde,5
6999,lourdeur,5.47,8,luRd9R,6
7000,loustic,1.49,7,lustik,6
7001,loutre,1.62,6,lutR,4
7002,louvet,2.91,6,luvE,4
7003,louveteau,2.36,9,luv°to,6
7004,louvoyer,2.97,8,luvwaje,7
7005,lover,7.03,5,love,4
7006,loyal,7.36,5,lwajal,6
7007,loyalement,1.42,10,lwajal°m@,9
7008,loyalisme,1.15,9,lwajalizm,9
7009,loyer,6.49,5,lwaje,5
7010,lu,3.11,2,ly,2
7011,lubie,2.77,5,lybi,4
7012,lubrique,3.31,8,lybRik,6
7013,lucarne,10.0,7,lykaRn,6
7014,lucide,12.43,6,lysid,5
7015,luciole,2.3,7,lysjOl,6
7016,luette,1.28,6,l8Et,4
7017,lueur,64.19,5,l89R,4
7018,luge,1.55,4,lyZ,3
7019,lugubre,10.41,7,lygybR,6
7020,lui,4225.14,3,l8i,3
7021,luire,37.43,5,l8iR,4
7023,luisant,31.15,7,l8iz@,5
7025,lumineux,39.46,8,lymin2,6
7026,lunaire,4.66,7,lynER,5
7027,lunatique,1.15,9,lynatik,7
7028,lunch,1.22,5,l9ntS,5
7029,lundi,24.46,5,l1di,4
7030,lune,66.69,4,lyn,3
7031,lunette,75.27,7,lynEt,5
7034,lustre,15.14,6,lystR,5
7035,lustrer,2.43,7,lystRe,6
7036,lut,1.89,3,ly,2
7037,luth,1.62,4,lyt,3
7038,lutin,1.01,5,lyt5,4
7039,lutiner,1.15,7,lytine,6
7041,lutte,41.82,5,lyt,3
7042,lutter,48.78,6,lyte,4
7043,lutteur,3.78,7,lyt9R,5
7044,luxe,38.85,4,lyks,4
7045,luxueux,7.43,7,lyks82,6
7046,luxure,2.3,6,lyksyR,6
7047,luxuriant,1.62,9,lyksyRj@,8
7048,luzerne,3.04,7,lyzERn,6
7049,lynx,1.22,4,l5ks,4
7050,lyonnais,1.01,8,ljonE,5
7051,lyre,1.42,4,liR,3
7052,lyrique,5.2,7,liRik,5
7053,lyrisme,3.11,7,liRizm,6
7054,lys,3.38,3,lis,3
7056,ma,1667.16,2,ma,2
7057,maboul,1.35,6,mabul,5
7058,mac,1.82,3,mak,3
7059,macabre,3.51,7,makabR,6
7060,macadam,4.53,7,makadam,7
7061,macaron,1.35,7,makaR&,6
7062,macaroni,2.43,8,makaRoni,8
7063,machette,1.35,8,maSEt,5
7064,machin,14.32,6,maS5,4
7065,machinal,6.01,8,maSinal,7
7066,machinalement,22.77,13,maSinal°m@,10
7067,machination,2.16,11,maSinasj&,9
7068,machine,85.0,7,maSin,5
7069,machinerie,2.97,10,maSin°Ri,8
7070,machiniste,1.15,10,maSinist,8
7071,maculer,7.7,7,makyle,6
7072,madame,203.45,6,madam,5
7073,madeleine,1.89,9,mad°lEn,7
7074,mademoiselle,62.36,12,mad°mwazEl,10
7075,madone,5.14,6,madOn,5
7076,madras,1.49,6,madRas,6
7078,madrigal,1.28,8,madRigal,8
7079,mafia,2.97,5,mafja,5
7080,magasin,65.54,7,magaz5,6
7081,magasinier,1.15,10,magazinje,9
7082,magazine,16.15,8,magazin,7
7083,mage,2.57,4,maZ,3
7084,magicien,4.05,8,maZisj5,7
7085,magie,15.2,5,maZi,4
7086,magique,25.88,7,maZik,5
7087,magiquement,1.35,11,maZik°m@,8
7088,magister,1.08,8,maZistER,8
7089,magistral,3.72,9,maZistRal,9
7090,magistrat,6.01,9,maZistRa,8
7091,magma,3.45,5,magma,5
7092,magnanime,2.09,9,maNanim,7
7093,magnat,1.42,6,magna,5
7094,magner,2.23,6,maNe,4
7095,magnificence,1.96,12,maNifis@s,9
7096,magnifier,2.43,9,maNifje,7
7097,magnifique,27.7,10,maNifik,7
7098,magnifiquement,2.77,14,maNifik°m@,10
7099,magnolia,3.04,8,maNolja,7
7100,magnum,1.76,6,magnOm,6
7101,magot,4.39,5,mago,4
7102,magouille,1.35,9,maguj,5
7103,mahousse,1.35,8,maus,4
7104,mai,45.88,3,mE,2
7106,maigre,67.7,6,mEgR,4
7107,maigrelet,1.01,9,mEgR°lE,7
7108,maigreur,3.99,8,mEgR9R,6
7109,maigrichon,2.3,10,megRiS&,7
7110,maigrir,8.99,7,megRiR,6
7111,mail,1.62,4,mEjl,4
7112,maille,9.66,6,maj,3
7113,maillet,2.16,7,majE,4
7114,maillon,3.18,7,maj&,4
7115,maillot,18.99,7,majo,4
7116,main,1229.39,4,m5,2
7117,mainmise,1.42,8,m5miz,5
7118,mainte,1.22,6,m5t,3
7119,maintenant,496.76,10,m5t°n@,6
7120,maintenir,98.51,9,m5t°niR,7
7121,maintes,9.86,7,m5t,3
7122,maintien,10.14,8,m5tj5,5
7123,maints,4.39,6,m5,2
7124,maire,13.85,5,mER,3
7125,mairie,15.95,6,meRi,4
7126,mais,4465.27,4,mE,2
7127,maison,575.34,6,mEz&,4
7128,maisonnette,7.97,11,mEzonEt,7
7129,majestueusement,1.22,15,maZEst82z°m@,12
7130,majestueux,11.08,10,maZEst82,8
7131,majeur,14.59,6,maZ9R,5
7132,major,8.38,5,maZOR,5
7133,majordome,1.42,9,maZoRdOm,8
7134,majuscule,4.53,9,maZyskyl,8
7135,mal,360.88,3,mal,3
7136,malabar,1.28,7,malabaR,7
7137,malade,117.1,6,malad,5
7138,maladie,60.68,7,maladi,6
7139,maladif,5.14,7,maladif,7
7140,maladresse,9.73,10,maladREs,8
7141,maladroit,20.2,9,maladRwa,8
7142,maladroitement,9.59,14,maladRwat°m@,12
7143,malaga,1.28,6,malaga,6
7144,malaise,26.56,7,malEz,5
7145,malaxer,1.89,7,malakse,7
7146,malchance,4.8,9,malS@s,6
7147,malchanceux,1.42,11,malS@s2,7
7148,maldonne,1.15,8,maldOn,6
7149,malencontreux,1.08,13,mal@k&tR2,9
7150,malentendu,10.2,10,mal@t@dy,8
7151,malfaisance,1.08,11,malf°z@s,8
7152,malfaisant,3.38,10,malf°z@,7
7153,malfaiteur,3.24,10,malfEt9R,8
7154,malfrat,4.73,7,malfRa,6
7155,malhabile,3.24,9,malabil,7
7156,malheur,92.64,7,mal9R,5
7157,malheureusement,21.08,15,mal2R2z°m@,10
7158,malheureux,77.16,10,mal2R2,6
7159,malice,10.95,6,malis,5
7160,malicieux,4.39,9,malisj2,7
7161,malin,28.38,5,mal5,4
7162,malingre,3.78,8,mal5gR,6
7163,malle,15.14,5,mal,3
7164,mallette,6.62,8,malEt,5
7165,malmener,3.72,8,malm°ne,7
7166,malodorant,2.3,10,malodoR@,8
7167,malotru,1.01,7,malotRy,7
7168,malpropre,2.77,9,malpROpR,8
7169,malsain,9.05,7,mals5,5
7170,maltraiter,4.12,10,maltRete,8
7171,malveillance,3.85,12,malvEj@s,8
7172,malveillant,2.23,11,malvEj@,7
7173,maman,144.39,5,mam@,4
7174,mambo,1.62,5,m@bo,4
7175,mamelle,3.72,7,mamEl,5
7176,mamelon,7.16,7,mam°l&,6
7178,mamie,2.3,5,mami,4
7179,mammouth,8.18,8,mamut,5
7180,man,6.82,3,m@,2
7181,manager,2.57,7,manadZ9R,8
7182,manant,1.22,6,man@,4
7183,manche,59.39,6,m@S,3
7184,manchette,6.22,9,m@SEt,5
7185,manchon,1.76,7,m@S&,4
7186,manchot,3.44,7,m@So,4
7187,mandarin,1.82,8,m@daR5,6
7188,mandarine,4.53,9,m@daRin,7
7189,mandat,14.32,6,m@da,4
7190,mandataire,2.9,10,m@datER,7
7191,mander,3.31,6,m@de,4
7192,mandibule,2.36,9,m@dibyl,7
7193,mandoline,1.15,9,m@dolin,7
7195,mandragore,1.69,10,m@dRagOR,8
7196,manette,2.64,7,manEt,5
7197,mangeaille,1.28,10,m@Zaj,5
7198,mangeoire,1.08,9,m@ZwaR,6
7199,manger,284.66,6,m@Ze,4
7200,mangeur,3.04,7,m@Z9R,5
7201,mangue,2.09,6,m@g,3
7202,manguier,1.42,8,m@gje,5
7203,maniaque,10.27,8,manjak,6
7204,manie,18.38,5,mani,4
7205,maniement,3.72,9,manim@,6
7206,manier,16.22,6,manje,5
7207,manif,2.16,5,manif,5
7208,manifestant,2.3,11,manifEst@,9
7209,manifestation,17.16,13,manifEstasj&,12
7210,manifeste,5.54,9,manifEst,8
7211,manifestement,6.76,13,manifEst°m@,11
7212,manifester,38.04,10,manifEste,9
7213,manigance,1.62,9,manig@s,7
7214,manigancer,1.35,10,manig@se,8
7215,manipulation,2.16,12,manipylasj&,11
7216,manipuler,6.01,9,manipyle,8
7217,manivelle,31.96,9,manivEl,7
7218,manne,1.35,5,man,3
7219,mannequin,10.68,9,man°k5,6
7220,manoeuvre,26.42,9,man9vR,6
7221,manoeuvrer,13.78,10,man9vRe,7
7222,manoir,9.59,6,manwaR,6
7223,manquant,2.23,8,m@k@,4
7224,manque,37.23,6,m@k,3
7225,manquement,1.55,10,m@k°m@,6
7226,manquer,197.64,7,m@ke,4
7227,mansarde,5.2,8,m@saRd,6
7228,mante,1.69,5,m@t,3
7229,manteau,68.11,7,m@to,4
7230,mantille,1.35,8,m@tij,5
7231,manucure,1.55,8,manykyR,7
7232,manuel,12.03,6,man8El,6
7233,manufacture,2.03,11,manyfaktyR,10
7234,manuscrit,20.0,9,manyskRi,8
7235,mappemonde,1.76,10,map°m&d,7
7236,maquer,1.35,6,make,4
7237,maquereau,7.16,9,mak°Ro,6
7238,maquette,3.92,8,makEt,5
7239,maquignon,2.57,9,makiN&,6
7240,maquillage,11.62,10,makijaZ,7
7241,maquiller,15.81,9,makije,6
7242,maquis,16.01,6,maki,4
7243,maquisard,5.81,9,makizaR,7
7244,marabout,1.28,8,maRabu,6
7245,marais,10.68,6,maRE,4
7246,marasme,1.01,7,maRasm,6
7247,marathon,1.28,8,maRat&,6
7248,maraud,2.09,6,maRo,4
7249,maraudeur,1.49,9,maRod9R,7
7250,marbre,43.04,6,maRbR,5
7252,marc,3.38,4,maR,3
7253,marchand,54.93,8,maRS@,5
7254,marchandage,2.5,11,maRS@daZ,8
7255,marchander,3.18,10,maRS@de,7
7256,marchandise,15.81,11,maRS@diz,8
7257,marchant,2.36,8,maRS@,5
7258,marche,152.97,6,maRS,4
7259,marchepied,5.54,10,maRS°pje,8
7260,marcher,325.61,7,maRSe,5
7261,marcheur,1.96,8,maRS9R,6
7262,mardi,16.28,5,maRdi,5
7263,mare,13.04,4,maR,3
7264,marelle,2.23,7,maREl,5
7265,margarine,1.35,9,maRgaRin,8
7267,marge,14.86,5,maRZ,4
7268,margelle,2.09,8,maRZEl,6
7269,marginal,3.31,8,maRZinal,8
7270,marguerite,2.97,10,maRg°Rit,8
7271,mari,124.26,4,maRi,4
7272,mariage,78.72,7,maRjaZ,6
7273,marier,65.07,6,maRje,5
7274,marigot,1.69,7,maRigo,6
7275,marin,46.15,5,maR5,4
7276,marine,33.11,6,maRin,5
7277,mariner,2.84,7,maRine,6
7278,marinier,1.49,8,maRinje,7
7279,marionnette,5.95,11,maRjonEt,8
7280,maritime,6.22,8,maRitim,7
7281,mark,1.76,4,maRk,4
7283,marmaille,4.26,9,maRmaj,6
7284,marmelade,2.91,9,maRm°lad,8
7285,marmite,14.66,7,maRmit,6
7286,marmiton,1.15,8,maRmit&,7
7287,marmonner,13.51,9,maRmone,7
7288,marmot,2.36,6,maRmo,5
7289,marmotte,1.22,8,maRmOt,6
7291,marne,2.84,5,maRn,4
7292,marner,1.15,6,maRne,5
7293,marocain,7.23,8,maRok5,6
7294,maroquin,1.76,8,maRok5,6
7295,maroquinerie,1.15,12,maRokin°Ri,10
7296,marotte,2.09,7,maROt,5
7297,marquant,1.49,8,maRk@,5
7298,marque,37.7,6,maRk,4
7299,marquer,101.08,7,maRke,5
7300,marqueterie,2.09,11,maRkEt°Ri,9
7301,marquis,18.31,7,maRki,5
7302,marraine,8.78,8,maREn,5
7303,marrant,16.41,7,maR@,4
7304,marre,20.68,5,maR,3
7305,marrer,32.57,6,maRe,4
7306,marron,21.08,6,maR&,4
7307,marronnier,9.39,10,maRonje,7
7308,mars,31.42,4,maRs,4
7309,marseillais,3.17,11,maRsEjE,7
7310,marteau,15.61,7,maRto,5
7311,marteler,10.41,8,maRt°le,7
7312,martial,4.26,7,maRsjal,7
7313,martien,1.49,7,maRsj5,6
7314,martinet,2.64,8,maRtinE,7
7315,martingale,1.28,10,maRt5gal,8
7316,martini,2.23,7,maRtini,7
7317,martiniquais,1.69,12,maRtinikE,9
7318,martre,1.22,6,maRtR,5
7319,martyr,8.92,6,maRtiR,6
7320,martyre,6.35,7,maRtiR,6
7321,martyriser,3.38,10,maRtiRize,9
7322,marxisme,3.92,8,maRksizm,8
7323,marxiste,4.06,8,maRksist,8
7324,mas,5.07,3,ma,2
7325,mascarade,2.03,9,maskaRad,8
7326,masculin,11.22,8,maskyl5,7
7327,masochisme,1.01,10,mazoSizm,8
7328,masque,38.65,6,mask,4
7329,masquer,19.12,7,maske,5
7330,massacre,16.49,8,masakR,6
7331,massacrer,14.66,9,masakRe,7
7332,massage,3.18,7,masaZ,5
7333,masse,79.8,5,mas,3
7334,masser,12.84,6,mase,4
7335,masseur,1.69,7,mas9R,5
7336,massif,34.53,6,masif,5
7337,massivement,1.01,11,masiv°m@,8
7338,massue,2.84,6,masy,4
7339,mastic,1.62,6,mastik,6
7340,mastiquer,4.32,9,mastike,7
7341,masturbation,2.03,12,mastyRbasj&,11
7342,masturber,1.69,9,mastyRbe,8
7343,masure,4.32,6,mazyR,5
7344,mat,16.68,3,mat,3
7345,matador,2.03,7,matadOR,7
7346,match,10.0,5,matS,4
7347,matelas,25.95,7,mat°la,6
7349,matelot,6.96,7,mat°lo,6
7350,mater,14.93,5,mate,4
7351,maternel,23.72,8,matERnEl,8
7352,maths,3.38,5,mat,3
7353,matin,396.76,5,mat5,4
7354,matinal,10.74,7,matinal,7
7355,maton,6.08,5,mat&,4
7356,matos,1.55,5,matos,5
7357,matou,4.12,5,matu,4
7358,matraque,5.41,8,matRak,6
7359,matraquer,1.49,9,matRake,7
7360,matrice,2.03,7,matRis,6
7361,matricule,3.38,9,matRikyl,8
7362,matrimonial,1.28,11,matRimonjal,11
7363,matrone,3.72,7,matROn,6
7364,maudire,10.47,7,modiR,5
7365,maudit,20.0,6,modi,4
7366,maure,1.15,5,moR,3
7367,mauresque,2.91,9,moREsk,6
7368,mauser,3.04,6,moz9R,5
7369,maussade,7.97,8,mosad,5
7370,mauvais,206.76,7,movE,4
7371,mauve,22.23,5,mov,3
7372,max,2.3,3,maks,4
7373,maxillaire,1.76,10,maksilER,8
7374,maxime,2.09,6,maksim,6
7375,maximum,17.77,7,maksimOm,8
7376,mayonnaise,3.45,10,majonEz,7
7377,mazout,2.64,6,mazut,5
7378,me,4264.32,2,m2,2
7379,mec,72.3,3,mEk,3
7380,meccano,1.01,7,mekano,6
7381,meeting,6.82,7,mitiG,5
7382,meilleur,125.4,8,mEj9R,5
7383,melon,6.96,5,m°l&,4
7384,membrane,2.97,8,m@bRan,6
7385,membre,64.86,6,m@bR,4
7386,menace,44.12,6,m°nas,5
7387,menacer,52.57,7,m°nase,6
7388,mendiant,11.76,8,m@dj@,5
7389,mendier,6.49,7,m@dje,5
7390,mener,137.7,5,m°ne,4
7391,meneur,3.51,6,m°n9R,5
7392,menotte,7.84,7,m°nOt,5
7393,mensonge,35.41,8,m@s&Z,5
7394,mensonger,1.96,9,m@s&Ze,6
7395,mensuel,2.5,7,m@s8El,6
7397,mental,11.35,6,m@tal,5
7398,mentalement,6.42,11,m@tal°m@,8
7399,menteur,10.14,7,m@t9R,5
7400,menthe,9.53,6,m@t,3
7401,mention,6.01,7,m@sj&,5
7402,mentionner,9.32,10,m@sjone,7
7403,mentir,52.03,6,m@tiR,5
7404,menton,60.0,6,m@t&,4
7405,menu,42.3,4,m°ny,4
7406,menuiserie,1.22,10,m2n8iz°Ri,9
7407,menuisier,4.46,9,m2n8izje,8
7408,mer,257.57,3,mER,3
7409,mercenaire,3.38,10,mERs°nER,8
7410,mercerie,9.32,8,mERs°Ri,7
7411,merci,95.87,5,mERsi,5
7412,mercier,4.26,7,mERsje,6
7413,mercredi,12.64,8,mERkR°di,8
7414,mercure,1.76,7,mERkyR,6
7415,mercurochrome,1.22,13,mERkyRokRom,11
7416,merde,96.62,5,mERd,4
7417,merder,3.58,6,mERde,5
7418,merdeux,4.39,7,mERd2,5
7419,merdier,1.96,7,mERdje,6
7420,merdique,2.16,8,mERdik,6
7421,merguez,2.16,7,mERgEz,6
7422,meringue,1.35,8,m°R5g,5
7423,merisier,1.15,8,m°Rizje,7
7424,merlan,3.78,6,mERl@,5
7425,merle,4.19,5,mERl,4
7426,merveille,33.31,9,mERvEj,6
7427,merveilleux,46.89,11,mERvEj2,7
7428,mes,1023.11,3,me,2
7429,mesquin,6.96,7,mEsk5,5
7430,mesquinerie,1.96,11,mEskin°Ri,9
7431,mess,2.57,4,mEs,3
7432,message,42.57,7,mesaZ,5
7433,messager,6.28,8,mesaZe,6
7434,messe,35.68,5,mEs,3
7435,mesure,132.84,6,m°zyR,5
7436,mesurer,47.3,7,m°zyRe,6
7437,mets,7.97,4,mE,2
7438,metteur,7.7,7,mEt9R,5
7439,mettre,1083.72,6,mEtR,4
7440,meuble,57.1,6,m9bl,4
7441,meubler,10.61,7,m9ble,5
7442,meuf,2.57,4,m9f,3
7443,meuglement,1.35,10,m2gl°m@,7
7444,meugler,1.08,7,m2gle,5
7445,meule,8.38,5,m2l,3
7446,meurtre,15.47,7,m9RtR,5
7447,meurtri,5.0,7,m9RtRi,6
7448,meurtrier,15.47,9,m9RtRije,8
7449,meurtrir,6.35,8,m9RtRiR,7
7450,meurtrissure,1.42,12,m9RtRisyR,9
7451,meute,7.36,5,m2t,3
7452,mexicain,6.48,8,mEksik5,7
7453,mi,5.61,2,mi,2
7454,miam,1.69,4,mjam,4
7455,miaou,1.55,5,mjau,4
7456,miasme,1.28,6,mjasm,5
7457,miaulement,2.57,10,mjol°m@,7
7458,miauler,6.15,7,mjole,5
7459,mica,2.77,4,mika,4
7460,miche,9.8,5,miS,3
7461,micheton,5.41,8,miS°t&,6
7462,micro,8.31,5,mikRo,5
7463,microbe,4.26,7,mikROb,6
7464,microscope,1.62,10,mikRoskOp,9
7465,microscopique,2.23,13,mikRoskopik,11
7466,midi,68.38,4,midi,4
7467,midinette,2.23,9,midinEt,7
7468,mie,5.74,3,mi,2
7469,miel,16.62,4,mjEl,4
7470,mielleux,1.82,8,mjEl2,5
7471,mien,36.08,4,mj5,3
7472,mienne,42.5,6,mjEn,4
7473,miennes,10.67,7,mjEn,4
7474,miens,21.15,5,mj5,3
7475,miette,17.16,6,mjEt,4
7476,mieux,437.37,5,mj2,3
7478,mignon,21.49,6,miN&,4
7479,migraine,6.01,8,migREn,6
7480,migrateur,1.55,9,migRat9R,8
7481,migration,2.64,9,migRasj&,8
7482,mijoter,7.57,7,miZote,6
7483,mil,1.55,3,mil,3
7484,mile,1.28,4,majl,4
7485,milice,4.39,6,milis,5
7486,milicien,8.92,8,milisj5,7
7487,milieu,256.08,6,milj2,5
7488,militaire,115.21,9,militER,7
7489,militairement,1.15,13,militER°m@,10
7490,militant,15.0,8,milit@,6
7491,militer,4.26,7,milite,6
7492,mille,172.77,5,mil,3
7493,milliard,14.39,8,miljaR,6
7494,milliardaire,4.53,12,miljaRdER,9
7495,millier,42.43,7,milje,5
7496,million,54.05,7,milj&,5
7497,millionnaire,1.22,12,miljonER,8
7498,mime,1.08,4,mim,3
7499,mimer,9.86,5,mime,4
7500,mimique,6.22,7,mimik,5
7501,mimosa,2.91,6,mimoza,6
7502,min,1.08,3,min,3
7503,minable,15.27,7,minabl,6
7504,minaret,1.96,7,minaRE,6
7505,minauder,3.38,8,minode,6
7506,mince,81.35,5,m5s,3
7507,minceur,2.36,7,m5s9R,5
7508,mine,65.88,4,min,3
7509,miner,10.47,5,mine,4
7510,minerai,1.01,7,min°RE,6
7511,minet,6.42,5,minE,4
7512,mineur,18.58,6,min9R,5
7513,mini,1.01,4,mini,4
7514,miniature,10.07,9,minjatyR,8
7515,minier,1.42,6,minje,5
7516,minime,2.84,6,minim,5
7517,minimiser,2.57,9,minimize,8
7518,minimum,13.58,7,minimOm,7
7519,ministre,81.15,8,ministR,7
7520,minois,1.55,6,minwa,5
7521,minot,1.35,5,mino,4
7522,minou,1.55,5,minu,4
7523,minuit,29.86,6,min8i,5
7524,minus,2.5,5,minys,5
7525,minuscule,64.52,9,minyskyl,8
7526,minute,201.42,6,minyt,5
7527,minuter,1.69,7,minyte,6
7528,minuterie,2.36,9,minyt°Ri,8
7529,minutie,3.58,7,minysi,6
7530,minutieusement,4.73,14,minysj2z°m@,11
7531,minutieux,7.03,9,minysj2,7
7532,mioche,2.3,6,mjOS,4
7534,miracle,42.16,7,miRakl,6
7535,miraculeusement,4.53,15,miRakyl2z°m@,12
7536,miraculeux,9.26,10,miRakyl2,8
7537,mirador,4.73,7,miRadOR,7
7538,mirage,10.07,6,miRaZ,5
7539,mire,2.16,4,miR,3
7540,mirer,2.57,5,miRe,4
7542,mirifique,1.08,9,miRifik,7
7543,mirliton,1.15,8,miRlit&,7
7544,mirobolant,1.42,10,miRobol@,8
7545,miroir,63.99,6,miRwaR,6
7546,miroitant,3.51,9,miRwat@,7
7547,miroitement,2.43,11,miRwat°m@,9
7548,miroiter,5.74,8,miRwate,7
7549,mironton,1.08,8,miR&t&,6
7550,mis,12.5,3,mi,2
7551,mise,43.04,4,miz,3
7552,miser,3.78,5,mize,4
7553,misogynie,1.01,9,mizoZini,8
7554,miss,9.86,4,mis,3
7555,missel,3.38,6,misEl,5
7556,mission,48.45,7,misj&,5
7557,missionnaire,2.16,12,misjonER,8
7558,missive,2.97,7,misiv,5
7559,mister,1.22,6,mist9R,6
7560,mistral,2.03,7,mistRal,7
7561,mitan,3.58,5,mit@,4
7562,mitard,4.32,6,mitaR,5
7563,mite,2.23,4,mit,3
7564,miteux,5.94,6,mit2,4
7565,mitonner,2.7,8,mitone,6
7566,mitoyen,1.55,7,mitwaj5,7
7568,mitraille,3.18,9,mitRaj,6
7569,mitrailler,3.85,10,mitRaje,7
7570,mitraillette,11.35,12,mitRajEt,8
7571,mitrailleur,15.47,11,mitRaj9R,8
7572,mitre,1.96,5,mitR,4
7573,mitron,3.58,6,mitR&,5
7574,mixte,3.45,5,mikst,5
7575,mixture,1.62,7,mikstyR,7
7578,mme,33.24,3,madam,5
7579,mobile,15.48,6,mobil,5
7580,mobilier,5.74,8,mobilje,7
7581,mobilisation,4.39,12,mobilizasj&,11
7582,mobiliser,9.39,9,mobilize,8
7583,mobylette,2.09,9,mobilEt,7
7584,mocassin,2.5,8,mokas5,6
7585,moche,17.77,5,mOS,3
7586,mode,51.69,4,mOd,3
7587,modeler,8.24,7,mod°le,6
7588,moderne,36.62,7,modERn,6
7589,moderniser,1.69,10,modERnize,9
7590,modernisme,1.15,10,modERnizm,9
7591,modeste,31.69,7,modEst,6
7592,modestement,4.39,11,modEst°m@,9
7593,modestie,10.34,8,modEsti,7
7594,modification,4.26,12,modifikasj&,11
7595,modifier,18.85,8,modifje,7
7596,modiste,1.55,7,modist,6
7597,modulation,2.36,10,modylasj&,9
7598,moduler,4.19,7,modyle,6
7599,moelle,6.15,6,mwal,4
7600,moelleux,6.22,8,mwal2,5
7602,moeurs,21.08,6,m9Rs,4
7603,moi,1880.95,3,mwa,3
7604,moignon,4.05,7,mwaN&,5
7605,moindre,130.27,7,mw5dR,5
7606,moine,34.73,5,mwan,4
7607,moineau,8.38,7,mwano,5
7608,moins,735.21,5,mw5,3
7609,moire,1.76,5,mwaR,4
7610,mois,304.86,4,mwa,3
7611,moisi,7.77,5,mwazi,5
7612,moisir,5.0,6,mwaziR,6
7613,moisissure,3.78,10,mwazisyR,8
7614,moisson,7.91,7,mwas&,5
7615,moissonner,1.01,10,mwasone,7
7616,moissonneur,1.22,11,mwason9R,8
7617,moite,15.14,5,mwat,4
7618,moiteur,4.93,7,mwat9R,6
7619,moka,1.89,4,moka,4
7620,mol,1.28,3,mOl,3
7621,molaire,1.76,7,molER,5
7622,moleskine,3.31,9,molEskin,8
7623,molette,1.01,7,molEt,5
7624,mollard,1.82,7,molaR,5
7625,mollement,11.55,9,mOl°m@,6
7626,mollesse,6.42,8,molEs,5
7627,mollet,14.93,6,molE,4
7628,mollir,2.57,6,moliR,5
7629,mollo,2.3,5,molo,4
7630,mollusque,1.22,9,molysk,6
7631,molosse,1.76,7,molOs,5
7632,moment,688.24,6,mom@,4
7633,momifier,1.55,8,momifje,7
7634,mon,2307.97,3,m&,2
7636,monarchie,4.86,9,monaRSi,7
7637,monarchiste,1.28,11,monaRSist,9
7638,monarque,1.96,8,monaRk,6
7639,monastique,1.08,10,monastik,8
7640,monceau,7.84,7,m&so,4
7641,mondain,15.33,7,m&d5,4
7642,monde,741.35,5,m&d,3
7643,mondial,16.35,7,m&djal,6
7644,mongol,5.61,6,m&gOl,5
7645,mongolien,1.01,9,m&golj5,7
7646,moniteur,5.61,8,monit9R,7
7647,monnaie,28.99,7,monE,4
7648,monnayer,1.49,8,moneje,6
7649,monocle,4.05,7,monOkl,6
7650,monocorde,2.57,9,monokORd,8
7651,monologue,6.28,9,monolOg,7
7652,monologuer,1.01,10,monologe,8
7653,monopole,3.11,8,monopOl,7
7655,monotone,15.47,8,monotOn,7
7656,monotonie,4.93,9,monotoni,8
7657,monseigneur,5.34,11,m&sEN9R,7
7658,monsieur,324.86,8,m°sj2,5
7659,monstre,30.68,7,m&stR,5
7660,monstrueusement,1.69,15,m&stRy2z°m@,11
7661,monstrueux,20.88,10,m&stRy2,7
