id,word,freq,len,,,
10904,instants,0.0392,8,,,
10905,instead,64.0784,7,,,
10906,instep,0.2941,6,,,
10907,insteps,0.0196,7,,,
10908,instil,0.0196,6,,,
10909,instilled,0.3137,9,,,
10910,instils,0.0196,7,,,
10911,instinct,7.0784,8,,,
10912,instincts,8.2941,9,,,
10913,instruct,1.4706,8,,,
10914,instructs,0.098,9,,,
10915,insult,12.2353,6,,,
10916,insults,2.9019999999999997,7,,,
10917,insure,1.0,6,,,
10918,insured,2.4118,7,,,
10919,insures,0.1569,7,,,
10920,intact,6.2745,6,,,
10921,intake,1.2353,6,,,
10922,intend,23.1373,6,,,
10923,intends,2.0392,7,,,
10924,intense,9.902000000000001,7,,,
10925,intent,5.5098,6,,,
10926,intents,0.6471,7,,,
10927,inter,0.2941,5,,,
10928,interest,50.6471,8,,,
10929,interests,13.2157,9,,,
10930,intern,4.3922,6,,,
10931,interned,0.3137,8,,,
10932,interred,0.1765,8,,,
10933,into,836.4902,4,,,
10934,intone,0.0196,6,,,
10935,intoned,0.0588,7,,,
10936,intrigue,1.4314,8,,,
10937,intrigued,1.6667,9,,,
10938,intrigues,0.2941,9,,,
10939,intro,1.7647,5,,,
10940,intros,0.0784,6,,,
10941,intrude,2.5098,7,,,
10942,intrudes,0.0196,8,,,
10943,inure,0.0196,5,,,
10944,inured,0.0588,6,,,
10945,invade,3.0196,6,,,
10946,invades,0.3333,7,,,
10947,invent,4.4706,6,,,
10948,invents,0.8431,7,,,
10949,inverse,0.2549,7,,,
10950,invert,0.1176,6,,,
10951,inverts,0.0392,7,,,
10952,invest,4.5294,6,,,
10953,invests,0.098,7,,,
10954,invite,27.901999999999997,6,,,
10955,invites,2.0784,7,,,
10956,invoice,0.9608,7,,,
10957,invoiced,0.0196,8,,,
10958,invoke,0.9804,6,,,
10959,invoked,0.5294,7,,,
10960,invokes,0.0784,7,,,
10961,involve,6.4314,7,,,
10962,involved,67.4706,8,,,
10963,involves,4.9412,8,,,
10964,inward,0.7059,6,,,
10965,inwards,0.098,7,,,
10966,ion,0.3725,3,,,
10967,ions,0.2157,4,,,
10968,iraq,0.0588,4,,,
10969,irate,0.5882,5,,,
10970,ire,0.2745,3,,,
10971,irk,0.098,3,,,
10972,irked,0.0784,5,,,
10973,irks,0.0588,4,,,
10974,irksome,0.1765,7,,,
10975,iron,16.3529,4,,,
10976,ironed,0.9608,6,,,
10977,irons,1.8235,5,,,
10978,is,8254.6863,2,,,
10979,islam,0.0588,5,,,
10980,island,38.9608,6,,,
10981,islands,4.3333,7,,,
10982,isle,1.0,4,,,
10983,isles,0.1961,5,,,
10984,ism,0.2353,3,,,
10985,isms,0.0588,4,,,
10986,isso,0.0196,4,,,
10987,issue,33.7647,5,,,
10988,issued,5.4510000000000005,6,,,
10989,issues,18.549,6,,,
10990,isthmus,0.098,7,,,
10991,it,13433.1176,2,,,
10992,itch,4.1373,4,,,
10993,itched,0.1373,6,,,
10994,itches,1.0979999999999999,6,,,
10995,itching,2.1961,7,,,
10996,itchy,2.0784,5,,,
10997,item,10.2157,4,,,
10998,items,6.6275,5,,,
10999,ites,0.0196,4,,,
11000,its,159.5882,3,,,
11001,itself,39.6667,6,,,
11002,itters,0.0392,6,,,
11003,ivy,1.4314,3,,,
11004,jab,2.4314,3,,,
11005,jabbed,0.1569,6,,,
11006,jabber,0.4706,6,,,
11007,jabbered,0.0196,8,,,
11008,jabbing,0.2549,7,,,
11009,jabs,0.4314,4,,,
11010,jack,7.1373,4,,,
11011,jackal,0.7059,6,,,
11012,jackals,0.6275,7,,,
11013,jackass,5.5489999999999995,7,,,
11014,jackboot,0.0196,8,,,
11015,jackboots,0.0588,9,,,
11016,jackdaw,0.0196,7,,,
11017,jacket,32.6863,6,,,
11018,jackets,2.7843,7,,,
11019,jackpot,2.6667,7,,,
11020,jackpots,0.0588,8,,,
11021,jacks,1.9608,5,,,
11022,jade,1.9216,4,,,
11023,jaded,0.7843,5,,,
11024,jag,0.3137,3,,,
11025,jage,0.0196,4,,,
11026,jagged,0.4706,6,,,
11027,jags,0.0784,4,,,
11028,jaguar,0.5686,6,,,
11029,jaguars,0.0784,7,,,
11030,jailbird,0.4706,8,,,
11031,jailbirds,0.1765,9,,,
11032,jailer,0.6863,6,,,
11033,jailers,0.1176,7,,,
11034,jailing,0.0196,7,,,
11035,jakes,0.0196,5,,,
11036,jall,0.098,4,,,
11037,jam,11.6078,3,,,
11038,jamb,0.0392,4,,,
11039,jammed,7.0784,6,,,
11040,jamming,1.6078,7,,,
11041,jammy,0.1176,5,,,
11042,jams,1.1373,4,,,
11043,jane,0.8824,4,,,
11044,jangle,0.2745,6,,,
11045,jangled,0.0196,7,,,
11046,jangles,0.0196,7,,,
11047,jangling,0.1765,8,,,
11048,japan,0.0784,5,,,
11049,jape,0.0784,4,,,
11050,jar,8.097999999999999,3,,,
11051,jargon,0.6078,6,,,
11052,jarred,0.1569,6,,,
11053,jarring,0.1961,7,,,
11054,jars,1.8824,4,,,
11055,jasmine,0.6275,7,,,
11056,jasper,0.0588,6,,,
11057,jaundice,0.2353,8,,,
11058,jaundiced,0.2157,9,,,
11059,jaunt,0.3725,5,,,
11060,jaunts,0.0588,6,,,
11061,jaunty,0.1569,6,,,
11062,java,0.8627,4,,,
11063,javelin,0.3529,7,,,
11064,javelins,0.0196,8,,,
11065,jaw,6.8235,3,,,
11066,jawbone,0.3725,7,,,
11067,jawbones,0.0196,8,,,
11068,jawed,0.098,5,,,
11069,jaws,1.3333,4,,,
11070,jay,0.2549,3,,,
11071,jays,0.0784,4,,,
11072,jazz,7.9608,4,,,
11073,jazzed,0.7059,6,,,
11074,jazzy,0.2941,5,,,
11075,jealous,35.3725,7,,,
11076,jean,0.4314,4,,,
11077,jeans,5.9804,5,,,
11078,jeep,7.5686,4,,,
11079,jeeps,0.5489999999999999,5,,,
11080,jeer,0.0588,4,,,
11081,jeered,0.0784,6,,,
11082,jeering,0.3333,7,,,
11083,jeers,0.1373,5,,,
11084,jeff,0.0588,4,,,
11085,jejune,0.1176,6,,,
11086,jellied,0.0392,7,,,
11087,jellies,0.3137,7,,,
11088,jello,0.1765,5,,,
11089,jelly,5.7647,5,,,
11090,jeme,0.0196,4,,,
11091,jenny,0.1373,5,,,
11092,jerk,30.0196,4,,,
11093,jerked,0.8235,6,,,
11094,jerkin,0.3333,6,,,
11095,jerking,2.1569,7,,,
11096,jerks,3.9804,5,,,
11097,jerky,2.0588,5,,,
11098,jerry,1.0,5,,,
11099,jersey,2.0784,6,,,
11100,jerseys,0.3725,7,,,
11101,jest,1.2549,4,,,
11102,jester,1.7647,6,,,
11103,jesters,0.3137,7,,,
11104,jesting,0.1176,7,,,
11105,jests,0.1765,5,,,
11106,jet,11.0784,3,,,
11107,jets,3.1569,4,,,
11108,jetsam,0.0392,6,,,
11109,jetted,0.0588,6,,,
11110,jetties,0.0196,7,,,
11111,jetting,0.098,7,,,
11112,jetty,0.2157,5,,,
11113,jew,0.3725,3,,,
11114,jewel,4.2353,5,,,
11115,jewelled,0.1176,8,,,
11116,jewels,6.7255,6,,,
11117,jewish,0.3529,6,,,
11118,jews,0.3333,4,,,
11119,jib,0.6471,3,,,
11120,jibs,0.0784,4,,,
11121,jiffy,1.3529,5,,,
11122,jig,1.5686,3,,,
11123,jigger,0.1373,6,,,
11124,jiggered,0.0196,8,,,
11125,jigging,0.0196,7,,,
11126,jiggle,1.0,6,,,
11127,jiggled,0.098,7,,,
11128,jiggles,0.0588,7,,,
11129,jiggling,0.5686,8,,,
11130,jigs,0.2157,4,,,
11131,jigsaw,0.8431,6,,,
11132,jigsaws,0.0196,7,,,
11133,jihad,0.2549,5,,,
11134,jilt,0.0392,4,,,
11135,jilted,0.451,6,,,
11136,jim,0.2941,3,,,
11137,jimmy,0.7255,5,,,
11138,jingle,2.7647,6,,,
11139,jingled,0.0392,7,,,
11140,jingles,0.4902,7,,,
11141,jingling,0.5686,8,,,
11142,jingo,0.0588,5,,,
11143,jinks,0.2353,5,,,
11144,jinx,2.1961,4,,,
11145,jinxed,0.5489999999999999,6,,,
11146,jire,0.0784,4,,,
11147,jitney,0.1176,6,,,
11148,jitters,1.2353,7,,,
11149,jive,1.5098,4,,,
11150,jived,0.0196,5,,,
11151,jives,0.0588,5,,,
11152,jiving,0.2353,6,,,
11153,job,408.8824,3,,,
11154,jobbed,0.0196,6,,,
11155,jobber,0.0196,6,,,
11156,jobless,0.3333,7,,,
11157,jobs,26.4706,4,,,
11158,jockey,4.4118,6,,,
11159,jockeyed,0.0392,8,,,
11160,jockeys,0.7059,7,,,
11161,jockstrap,0.4314,9,,,
11162,jockstraps,0.098,10,,,
11163,jocose,0.0784,6,,,
11164,jocund,0.0784,6,,,
11165,jodhpurs,0.098,8,,,
11166,jog,2.1569,3,,,
11167,jogged,0.1373,6,,,
11168,jogger,0.3922,6,,,
11169,joggers,0.1373,7,,,
11170,jogging,2.2549,7,,,
11171,joggle,0.0196,6,,,
11172,joggled,0.0196,7,,,
11173,jogs,0.3137,4,,,
11174,john,3.5294,4,,,
11175,johnnies,0.0392,8,,,
11176,johnny,0.2745,6,,,
11177,johns,0.7843,5,,,
11178,join,74.45100000000001,4,,,
11179,joined,16.1765,6,,,
11180,joiner,0.2549,6,,,
11181,joining,11.5686,7,,,
11182,joins,1.6078,5,,,
11183,joint,25.3137,5,,,
11184,jointed,0.0196,7,,,
11185,jointly,0.2157,7,,,
11186,joints,3.7255,6,,,
11187,joist,0.0588,5,,,
11188,joists,0.2549,6,,,
11189,jok,0.0588,3,,,
11190,joke,71.54899999999999,4,,,
11191,joked,0.4118,5,,,
11192,joker,2.5882,5,,,
11193,jokers,1.0196,6,,,
11194,jokes,19.8824,5,,,
11195,joking,18.0784,6,,,
11196,jollier,0.0588,7,,,
11197,jollies,0.3529,7,,,
11198,jolly,5.7059,5,,,
11199,jolt,1.3333,4,,,
11200,jolted,0.1569,6,,,
11201,jolting,0.0392,7,,,
11202,jolts,0.098,5,,,
11203,jones,0.2353,5,,,
11204,jonquil,0.0196,7,,,
11205,josh,0.2157,4,,,
11206,joshed,0.0196,6,,,
11207,joshing,0.3529,7,,,
11208,joss,0.0588,4,,,
11209,joster,0.0196,6,,,
11210,jostle,0.098,6,,,
11211,jostled,0.098,7,,,
11212,jostling,0.0588,8,,,
11213,jot,0.6275,3,,,
11214,jotted,0.2745,6,,,
11215,jotting,0.1373,7,,,
11216,jottings,0.0196,8,,,
11217,joules,0.2745,6,,,
11218,journal,5.7647,7,,,
11219,journals,1.6275,8,,,
11220,journey,18.9608,7,,,
11221,journeyed,1.1373,9,,,
11222,journeys,0.5294,8,,,
11223,joust,1.1176,5,,,
11224,jousting,0.3922,8,,,
11225,jousts,0.098,6,,,
11226,jove,0.0196,4,,,
11227,jovial,0.2157,6,,,
11228,jowl,0.0588,4,,,
11229,jowls,0.2353,5,,,
11230,joy,21.4706,3,,,
11231,joyful,1.1765,6,,,
11232,joyless,0.0784,7,,,
11233,joyous,1.2353,6,,,
11234,joyride,0.8431,7,,,
11235,joyrides,0.0196,8,,,
11236,joys,1.2353,4,,,
11237,joystick,0.2941,8,,,
11238,joysticks,0.0588,9,,,
11239,judas,0.0196,5,,,
11240,judge,54.7059,5,,,
11241,judged,3.9608,6,,,
11242,judgement,3.0392,9,,,
11243,judgements,0.2353,10,,,
11244,judges,7.2157,6,,,
11245,judging,6.098,7,,,
11246,judo,0.5098,4,,,
11247,jug,2.3137,3,,,
11248,jugful,0.0196,6,,,
11249,jugged,0.0196,6,,,
11250,juggle,1.3725,6,,,
11251,juggled,0.1373,7,,,
11252,juggler,0.451,7,,,
11253,jugglers,0.1373,8,,,
11254,juggles,0.098,7,,,
11255,juggling,1.5686,8,,,
11256,jugs,0.9412,4,,,
11257,juice,24.8824,5,,,
11258,juiced,0.2549,6,,,
11259,juices,1.0392,6,,,
11260,juicier,0.0784,7,,,
11261,juicy,3.7255,5,,,
11262,juju,0.2549,4,,,
11263,jukebox,2.0784,7,,,
11264,julep,0.2941,5,,,
11265,july,0.3137,4,,,
11266,jumble,0.2549,6,,,
11267,jumbled,0.451,7,,,
11268,jumbo,2.1569,5,,,
11269,jump,55.0196,4,,,
11270,jumped,20.7059,6,,,
11271,jumper,1.9216,6,,,
11272,jumpers,0.4706,7,,,
11273,jumping,12.5098,7,,,
11274,jumps,4.8431,5,,,
11275,jumpy,2.7843,5,,,
11276,jums,0.0588,4,,,
11277,junction,1.2745,8,,,
11278,juncture,0.7647,8,,,
11279,june,0.7451,4,,,
11280,jungle,18.902,6,,,
11281,jungles,0.7059,7,,,
11282,jungly,0.0196,6,,,
11283,junior,11.9216,6,,,
11284,juniors,0.3529,7,,,
11285,junk,14.549000000000001,4,,,
11286,junked,0.0392,6,,,
11287,junket,0.8431,6,,,
11288,junkets,0.098,7,,,
11289,junkie,4.9412,6,,,
11290,junkies,1.8627,7,,,
11291,junking,0.0784,7,,,
11292,junks,0.1176,5,,,
11293,junta,0.1373,5,,,
11294,juntas,0.0196,6,,,
11295,juries,1.2941,6,,,
11296,jurist,0.2549,6,,,
11297,jurists,0.0196,7,,,
11298,juror,1.7647,5,,,
11299,jurors,2.2157,6,,,
11300,jury,40.902,4,,,
11301,just,3799.8431,4,,,
11302,justice,27.2549,7,,,
11303,justly,0.3137,6,,,
11304,justness,0.0196,8,,,
11305,jute,0.1961,4,,,
11306,kaffir,0.1373,6,,,
11307,kaffirs,0.0196,7,,,
11308,kaiser,0.2745,6,,,
11309,kapok,0.0196,5,,,
11310,kappa,0.098,5,,,
11311,kaput,0.6078,5,,,
11312,karma,2.9412,5,,,
11313,karts,0.0196,5,,,
11314,kava,0.0588,4,,,
11315,kayak,0.3137,5,,,
11316,kayaks,0.0392,6,,,
11317,kazoo,0.5882,5,,,
11318,kebab,0.5686,5,,,
11319,kebabs,0.1176,6,,,
11320,keeds,0.0392,5,,,
11321,keel,1.0784,4,,,
11322,keels,0.1176,5,,,
11323,keen,4.098,4,,,
11324,keener,0.098,6,,,
11325,keenest,0.1569,7,,,
11326,keening,0.0196,7,,,
11327,keenly,0.3725,6,,,
11328,keenness,0.0784,8,,,
11329,keep,541.8039,4,,,
11330,keeper,3.549,6,,,
11331,keepers,1.1765,7,,,
11332,keeping,46.9608,7,,,
11333,keeps,49.0392,5,,,
11334,keepsake,0.5882,8,,,
11335,keepsakes,0.098,9,,,
11336,keg,3.1176,3,,,
11337,kegs,0.9412,4,,,
11338,kelp,0.5882,4,,,
11339,kelvin,0.0392,6,,,
11340,ken,0.451,3,,,
11341,kennel,1.0588,6,,,
11342,kennels,0.2941,7,,,
11343,kept,86.7451,4,,,
11344,kerchief,0.3725,8,,,
11345,kerchiefs,0.0196,9,,,
11346,kernel,0.6863,6,,,
11347,kernels,0.1373,7,,,
11348,ketch,0.0392,5,,,
11349,ketches,0.0196,7,,,
11350,ketchup,5.2157,7,,,
11351,kettle,2.5294,6,,,
11352,kettles,0.1765,7,,,
11353,key,81.6667,3,,,
11354,keyboard,1.7255,8,,,
11355,keyboards,0.3725,9,,,
11356,keyed,0.7647,5,,,
11357,keyhole,0.9608,7,,,
11358,keyholes,0.2941,8,,,
11359,keying,0.1765,6,,,
11360,keyless,0.0196,7,,,
11361,keynote,0.5882,7,,,
11362,keynotes,0.0196,8,,,
11363,keys,46.902,4,,,
11364,keystone,0.0588,8,,,
11365,khaki,0.8039,5,,,
11366,kibbutz,0.2157,7,,,
11367,kibosh,0.2941,6,,,
11368,kick,63.4902,4,,,
11369,kickback,0.2941,8,,,
11370,kickbacks,0.3137,9,,,
11371,kicked,29.9412,6,,,
11372,kicker,1.0,6,,,
11373,kickers,0.1373,7,,,
11374,kicking,14.549000000000001,7,,,
11375,kickoff,0.7843,7,,,
11376,kicks,7.8235,5,,,
11377,kid,313.4902,3,,,
11378,kidded,0.2549,6,,,
11379,kidder,0.6667,6,,,
11380,kiddies,1.7451,7,,,
11381,kidding,131.2549,7,,,
11382,kiddy,0.2941,5,,,
11383,kidnap,5.9412,6,,,
11384,kidnapped,15.7647,9,,,
11385,kidnaps,0.3137,7,,,
11386,kidney,8.9608,6,,,
11387,kidneys,3.9608,7,,,
11388,kids,279.4706,4,,,
11389,kike,0.3922,4,,,
11390,kikes,0.2353,5,,,
11391,kill,415.3725,4,,,
11392,killed,284.7647,6,,,
11393,killer,56.7647,6,,,
11394,killers,10.3529,7,,,
11395,killing,72.4314,7,,,
11396,killjoy,0.3333,7,,,
11397,killjoys,0.0196,8,,,
11398,kills,19.1765,5,,,
11399,kiln,0.3725,4,,,
11400,kilo,1.4314,4,,,
11401,kilos,1.8039,5,,,
11402,kilt,0.5882,4,,,
11403,kilts,0.0588,5,,,
11404,kin,3.6275,3,,,
11405,kind,568.0980000000001,4,,,
11406,kinda,37.5098,5,,,
11407,kinder,0.9216,6,,,
11408,kindest,1.2745,7,,,
11409,kindle,0.1176,6,,,
11410,kindled,0.1765,7,,,
11411,kindles,0.0392,7,,,
11412,kindlier,0.0392,8,,,
11413,kindling,0.5686,8,,,
11414,kindly,8.8824,6,,,
11415,kindness,8.6078,8,,,
11416,kindred,0.7647,7,,,
11417,kinds,21.9216,5,,,
11418,kinfolk,0.2549,7,,,
11419,king,65.0784,4,,,
11420,kingdom,13.5882,7,,,
11421,kingdoms,0.6863,8,,,
11422,kingly,0.0784,6,,,
11423,kingpin,0.5686,7,,,
11424,kingpins,0.0392,8,,,
11425,kings,6.6863,5,,,
11426,kingship,0.0588,8,,,
11427,kink,0.6275,4,,,
11428,kinked,0.0196,6,,,
11429,kinking,0.0196,7,,,
11430,kinks,0.7059,5,,,
11431,kinky,2.3529,5,,,
11432,kinship,0.3922,7,,,
11433,kinsman,0.3137,7,,,
11434,kinsmen,0.1373,7,,,
11435,kiosk,0.3725,5,,,
11436,kip,0.2941,3,,,
11437,kipper,0.1176,6,,,
11438,kippers,0.2941,7,,,
11439,kipping,0.0196,7,,,
11440,kirk,0.0784,4,,,
11441,kirtle,0.0196,6,,,
11442,kismet,0.3529,6,,,
11443,kiss,103.8039,4,,,
11444,kissed,28.1569,6,,,
11445,kisser,3.4118,6,,,
11446,kissers,0.1176,7,,,
11447,kisses,6.8824,6,,,
11448,kissing,21.3333,7,,,
11449,kit,9.2745,3,,,
11450,kitchen,55.0392,7,,,
11451,kitchens,0.6863,8,,,
11452,kite,2.2157,4,,,
11453,kites,0.6863,5,,,
11454,kits,1.0,4,,,
11455,kitsch,0.3137,6,,,
11456,kitschy,0.0588,7,,,
11457,kitten,4.1961,6,,,
11458,kittens,1.3333,7,,,
11459,kitty,11.3333,5,,,
11460,kive,0.0196,4,,,
11461,kiwi,0.4314,4,,,
11462,kiwis,0.0784,5,,,
11463,klaxon,0.3529,6,,,
11464,klaxons,0.0392,7,,,
11465,kleenex,0.1176,7,,,
11466,knack,2.4706,5,,,
11467,knacker,0.0392,7,,,
11468,knackered,0.3725,9,,,
11469,knackers,0.0392,8,,,
11470,knapsack,0.6275,8,,,
11471,knapsacks,0.0588,9,,,
11472,knave,0.3333,5,,,
11473,knaves,0.2353,6,,,
11474,knavish,0.0196,7,,,
11475,knead,0.1569,5,,,
11476,kneaded,0.0196,7,,,
11477,kneading,0.1569,8,,,
11478,knee,14.1765,4,,,
11479,kneecap,0.5489999999999999,7,,,
11480,kneecaps,0.6863,8,,,
11481,kneed,0.2353,5,,,
11482,kneeing,0.0196,7,,,
11483,kneel,3.1961,5,,,
11484,kneeled,0.0588,7,,,
11485,kneeling,0.9608,8,,,
11486,kneels,0.2353,6,,,
11487,knees,25.451,5,,,
11488,knell,0.2745,5,,,
11489,knelt,0.3725,5,,,
11490,knew,366.1373,4,,,
11491,knickers,1.2157,8,,,
11492,knife,45.1765,5,,,
11493,knifed,0.6078,6,,,
11494,knifes,0.1176,6,,,
11495,knifing,0.0392,7,,,
11496,knight,8.3529,6,,,
11497,knighted,0.4706,8,,,
11498,knighthood,0.4314,10,,,
11499,knighthoods,0.0196,11,,,
11500,knighting,0.098,9,,,
11501,knightly,0.1176,8,,,
11502,knights,3.6863,7,,,
11503,knit,1.6667,4,,,
11504,knits,0.1569,5,,,
11505,knitted,0.6078,7,,,
11506,knitter,0.0392,7,,,
11507,knitting,2.0784,8,,,
11508,knives,6.5686,6,,,
11509,knob,2.3137,4,,,
11510,knobby,0.0588,6,,,
11511,knobs,1.0392,5,,,
11512,knock,45.7647,5,,,
11513,knockdown,0.3137,9,,,
11514,knockdowns,0.0588,10,,,
11515,knocked,23.5882,7,,,
11516,knocker,0.2353,7,,,
11517,knockers,0.7255,8,,,
11518,knocking,13.0784,8,,,
11519,knockout,2.451,8,,,
11520,knockouts,0.2353,9,,,
11521,knocks,3.6078,6,,,
11522,knoll,0.451,5,,,
11523,knot,3.6667,4,,,
11524,knots,5.4902,5,,,
11525,knotted,0.3922,7,,,
11526,knotting,0.0392,8,,,
11527,knotty,0.1176,6,,,
11528,know,5685.4314,4,,,
11529,knowing,39.8431,7,,,
11530,knowledge,24.098000000000003,9,,,
11531,known,122.0,5,,,
11532,knows,243.2549,5,,,
11533,knuckle,1.1373,7,,,
11534,knuckles,2.549,8,,,
11535,korea,0.0196,5,,,
11536,korean,0.2941,6,,,
11537,koreans,0.1176,7,,,
11538,kosher,2.3333,6,,,
11539,kowtow,0.2549,6,,,
11540,kremlin,0.0588,7,,,
11541,krone,0.0196,5,,,
11542,kudos,0.3529,5,,,
11543,kumquats,0.451,8,,,
11544,kwacha,0.0196,6,,,
11545,la,34.9412,2,,,
11546,lab,35.7059,3,,,
11547,label,6.6078,5,,,
11548,labelled,0.3529,8,,,
11549,labelling,0.0784,9,,,
11550,labels,1.9412,6,,,
11551,labial,0.0196,6,,,
11552,labour,2.6863,6,,,
11553,laboured,0.0784,8,,,
11554,labours,0.1569,7,,,
11555,labs,3.3922,4,,,
11556,lace,2.8235,4,,,
11557,laced,1.0196,5,,,
11558,laces,0.8627,5,,,
11559,lacing,0.1176,6,,,
11560,lack,16.8235,4,,,
11561,lacked,1.2549,6,,,
11562,lackey,0.5686,6,,,
11563,lackeys,0.2941,7,,,
11564,lacking,2.3725,7,,,
11565,lacks,2.0,5,,,
11566,lacquer,0.4118,7,,,
11567,lacquered,0.1176,9,,,
11568,lacquers,0.0196,8,,,
11569,lacrosse,0.7451,8,,,
11570,lactate,0.1569,7,,,
11571,lactic,0.098,6,,,
11572,lactose,0.5489999999999999,7,,,
11573,lacy,0.1765,4,,,
11574,lad,13.2353,3,,,
11575,ladder,8.4314,6,,,
11576,laddered,0.0392,8,,,
11577,ladders,0.6078,7,,,
11578,laddie,1.6863,6,,,
11579,laddies,0.2941,7,,,
11580,laden,0.3725,5,,,
11581,lades,0.0392,5,,,
11582,ladies,86.0784,6,,,
11583,lading,0.2353,6,,,
11584,ladle,0.7059,5,,,
11585,ladled,0.0196,6,,,
11586,ladles,0.0588,6,,,
11587,lads,7.8824,4,,,
11588,lady,176.09799999999998,4,,,
11589,lag,1.3922,3,,,
11590,lager,0.3529,5,,,
11591,lagers,0.0196,6,,,
11592,laggard,0.0196,7,,,
11593,lagged,0.0784,6,,,
11594,lagging,0.2549,7,,,
11595,lagoon,1.1961,6,,,
11596,lagoons,0.1373,7,,,
11597,lags,0.1373,4,,,
11598,laid,29.1569,4,,,
11599,lain,0.5489999999999999,4,,,
11600,lair,2.0196,4,,,
11601,laire,0.0196,5,,,
11602,lairs,0.0784,5,,,
11603,lake,21.0588,4,,,
11604,lakes,1.1373,5,,,
11605,lam,1.2941,3,,,
11606,lama,0.7059,4,,,
11607,lamas,0.098,5,,,
11608,lamb,8.3529,4,,,
11609,lambent,0.0392,7,,,
11610,lambkin,0.0392,7,,,
11611,lambs,1.2353,5,,,
11612,lambskin,0.0392,8,,,
11613,lame,10.2941,4,,,
11614,lamed,0.0392,5,,,
11615,lamely,0.0588,6,,,
11616,lameness,0.098,8,,,
11617,lament,0.4902,6,,,
11618,laments,0.0588,7,,,
11619,lamer,0.0392,5,,,
11620,lames,0.0392,5,,,
11621,lamest,0.4314,6,,,
11622,lammed,0.0784,6,,,
11623,lamp,12.549000000000001,4,,,
11624,lamplight,0.1176,9,,,
11625,lampoon,0.0196,7,,,
11626,lamppost,0.5489999999999999,8,,,
11627,lampposts,0.1373,9,,,
11628,lamps,2.0,5,,,
11629,lampshade,0.2353,9,,,
11630,lampshades,0.0784,10,,,
11631,lams,0.0196,4,,,
11632,lance,1.9608,5,,,
11633,lanced,0.1176,6,,,
11634,lancer,0.1176,6,,,
11635,lancers,0.098,7,,,
11636,lances,0.5489999999999999,6,,,
11637,lancet,0.098,6,,,
11638,lancets,0.0196,7,,,
11639,lancing,0.0392,7,,,
11640,land,78.2941,4,,,
11641,landau,0.0588,6,,,
11642,landed,12.5294,6,,,
11643,landfall,0.4706,8,,,
11644,landing,14.5294,7,,,
11645,landings,1.3529,8,,,
11646,landlocked,0.1765,10,,,
11647,landlord,4.8824,8,,,
11648,landlords,0.3922,9,,,
11649,landmark,1.1961,8,,,
11650,landmarks,0.3137,9,,,
11651,landmine,0.098,8,,,
11652,landmines,0.1176,9,,,
11653,lands,6.6471,5,,,
11654,landscape,2.4314,9,,,
11655,landscaped,0.0588,10,,,
11656,landscapes,0.5489999999999999,10,,,
11657,landslide,0.6078,9,,,
11658,landslides,0.0588,10,,,
11659,landslip,0.0196,8,,,
11660,landward,0.0196,8,,,
11661,lane,6.2549,4,,,
11662,lanes,1.6275,5,,,
11663,lang,0.6863,4,,,
11664,language,31.2353,8,,,
11665,languid,0.1765,7,,,
11666,languish,0.1569,8,,,
11667,languished,0.1373,10,,,
11668,languor,0.1765,7,,,
11669,lank,0.0196,4,,,
11670,lanky,0.2745,5,,,
11671,lantern,1.7451,7,,,
11672,lanterns,0.5882,8,,,
11673,lanyard,0.0392,7,,,
11674,lanyards,0.0196,8,,,
11675,lap,12.6863,3,,,
11676,lapdog,0.3922,6,,,
11677,lapel,0.4902,5,,,
11678,lapels,0.4118,6,,,
11679,lapped,0.1569,6,,,
11680,lapping,0.3922,7,,,
11681,laps,3.2157,4,,,
11682,lapse,1.3529,5,,,
11683,lapsed,0.4314,6,,,
11684,lapses,0.2353,6,,,
11685,lapsing,0.0392,7,,,
11686,lapwing,0.0196,7,,,
11687,larch,0.0392,5,,,
11688,lard,1.3333,4,,,
11689,larder,0.1569,6,,,
11690,lards,0.0196,5,,,
11691,large,38.8039,5,,,
11692,largely,1.5294,7,,,
11693,largeness,0.0196,9,,,
11694,larger,7.9412,6,,,
11695,largesse,0.1765,8,,,
11696,largest,7.6667,7,,,
11697,largo,0.0196,5,,,
11698,lark,1.1961,4,,,
11699,larks,0.2353,5,,,
11700,larva,0.2353,5,,,
11701,larvae,0.4902,6,,,
11702,larval,0.1176,6,,,
11703,larynx,1.1176,6,,,
11704,lascar,0.0588,6,,,
11705,laser,7.4510000000000005,5,,,
11706,lasers,1.2157,6,,,
11707,lash,1.1373,4,,,
11708,lashed,0.2941,6,,,
11709,lashes,0.8431,6,,,
11710,lashing,0.4314,7,,,
11711,lashings,0.1176,8,,,
11712,lass,1.7255,4,,,
11713,lasses,0.2157,6,,,
11714,lassie,0.6667,6,,,
11715,lassies,0.0784,7,,,
11716,lasso,0.7843,5,,,
11717,lassoed,0.0784,7,,,
11718,last,653.0,4,,,
11719,lasted,6.0588,6,,,
11720,lasting,2.2941,7,,,
11721,lastly,0.3333,6,,,
11722,lasts,4.8431,5,,,
11723,lasy,0.0196,4,,,
11724,latch,1.5686,5,,,
11725,latched,0.3725,7,,,
11726,latches,0.1373,7,,,
11727,latching,0.098,8,,,
11728,latchkey,0.3137,8,,,
11729,late,263.6471,4,,,
11730,lately,44.9216,6,,,
11731,lateness,0.2157,8,,,
11732,latent,0.6471,6,,,
