"word","pron","cgram","grapheme","gpmatch","freq","len","phlen","genre","nombre"
"!mécontent!","!mek&t@!","NOM","m.é.c.on.t.ent","m-m.é-e.c-k.on-&.t-t.ent-@",0.34,11,8,"m","s"
"!mécontentement!","!mek&t@t°m@!","NOM","m.é.c.on.t.en.t.e.m.ent","m-m.é-e.c-k.on-&.t-t.en-@.t-t.e-°.m-m.ent-@",3.58,16,12,"m","s"
"!mécréant!","!mekRe@!","NOM","m.é.c.r.é.ant","m-m.é-e.c-k.r-R.é-e.ant-@",0.81,10,8,"m","s"
"!mécène!","!mesEn!","NOM","m.é.c.è.n.e","m-m.é-e.c-s.è-E.n-n.e-#",1.49,8,7,"m","s"
"!médaillon!","!medaj&!","NOM","m.é.d.a.ill.on","m-m.é-e.d-d.a-a.ill-j.on-&",2.16,11,8,"m","s"
"!médaillé!","!medaje!","NOM","m.é.d.a.ill.é","m-m.é-e.d-d.a-a.ill-j.é-e",0.14,10,8,"m","s"
"!médecin!","!mEds5!","NOM","m.é.d.e.c.in","m-m.é-E.d-d.e-#.c-s.in-5",60.68,9,7,"m","s"
"!média!","!medja!","NOM","m.é.d.i.a","m-m.é-e.d-d.i-j.a-a",0.07,7,7,"m","s"
"!médianoche!","!medjanOS!","NOM","m.é.d.i.a.n.o.ch.e","m-m.é-e.d-d.i-j.a-a.n-n.o-O.ch-S.e-#",0.47,12,10,"m","s"
"!médiateur!","!medjat9R!","NOM","m.é.d.i.a.t.eu.r","m-m.é-e.d-d.i-j.a-a.t-t.eu-9.r-R",0.2,11,10,"m","s"
"!médicament!","!medikam@!","NOM","m.é.d.i.c.a.m.ent","m-m.é-e.d-d.i-i.c-k.a-a.m-m.ent-@",4.12,12,10,"m","s"
"!médicastre!","!medikastR!","NOM","m.é.d.i.c.a.s.t.r.e","m-m.é-e.d-d.i-i.c-k.a-a.s-s.t-t.r-R.e-#",0.14,12,11,"m","s"
"!médisant!","!mediz@!","NOM","m.é.d.i.s.ant","m-m.é-e.d-d.i-i.s-z.ant-@",0.14,10,8,"m","s"
"!méditant!","!medit@!","NOM","m.é.d.i.t.ant","m-m.é-e.d-d.i-i.t-t.ant-@",0.07,10,8,"m","s"
"!méditerranéen!","!meditERane5!","NOM","m.é.d.i.t.e.rr.a.n.é.en","m-m.é-e.d-d.i-i.t-t.e-E.rr-R.a-a.n-n.é-e.en-5",0.2,15,13,"m","s"
"!médium!","!medjOm!","NOM","m.é.d.i.u.m","m-m.é-e.d-d.i-j.u-O.m-m",1.08,8,8,"m","s"
"!médius!","!medjys!","NOM","m.é.d.i.u.s","m-m.é-e.d-d.i-j.u-y.s-s",1.69,8,8,"m",""
"!médoc!","!medOk!","NOM","m.é.d.o.c","m-m.é-e.d-d.o-O.c-k",0.14,7,7,"m","s"
"!méfait!","!mefE!","NOM","m.é.f.ai.t","m-m.é-e.f-f.ai-E.t-#",0.74,8,6,"m","s"
"!méfiant!","!mefj@!","NOM","m.é.f.i.ant","m-m.é-e.f-f.i-j.ant-@",1.28,9,7,"m","s"
"!mégalithe!","!megalit!","NOM","m.é.g.a.l.i.th.e","m-m.é-e.g-g.a-a.l-l.i-i.th-t.e-#",0.14,11,9,"m","s"
"!mégaphone!","!megafOn!","NOM","m.é.g.a.ph.o.n.e","m-m.é-e.g-g.a-a.ph-f.o-O.n-n.e-#",0.54,11,9,"m","s"
"!mégaron!","!megaR&!","NOM","m.é.g.a.r.on","m-m.é-e.g-g.a-a.r-R.on-&",0.14,9,8,"m","s"
"!mégot!","!mego!","NOM","m.é.g.o.t","m-m.é-e.g-g.o-o.t-#",9.53,7,6,"m","s"
"!mégotage!","!megotaZ!","NOM","m.é.g.o.t.a.ge","m-m.é-e.g-g.o-o.t-t.a-a.ge-Z",0.14,10,9,"m","s"
"!méhari!","!meaRi!","NOM","m.é.h.a.r.i","m-m.é-e.h-#.a-a.r-R.i-i",0.41,8,7,"m","s"
"!méjugement!","!meZyZ°m@!","NOM","m.é.j.u.g.e.m.ent","m-m.é-e.j-Z.u-y.g-Z.e-°.m-m.ent-@",0.07,12,10,"m","s"
"!mélange!","!mel@Z!","NOM","m.é.l.an.ge","m-m.é-e.l-l.an-@.ge-Z",28.58,9,7,"m","s"
"!mélangeur!","!mel@Z9R!","NOM","m.é.l.an.g.eu.r","m-m.é-e.l-l.an-@.g-Z.eu-9.r-R",0.14,11,9,"m","s"
"!mélilot!","!melilo!","NOM","m.é.l.i.l.o.t","m-m.é-e.l-l.i-i.l-l.o-o.t-#",0.07,9,8,"m","s"
"!mélo!","!melo!","NOM","m.é.l.o","m-m.é-e.l-l.o-o",0.95,6,6,"m","s"
"!mélodrame!","!melodRam!","NOM","m.é.l.o.d.r.a.m.e","m-m.é-e.l-l.o-o.d-d.r-R.a-a.m-m.e-#",1.35,11,10,"m","s"
"!mélèze!","!melEz!","NOM","m.é.l.è.z.e","m-m.é-e.l-l.è-E.z-z.e-#",0.41,8,7,"m","s"
"!mémorandum!","!memoR@dOm!","NOM","m.é.m.o.r.an.d.u.m","m-m.é-e.m-m.o-o.r-R.an-@.d-d.u-O.m-m",2.91,12,11,"m","s"
"!mémorial!","!memoRjal!","NOM","m.é.m.o.r.i.a.l","m-m.é-e.m-m.o-o.r-R.i-j.a-a.l-l",0.34,10,10,"m","s"
"!ménage!","!menaZ!","NOM","m.é.n.a.ge","m-m.é-e.n-n.a-a.ge-Z",29.26,8,7,"m","s"
"!ménagement!","!menaZ°m@!","NOM","m.é.n.a.g.e.m.ent","m-m.é-e.n-n.a-a.g-Z.e-°.m-m.ent-@",3.11,12,10,"m","s"
"!ménager!","!menaZe!","NOM","m.é.n.a.g.er","m-m.é-e.n-n.a-a.g-Z.er-e",0.14,9,8,"m","s"
"!ménisque!","!menisk!","NOM","m.é.n.i.s.qu.e","m-m.é-e.n-n.i-i.s-s.qu-k.e-#",0.27,10,8,"m","s"
"!méplat!","!mepla!","NOM","m.é.p.l.a.t","m-m.é-e.p-p.l-l.a-a.t-#",0.27,8,7,"m","s"
"!mépris!","!mepRi!","NOM","m.é.p.r.i.s","m-m.é-e.p-p.r-R.i-i.s-#",36.55,8,7,"m",""
"!méridien!","!meRidj5!","NOM","m.é.r.i.d.i.en","m-m.é-e.r-R.i-i.d-d.i-j.en-5",0.47,10,9,"m","s"
"!méridional!","!meRidjonal!","NOM","m.é.r.i.d.i.o.n.a.l","m-m.é-e.r-R.i-i.d-d.i-j.o-o.n-n.a-a.l-l",0.41,12,12,"m","s"
"!mérinos!","!meRinos!","NOM","m.é.r.i.n.o.s","m-m.é-e.r-R.i-i.n-n.o-o.s-s",0.27,9,9,"m",""
"!mérite!","!meRit!","NOM","m.é.r.i.t.e","m-m.é-e.r-R.i-i.t-t.e-#",11.62,8,7,"m","s"
"!mérou!","!meRu!","NOM","m.é.r.ou","m-m.é-e.r-R.ou-u",0.14,7,6,"m","s"
"!mésozoïque!","!mezozoik!","NOM","m.é.s.o.z.o.ï.qu.e","m-m.é-e.s-z.o-o.z-z.o-o.ï-i.qu-k.e-#",0.07,12,10,"m","s"
"!mésusage!","!mezyzaZ!","NOM","m.é.s.u.s.a.ge","m-m.é-e.s-z.u-y.s-z.a-a.ge-Z",0.07,10,9,"m","s"
"!méta!","!meta!","NOM","m.é.t.a","m-m.é-e.t-t.a-a",0.14,6,6,"m","s"
"!métabolisme!","!metabolizm!","NOM","m.é.t.a.b.o.l.i.s.m.e","m-m.é-e.t-t.a-a.b-b.o-o.l-l.i-i.s-z.m-m.e-#",0.2,13,12,"m","s"
"!métal!","!metal!","NOM","m.é.t.a.l","m-m.é-e.t-t.a-a.l-l",41.82,7,7,"m","s"
"!métallo!","!metalo!","NOM","m.é.t.a.ll.o","m-m.é-e.t-t.a-a.ll-l.o-o",0.47,9,8,"m","s"
"!métallurgiste!","!metalyRZist!","NOM","m.é.t.a.ll.u.r.g.i.s.t.e","m-m.é-e.t-t.a-a.ll-l.u-y.r-R.g-Z.i-i.s-s.t-t.e-#",0.07,15,13,"m","s"
"!métaphysicien!","!metafizisj5!","NOM","m.é.t.a.ph.y.s.i.c.i.en","m-m.é-e.t-t.a-a.ph-f.y-i.s-z.i-i.c-s.i-j.en-5",0.14,15,13,"m","s"
"!métayage!","!metEjaZ!","NOM","m.é.t.ay.a.ge","m-m.é-e.t-t.ay-Ej.a-a.ge-Z",0.07,10,9,"m","s"
"!métayer!","!meteje!","NOM","m.é.t.a.y.er","m-m.é-e.t-t.a-e.y-j.er-e",0.81,9,8,"m","s"
"!méthane!","!metan!","NOM","m.é.th.a.n.e","m-m.é-e.th-t.a-a.n-n.e-#",0.2,9,7,"m","s"
"!méthodisme!","!metodizm!","NOM","m.é.th.o.d.i.s.m.e","m-m.é-e.th-t.o-o.d-d.i-i.s-z.m-m.e-#",0.14,12,10,"m","s"
"!méthylène!","!metilEn!","NOM","m.é.th.y.l.è.n.e","m-m.é-e.th-t.y-i.l-l.è-E.n-n.e-#",0.34,11,9,"m","s"
"!métier!","!metje!","NOM","m.é.t.i.er","m-m.é-e.t-t.i-j.er-e",75.54,8,7,"m","s"
"!métingue!","!met5g!","NOM","m.é.t.in.gu.e","m-m.é-e.t-t.in-5.gu-g.e-#",0.14,10,7,"m","s"
"!métis!","!metis!","NOM","m.é.t.i.s","m-m.é-e.t-t.i-i.s-s",2.97,7,7,"m",""
"!métissage!","!metisaZ!","NOM","m.é.t.i.ss.a.ge","m-m.é-e.t-t.i-i.ss-s.a-a.ge-Z",0.88,11,9,"m","s"
"!métrage!","!metRaZ!","NOM","m.é.t.r.a.ge","m-m.é-e.t-t.r-R.a-a.ge-Z",1.08,9,8,"m","s"
"!métro!","!metRo!","NOM","m.é.t.r.o","m-m.é-e.t-t.r-R.o-o",40,7,7,"m","s"
"!métronome!","!metRonOm!","NOM","m.é.t.r.o.n.o.m.e","m-m.é-e.t-t.r-R.o-o.n-n.o-O.m-m.e-#",1.28,11,10,"m","s"
"!métropolitain!","!metRopolit5!","NOM","m.é.t.r.o.p.o.l.i.t.ain","m-m.é-e.t-t.r-R.o-o.p-p.o-o.l-l.i-i.t-t.ain-5",0.68,15,13,"m","s"
"!métropolite!","!metRopolit!","NOM","m.é.t.r.o.p.o.l.i.t.e","m-m.é-e.t-t.r-R.o-o.p-p.o-o.l-l.i-i.t-t.e-#",0.47,13,12,"m","s"
"!météore!","!meteOR!","NOM","m.é.t.é.o.r.e","m-m.é-e.t-t.é-e.o-O.r-R.e-#",0.81,9,8,"m","s"
"!mêlécasse!","!mElekas!","NOM","m.ê.l.é.c.a.ss.e","m-m.ê-E.l-l.é-e.c-k.a-a.ss-s.e-#",0.07,11,9,"m","s"
"!mûrier!","!myRje!","NOM","m.û.r.i.er","m-m.û-y.r-R.i-j.er-e",0.27,8,7,"m","s"
"!mûrissement!","!myRis°m@!","NOM","m.û.r.i.ss.e.m.ent","m-m.û-y.r-R.i-i.ss-s.e-°.m-m.ent-@",0.41,13,10,"m","s"
"!mûron!","!myR&!","NOM","m.û.r.on","m-m.û-y.r-R.on-&",0.07,7,6,"m","s"
"!nabab!","!nabab!","NOM","n.a.b.a.b","n-n.a-a.b-b.a-a.b-b",0.54,7,7,"m","s"
"!nabot!","!nabo!","NOM","n.a.b.o.t","n-n.a-a.b-b.o-o.t-#",1.49,7,6,"m","s"
"!nacarat!","!nakaRa!","NOM","n.a.c.a.r.a.t","n-n.a-a.c-k.a-a.r-R.a-a.t-#",0.2,9,8,"m","s"
"!nadir!","!nadiR!","NOM","n.a.d.i.r","n-n.a-a.d-d.i-i.r-R",0.2,7,7,"m","s"
"!naevus!","!nevys!","NOM","n.ae.v.u.s","n-n.ae-e.v-v.u-y.s-s",0.14,8,7,"m",""
"!nageur!","!naZ9R!","NOM","n.a.g.eu.r","n-n.a-a.g-Z.eu-9.r-R",3.24,8,7,"m","s"
"!nain!","!n5!","NOM","n.ain","n-n.ain-5",6.69,6,4,"m","s"
"!naissain!","!nEs5!","NOM","n.ai.ss.ain","n-n.ai-E.ss-s.ain-5",0.07,10,6,"m","s"
"!naja!","!naZa!","NOM","n.a.j.a","n-n.a-a.j-Z.a-a",0.34,6,6,"m","s"
"!nanan!","!nan@!","NOM","n.a.n.an","n-n.a-a.n-n.an-@",0.74,7,6,"m","s"
"!nanar!","!nanaR!","NOM","n.a.n.a.r","n-n.a-a.n-n.a-a.r-R",0.14,7,7,"m","s"
"!nanard!","!nanaR!","NOM","n.a.n.a.r.d","n-n.a-a.n-n.a-a.r-R.d-#",0.07,8,7,"m","s"
"!nanisme!","!nanizm!","NOM","n.a.n.i.s.m.e","n-n.a-a.n-n.i-i.s-z.m-m.e-#",0.14,9,8,"m","s"
"!nankin!","!n@k5!","NOM","n.an.k.in","n-n.an-@.k-k.in-5",0.27,8,6,"m","s"
"!nant!","!n@!","NOM","n.ant","n-n.ant-@",0.81,6,4,"m","s"
"!nantais!","!n@tE!","NOM","n.an.t.ai.s","n-n.an-@.t-t.ai-E.s-#",0.27,9,6,"m",""
"!nanti!","!n@ti!","NOM","n.an.t.i","n-n.an-@.t-t.i-i",0.14,7,6,"m","s"
"!nantissement!","!n@tis°m@!","NOM","n.an.t.i.ss.e.m.ent","n-n.an-@.t-t.i-i.ss-s.e-°.m-m.ent-@",0.07,14,10,"m","s"
"!napalm!","!napalm!","NOM","n.a.p.a.l.m","n-n.a-a.p-p.a-a.l-l.m-m",0.68,8,8,"m","s"
"!naphte!","!naft!","NOM","n.a.ph.t.e","n-n.a-a.ph-f.t-t.e-#",0.27,8,6,"m","s"
"!napolitain!","!napolit5!","NOM","n.a.p.o.l.i.t.ain","n-n.a-a.p-p.o-o.l-l.i-i.t-t.ain-5",0.41,12,10,"m","s"
"!napoléon!","!napole&!","NOM","n.a.p.o.l.é.on","n-n.a-a.p-p.o-o.l-l.é-e.on-&",0.81,10,9,"m","s"
"!napperon!","!nap°R&!","NOM","n.a.pp.e.r.on","n-n.a-a.pp-p.e-°.r-R.on-&",2.16,10,8,"m","s"
"!narcisse!","!naRsis!","NOM","n.a.r.c.i.ss.e","n-n.a-a.r-R.c-s.i-i.ss-s.e-#",0.27,10,8,"m","s"
"!narcissisme!","!naRsisizm!","NOM","n.a.r.c.i.ss.i.s.m.e","n-n.a-a.r-R.c-s.i-i.ss-s.i-i.s-z.m-m.e-#",1.15,13,11,"m","s"
"!narcotique!","!naRkotik!","NOM","n.a.r.c.o.t.i.qu.e","n-n.a-a.r-R.c-k.o-o.t-t.i-i.qu-k.e-#",0.34,12,10,"m","s"
"!nard!","!naR!","NOM","n.a.r.d","n-n.a-a.r-R.d-#",0.14,6,5,"m","s"
"!narghileh!","!naRgile!","NOM","n.a.r.g.h.i.l.e.h","n-n.a-a.r-R.g-g.h-#.i-i.l-l.e-e.h-#",0.07,11,9,"m","s"
"!narghilé!","!naRgile!","NOM","n.a.r.g.h.i.l.é","n-n.a-a.r-R.g-g.h-#.i-i.l-l.é-e",0.14,10,9,"m","s"
"!narguilé!","!naRgile!","NOM","n.a.r.gu.i.l.é","n-n.a-a.r-R.gu-g.i-i.l-l.é-e",0.81,10,9,"m","s"
"!narrateur!","!naRat9R!","NOM","n.a.rr.a.t.eu.r","n-n.a-a.rr-R.a-a.t-t.eu-9.r-R",2.23,11,9,"m","s"
"!narthex!","!naRtEks!","NOM","n.a.r.th.e.x","n-n.a-a.r-R.th-t.e-E.x-ks",0.61,9,9,"m",""
"!narval!","!naRval!","NOM","n.a.r.v.a.l","n-n.a-a.r-R.v-v.a-a.l-l",0.61,8,8,"m","s"
"!nasal!","!nazal!","NOM","n.a.s.a.l","n-n.a-a.s-z.a-a.l-l",0.07,7,7,"m","s"
"!nasard!","!nazaR!","NOM","n.a.s.a.r.d","n-n.a-a.s-z.a-a.r-R.d-#",0.07,8,7,"m","s"
"!nase!","!naz!","NOM","n.a.s.e","n-n.a-a.s-z.e-#",0.2,6,5,"m","s"
"!naseau!","!nazo!","NOM","n.a.s.eau","n-n.a-a.s-z.eau-o",0.2,8,6,"m","s"
"!nasillement!","!nazij°m@!","NOM","n.a.s.ill.e.m.ent","n-n.a-a.s-z.ill-ij.e-°.m-m.ent-@",0.41,13,10,"m","s"
"!natif!","!natif!","NOM","n.a.t.i.f","n-n.a-a.t-t.i-i.f-f",0.41,7,7,"m","s"
"!national!","!nasjonal!","NOM","n.a.t.i.o.n.a.l","n-n.a-a.t-s.i-j.o-o.n-n.a-a.l-l",1.01,10,10,"m","s"
"!nationalisme!","!nasjonalizm!","NOM","n.a.t.i.o.n.a.l.i.s.m.e","n-n.a-a.t-s.i-j.o-o.n-n.a-a.l-l.i-i.s-z.m-m.e-#",3.11,14,13,"m","s"
"!nattier!","!natje!","NOM","n.a.tt.i.er","n-n.a-a.tt-t.i-j.er-e",0.14,9,7,"m","s"
"!naturalisme!","!natyRalizm!","NOM","n.a.t.u.r.a.l.i.s.m.e","n-n.a-a.t-t.u-y.r-R.a-a.l-l.i-i.s-z.m-m.e-#",0.27,13,12,"m","s"
"!naturalisé!","!natyRalize!","NOM","n.a.t.u.r.a.l.i.s.é","n-n.a-a.t-t.u-y.r-R.a-a.l-l.i-i.s-z.é-e",0.2,12,12,"m","s"
"!naturel!","!natyREl!","NOM","n.a.t.u.r.e.l","n-n.a-a.t-t.u-y.r-R.e-E.l-l",13.65,9,9,"m","s"
"!naturisme!","!natyRizm!","NOM","n.a.t.u.r.i.s.m.e","n-n.a-a.t-t.u-y.r-R.i-i.s-z.m-m.e-#",0.14,11,10,"m","s"
"!naufrage!","!nofRaZ!","NOM","n.au.f.r.a.ge","n-n.au-o.f-f.r-R.a-a.ge-Z",10.61,10,8,"m","s"
"!naufrageur!","!nofRaZ9R!","NOM","n.au.f.r.a.g.eu.r","n-n.au-o.f-f.r-R.a-a.g-Z.eu-9.r-R",0.07,12,10,"m","s"
"!naufragé!","!nofRaZe!","NOM","n.au.f.r.a.g.é","n-n.au-o.f-f.r-R.a-a.g-Z.é-e",2.03,10,9,"m","s"
"!nautilus!","!notily!","NOM","n.au.t.i.l.u.s","n-n.au-o.t-t.i-i.l-l.u-y.s-#",0.14,10,8,"m",""
"!nautonier!","!notonje!","NOM","n.au.t.o.n.i.er","n-n.au-o.t-t.o-o.n-n.i-j.er-e",0.07,11,9,"m","s"
"!navarin!","!navaR5!","NOM","n.a.v.a.r.in","n-n.a-a.v-v.a-a.r-R.in-5",0.2,9,8,"m","s"
"!navarrais!","!navaRE!","NOM","n.a.v.a.rr.ai.s","n-n.a-a.v-v.a-a.rr-R.ai-E.s-#",0.61,11,8,"m",""
"!navet!","!navE!","NOM","n.a.v.et","n-n.a-a.v-v.et-E",0.88,7,6,"m","s"
"!navicert!","!navisER!","NOM","n.a.v.i.c.e.r.t","n-n.a-a.v-v.i-i.c-s.e-E.r-R.t-#",0.07,10,9,"m",""
"!navigant!","!navig@!","NOM","n.a.v.i.g.ant","n-n.a-a.v-v.i-i.g-g.ant-@",0.07,10,8,"m","s"
"!navigateur!","!navigat9R!","NOM","n.a.v.i.g.a.t.eu.r","n-n.a-a.v-v.i-i.g-g.a-a.t-t.eu-9.r-R",1.89,12,11,"m","s"
"!navire!","!naviR!","NOM","n.a.v.i.r.e","n-n.a-a.v-v.i-i.r-R.e-#",28.04,8,7,"m","s"
"!nazaréen!","!nazaRe5!","NOM","n.a.z.a.r.é.en","n-n.a-a.z-z.a-a.r-R.é-e.en-5",0.14,10,9,"m","s"
"!naze!","!naz!","NOM","n.a.z.e","n-n.a-a.z-z.e-#",0.27,6,5,"m","s"
"!nazi!","!nazi!","NOM","n.a.z.i","n-n.a-a.z-z.i-i",0.74,6,6,"m","s"
"!nazisme!","!nazizm!","NOM","n.a.z.i.s.m.e","n-n.a-a.z-z.i-i.s-z.m-m.e-#",1.62,9,8,"m","s"
"!naïf!","!naif!","NOM","n.a.ï.f","n-n.a-a.ï-i.f-f",1.55,6,6,"m","s"
"!nectar!","!nEktaR!","NOM","n.e.c.t.a.r","n-n.e-E.c-k.t-t.a-a.r-R",0.81,8,8,"m","s"
"!nem!","!nEm!","NOM","n.e.m","n-n.e-E.m-m",0.07,5,5,"m","s"
"!nemrod!","!nEmROd!","NOM","n.e.m.r.o.d","n-n.e-E.m-m.r-R.o-O.d-d",0.07,8,8,"m","s"
"!nephtys!","!nEftis!","NOM","n.e.ph.t.y.s","n-n.e-E.ph-f.t-t.y-i.s-s",0.07,9,8,"m",""
"!nerf!","!nER!","NOM","n.e.r.f","n-n.e-E.r-R.f-#",3.92,6,5,"m","s"
"!nerprun!","!nERpR5!","NOM","n.e.r.p.r.un","n-n.e-E.r-R.p-p.r-R.un-5",0.14,9,8,"m","s"
"!nerveux!","!nERv2!","NOM","n.e.r.v.eu.x","n-n.e-E.r-R.v-v.eu-2.x-#",1.15,9,7,"m",""
"!nervi!","!nERvi!","NOM","n.e.r.v.i","n-n.e-E.r-R.v-v.i-i",0.47,7,7,"m","s"
"!nescafé!","!nEskafe!","NOM","n.e.s.c.a.f.é","n-n.e-E.s-s.c-k.a-a.f-f.é-e",0.81,9,9,"m","s"
"!nestorianisme!","!nEstoRjanizm!","NOM","n.e.s.t.o.r.i.a.n.i.s.m.e","n-n.e-E.s-s.t-t.o-o.r-R.i-j.a-a.n-n.i-i.s-z.m-m.e-#",0.34,15,14,"m","s"
"!nestorien!","!nEstoRj5!","NOM","n.e.s.t.o.r.i.en","n-n.e-E.s-s.t-t.o-o.r-R.i-j.en-5",1.35,11,10,"m","s"
"!net!","!nEt!","NOM","n.e.t","n-n.e-E.t-t",1.69,5,5,"m","s"
"!nettoiement!","!netwam@!","NOM","n.e.tt.oi.e.m.ent","n-n.e-e.tt-t.oi-wa.e-#.m-m.ent-@",0.27,13,9,"m","s"
"!nettoyage!","!netwajaZ!","NOM","n.e.tt.oy.a.ge","n-n.e-e.tt-t.oy-waj.a-a.ge-Z",5.88,11,10,"m","s"
"!nettoyeur!","!netwaj9R!","NOM","n.e.tt.oy.eu.r","n-n.e-e.tt-t.oy-waj.eu-9.r-R",0.34,11,10,"m","s"
"!neuneu!","!n2n2!","NOM","n.eu.n.eu","n-n.eu-2.n-n.eu-2",0.07,8,6,"m","s"
"!neuroleptique!","!n2RolEptik!","NOM","n.eu.r.o.l.e.p.t.i.qu.e","n-n.eu-2.r-R.o-o.l-l.e-E.p-p.t-t.i-i.qu-k.e-#",0.07,15,12,"m","s"
"!neurone!","!n2Ron!","NOM","n.eu.r.o.n.e","n-n.eu-2.r-R.o-o.n-n.e-#",0.07,9,7,"m","s"
"!neutron!","!n2tR&!","NOM","n.eu.t.r.on","n-n.eu-2.t-t.r-R.on-&",0.14,9,7,"m","s"
"!neveu!","!n°v2!","NOM","n.e.v.eu","n-n.e-°.v-v.eu-2",13.92,7,6,"m","s"
"!ney!","!ne!","NOM","n.ey","n-n.ey-e",0.14,5,4,"m","s"
"!nez!","!ne!","NOM","n.ez","n-n.ez-e",177.64,5,4,"m",""
"!niais!","!njE!","NOM","n.i.ai.s","n-n.i-j.ai-E.s-#",1.08,7,5,"m",""
"!nibard!","!nibaR!","NOM","n.i.b.a.r.d","n-n.i-i.b-b.a-a.r-R.d-#",0.07,8,7,"m","s"
"!nichan!","!niS@!","NOM","n.i.ch.an","n-n.i-i.ch-S.an-@",0.07,8,6,"m","s"
"!nichon!","!niS&!","NOM","n.i.ch.on","n-n.i-i.ch-S.on-&",0.54,8,6,"m","s"
"!nickel!","!nikEl!","NOM","n.i.ck.e.l","n-n.i-i.ck-k.e-E.l-l",1.22,8,7,"m","s"
"!nid!","!ni!","NOM","n.i.d","n-n.i-i.d-#",14.59,5,4,"m","s"
"!nietzschéen!","!nitSe5!","NOM","n.i.e.t.z.sch.é.en","n-n.i-i.e-#.t-t.z-#.sch-S.é-e.en-5",0.07,13,8,"m","s"
"!nigaud!","!nigo!","NOM","n.i.g.au.d","n-n.i-i.g-g.au-o.d-#",0.95,8,6,"m","s"
"!nihilisme!","!niilizm!","NOM","n.i.h.i.l.i.s.m.e","n-n.i-i.h-#.i-i.l-l.i-i.s-z.m-m.e-#",1.22,11,9,"m","s"
"!nim!","!nim!","NOM","n.i.m","n-n.i-i.m-m",0.07,5,5,"m","s"
"!nimbe!","!n5b!","NOM","n.im.b.e","n-n.im-5.b-b.e-#",0.81,7,5,"m","s"
"!nimbostratus!","!n5bostRatys!","NOM","n.im.b.o.s.t.r.a.t.u.s","n-n.im-5.b-b.o-o.s-s.t-t.r-R.a-a.t-t.u-y.s-s",0.07,14,13,"m",""
"!nimbus!","!n5bys!","NOM","n.im.b.u.s","n-n.im-5.b-b.u-y.s-s",0.2,8,7,"m",""
"!nimbé!","!n5be!","NOM","n.im.b.é","n-n.im-5.b-b.é-e",0.07,7,6,"m","s"
"!ninas!","!nina!","NOM","n.i.n.a.s","n-n.i-i.n-n.a-a.s-#",0.95,7,6,"m",""
"!niolo!","!nijolo!","NOM","n.i.o.l.o","n-n.i-ij.o-o.l-l.o-o",0.14,7,8,"m","s"
"!nirvana!","!niRvana!","NOM","n.i.r.v.a.n.a","n-n.i-i.r-R.v-v.a-a.n-n.a-a",0.68,9,9,"m","s"
"!nirvâna!","!niRvana!","NOM","n.i.r.v.â.n.a","n-n.i-i.r-R.v-v.â-a.n-n.a-a",2.09,9,9,"m","s"
"!nisan!","!niz@!","NOM","n.i.s.an","n-n.i-i.s-z.an-@",0.2,7,6,"m","s"
"!nitrate!","!nitRat!","NOM","n.i.t.r.a.t.e","n-n.i-i.t-t.r-R.a-a.t-t.e-#",0.41,9,8,"m","s"
"!nitrite!","!nitRit!","NOM","n.i.t.r.i.t.e","n-n.i-i.t-t.r-R.i-i.t-t.e-#",0.14,9,8,"m","s"
"!niveau!","!nivo!","NOM","n.i.v.eau","n-n.i-i.v-v.eau-o",30.74,8,6,"m","s"
"!nivellement!","!nivEl°m@!","NOM","n.i.v.e.ll.e.m.ent","n-n.i-i.v-v.e-E.ll-l.e-°.m-m.ent-@",0.2,13,10,"m","s"
"!nivôse!","!nivoz!","NOM","n.i.v.ô.s.e","n-n.i-i.v-v.ô-o.s-z.e-#",0.41,8,7,"m","s"
"!niçois!","!niswa!","NOM","n.i.ç.oi.s","n-n.i-i.ç-s.oi-wa.s-#",0.27,8,7,"m",""
"!nième!","!njEm!","NOM","n.i.è.m.e","n-n.i-j.è-E.m-m.e-#",0.07,7,6,"m","s"
"!nière!","!njER!","NOM","n.i.è.r.e","n-n.i-j.è-E.r-R.e-#",0.07,7,6,"m","s"
"!niébé!","!njebe!","NOM","n.i.é.b.é","n-n.i-j.é-e.b-b.é-e",0.07,7,7,"m","s"
"!nobiliaire!","!nobiljER!","NOM","n.o.b.i.l.i.ai.r.e","n-n.o-o.b-b.i-i.l-l.i-j.ai-E.r-R.e-#",0.07,12,10,"m","s"
"!noceur!","!nos9R!","NOM","n.o.c.eu.r","n-n.o-o.c-s.eu-9.r-R",0.47,8,7,"m","s"
"!nocher!","!noSe!","NOM","n.o.ch.er","n-n.o-o.ch-S.er-e",0.14,8,6,"m","s"
"!noctambulisme!","!nOkt@bylizm!","NOM","n.o.c.t.am.b.u.l.i.s.m.e","n-n.o-O.c-k.t-t.am-@.b-b.u-y.l-l.i-i.s-z.m-m.e-#",0.14,15,13,"m","s"
"!nocturnal!","!nOktyRnal!","NOM","n.o.c.t.u.r.n.a.l","n-n.o-O.c-k.t-t.u-y.r-R.n-n.a-a.l-l",0.07,11,11,"m","s"
"!nodus!","!nodys!","NOM","n.o.d.u.s","n-n.o-o.d-d.u-y.s-s",0.07,7,7,"m",""
"!noeud!","!n2!","NOM","n.oeu.d","n-n.oeu-2.d-#",14.46,7,4,"m","s"
"!noir!","!nwaR!","NOM","n.oi.r","n-n.oi-wa.r-R",92.57,6,6,"m","s"
