"word","pron","lemme","freq","islem","len","phlen","voisorth","voisphon","syll","nbsyll","Moy_Consistance_GP","Min_Consistance_GP","Nb_Irregular_GP","Pos_Irregular_GP","Moy_Consistance_PG","Min_Consistance_PG","Nb_Irregular_PG","Pos_Irregular_PG","Decom_GP"
"!lendemain!","!l@d°m5!","lendemain",149.26,1,11,8,0,0,"l@-d°-m5",3,"0,9","0,53","0","0","0,74","0,12","2","2","l-l.en-@.d-d.e-°.m-m.ain-5"
"!lent!","!l@!","lent",64.12,1,6,4,7,29,"l@",1,"0,67","0,34","1","2","0,67","0,34","1","2","l-l.ent-@"
"!lente!","!l@t!","lente",1.35,1,7,5,12,21,"l@t",1,"0,96","0,9","0","0","0,68","0,4","1","2","l-l.en-@.t-t.e-#"
"!lentement!","!l@t°m@!","lentement",156.55,1,11,8,1,1,"l@-t°-m@",3,"0,78","0,34","1","6","0,76","0,34","2","2","l-l.en-@.t-t.e-°.m-m.ent-@"
"!lenteur!","!l@t9R!","lenteur",22.5,1,9,7,3,7,"l@-t9R",2,"0,88","0,57","0","0","0,84","0,4","1","2","l-l.en-@.t-t.eu-9.r-R"
"!lentille!","!l@tij!","lentille",8.24,1,10,7,1,2,"l@-tij",2,"0,84","0,38","1","4","0,66","0,4","1","2","l-l.en-@.t-t.ill-ij.e-#"
"!lequel!","!l°kEl!","lequel",137.09,1,8,7,0,3,"l°-kEl",2,"0,77","0,38","1","4","0,78","0,3","1","3","l-l.e-°.qu-k.e-E.l-l"
"!lerche!","!lERS!","lerche",4.12,1,8,6,2,3,"lERS",1,"0,86","0,38","1","2","0,79","0,4","0","0","l-l.e-E.r-R.ch-S.e-#"
"!les!","!le!","les",1412.23,1,5,4,19,29,"le",1,"0,67","0,04","1","2","0,41","0,04","2","2","l-l.e-e.s-#"
"!lesbien!","!lEzbj5!","lesbien",1.15,1,9,8,0,0,"lEz-bj5",2,"0,68","0,24","2","2","0,8","0,44","0","0","l-l.e-E.s-z.b-b.i-j.en-5"
"!lesquelles!","!lEkEl!","lesquelles",43.11,1,12,7,1,3,"lE-kEl",2,"0,66","0","3","2","0,41","0,02","4","3","l-l.e-E.s-#.qu-k.e-E.ll-l.es-#"
"!lesquels!","!lEkEl!","lesquels",47.91,1,10,7,1,3,"lE-kEl",2,"0,67","0","3","2","0,52","0,02","3","3","l-l.e-E.s-#.qu-k.e-E.l-l.s-#"
"!lessive!","!lesiv!","lessive",8.78,1,9,7,2,1,"le-siv",2,"0,8","0,04","1","2","0,61","0,04","2","2","l-l.e-e.ss-s.i-i.v-v.e-#"
"!lessiver!","!lesive!","lessiver",3.31,1,10,8,1,1,"le-si-ve",3,"0,8","0,04","1","2","0,6","0,04","3","2","l-l.e-e.ss-s.i-i.v-v.er-e"
"!leste!","!lEst!","leste",1.42,1,7,6,11,15,"lEst",1,"0,76","0,38","2","2","0,66","0,38","0","0","l-l.e-E.s-s.t-t.e-#"
"!lester!","!lEste!","lester",2.7,1,8,7,7,6,"lEs-te",2,"0,76","0,38","2","2","0,65","0,32","1","5","l-l.e-E.s-s.t-t.er-e"
"!lettre!","!lEtR!","lettre",256.01,1,8,6,2,11,"lEtR",1,"0,88","0,38","1","2","0,61","0,07","1","3","l-l.e-E.tt-t.r-R.e-#"
"!lettré!","!letRe!","lettré",2.3,1,8,7,1,5,"le-tRe",2,"0,81","0,04","1","2","0,5","0,04","2","2","l-l.e-e.tt-t.r-R.é-e"
"!leu!","!l2!","leu",4.73,1,5,4,12,25,"l2",1,"0,98","0,96","0","0","0,94","0,88","0","0","l-l.eu-2"
"!leur!","!l9R!","leur",427.5,1,6,5,3,12,"l9R",1,"0,85","0,57","0","0","0,96","0,87","0","0","l-l.eu-9.r-R"
"!leurre!","!l9R!","leurre",2.91,1,8,5,3,12,"l9R",1,"0,89","0,57","0","0","0,58","0,03","1","3","l-l.eu-9.rr-R.e-#"
"!leurrer!","!l9Re!","leurrer",1.96,1,9,6,3,4,"l9-Re",2,"0,89","0,57","0","0","0,56","0,03","2","3","l-l.eu-9.rr-R.er-e"
"!leurs!","!l9R!","leurs",886.55,1,7,5,3,12,"l9R",1,"0,88","0,57","0","0","0,76","0,18","1","4","l-l.eu-9.r-R.s-#"
"!leurs!","!l9R!","leurs",9.53,1,7,5,3,12,"l9R",1,"0,88","0,57","0","0","0,76","0,18","1","4","l-l.eu-9.r-R.s-#"
"!levant!","!l°v@!","levant",2.43,1,8,6,4,10,"l°-v@",2,"0,88","0,53","0","0","0,91","0,64","0","0","l-l.e-°.v-v.ant-@"
"!levant!","!l°v@!","levant",5.88,1,8,6,4,10,"l°-v@",2,"0,88","0,53","0","0","0,91","0,64","0","0","l-l.e-°.v-v.ant-@"
"!lever!","!l°ve!","lever",9.12,1,7,6,3,8,"l°-ve",2,"0,88","0,53","0","0","0,83","0,32","1","4","l-l.e-°.v-v.er-e"
"!lever!","!l°ve!","lever",440.74,1,7,6,3,8,"l°-ve",2,"0,88","0,53","0","0","0,83","0,32","1","4","l-l.e-°.v-v.er-e"
"!levier!","!l°vje!","levier",5.27,1,8,7,1,2,"l°-vje",2,"0,75","0,24","1","4","0,83","0,32","1","5","l-l.e-°.v-v.i-j.er-e"
"!levrette!","!l°vREt!","levrette",1.01,1,10,8,0,1,"l°-vREt",2,"0,84","0,38","1","5","0,72","0,07","1","6","l-l.e-°.v-v.r-R.e-E.tt-t.e-#"
"!levé!","!l°ve!","levé",26.01,1,6,6,3,8,"l°-ve",2,"0,88","0,53","0","0","0,85","0,42","0","0","l-l.e-°.v-v.é-e"
"!levée!","!l°ve!","levée",4.73,1,7,6,3,8,"l°-ve",2,"0,91","0,53","0","0","0,86","0,4","0","0","l-l.e-°.v-v.é-e.e-#"
"!leçon!","!l°s&!","leçon",48.72,1,7,6,0,5,"l°-s§",2,"0,88","0,53","0","0","0,59","0,02","2","3","l-l.e-°.ç-s.on-§"
"!li!","!li!","li",1.76,1,4,4,17,29,"li",1,"1","1","0","0","0,72","0,44","0","0","l-l.i-i"
"!liaison!","!ljEz&!","liaison",31.96,1,9,7,0,0,"ljE-z§",2,"0,73","0,24","1","2","0,66","0,15","2","3","l-l.i-j.ai-E.s-z.on-§"
"!liane!","!ljan!","liane",4.59,1,7,6,4,6,"ljan",1,"0,85","0,24","1","2","0,79","0,4","0","0","l-l.i-j.a-a.n-n.e-#"
"!liasse!","!ljas!","liasse",11.69,1,8,6,1,7,"ljas",1,"0,85","0,24","1","2","0,69","0,27","1","4","l-l.i-j.a-a.ss-s.e-#"
"!libanais!","!libanE!","libanais",4.19,1,10,8,0,0,"li-ba-nE",3,"0,94","0,75","0","0","0,71","0,15","2","6","l-l.i-i.b-b.a-a.n-n.ai-E.s-#"
"!libanais!","!libanE!","libanais",1.69,1,10,8,0,0,"li-ba-nE",3,"0,94","0,75","0","0","0,71","0,15","2","6","l-l.i-i.b-b.a-a.n-n.ai-E.s-#"
"!libation!","!libasj&!","libation",1.49,1,10,9,0,0,"li-ba-sj§",3,"0,72","0,07","2","5","0,74","0,1","2","5","l-l.i-i.b-b.a-a.t-s.i-j.on-§"
"!libellule!","!libelyl!","libellule",3.38,1,11,9,0,1,"li-be-lyl",3,"0,82","0,04","1","4","0,67","0,04","2","4","l-l.i-i.b-b.e-e.ll-l.u-y.l-l.e-#"
"!libertin!","!libERt5!","libertin",1.76,1,10,9,0,1,"li-bER-t5",3,"0,86","0,38","1","4","0,83","0,37","1","7","l-l.i-i.b-b.e-E.r-R.t-t.in-5"
"!libertin!","!libERt5!","libertin",3.24,1,10,9,0,1,"li-bER-t5",3,"0,86","0,38","1","4","0,83","0,37","1","7","l-l.i-i.b-b.e-E.r-R.t-t.in-5"
"!libertinage!","!libERtinaZ!","libertinage",1.35,1,13,12,0,0,"li-bER-ti-naZ",4,"0,88","0,38","1","4","0,91","0,61","0","0","l-l.i-i.b-b.e-E.r-R.t-t.i-i.n-n.a-a.ge-Z"
"!liberté!","!libERte!","liberté",97.97,1,9,9,0,1,"li-bER-te",3,"0,86","0,38","1","4","0,84","0,42","0","0","l-l.i-i.b-b.e-E.r-R.t-t.é-e"
"!libido!","!libido!","libido",1.22,1,8,8,0,0,"li-bi-do",3,"0,91","0,75","0","0","0,94","0,73","0","0","l-l.i-i.b-b.i-i.d-d.o-o"
"!libraire!","!libRER!","libraire",5.34,1,10,8,0,1,"li-bRER",2,"0,94","0,75","0","0","0,77","0,15","1","5","l-l.i-i.b-b.r-R.ai-E.r-R.e-#"
"!librairie!","!libReRi!","librairie",9.59,1,11,9,0,0,"li-bRe-Ri",3,"0,82","0,09","1","5","0,78","0,01","1","5","l-l.i-i.b-b.r-R.ai-e.r-R.i-i.e-#"
"!libre!","!libR!","libre",167.91,1,7,6,5,6,"libR",1,"0,94","0,75","0","0","0,86","0,4","0","0","l-l.i-i.b-b.r-R.e-#"
"!librement!","!libR°m@!","librement",12.84,1,11,9,0,0,"li-bR°-m@",3,"0,8","0,34","1","7","0,88","0,34","1","7","l-l.i-i.b-b.r-R.e-°.m-m.ent-@"
"!libéral!","!libeRal!","libéral",7.23,1,9,9,1,1,"li-be-Ral",3,"0,95","0,75","0","0","0,97","0,92","0","0","l-l.i-i.b-b.é-e.r-R.a-a.l-l"
"!libéral!","!libeRal!","libéral",1.62,1,9,9,1,1,"li-be-Ral",3,"0,95","0,75","0","0","0,97","0,92","0","0","l-l.i-i.b-b.é-e.r-R.a-a.l-l"
"!libéralisme!","!libeRalizm!","libéralisme",1.49,1,13,12,0,0,"li-be-Ra-lizm",4,"0,9","0,51","0","0","0,9","0,4","0","0","l-l.i-i.b-b.é-e.r-R.a-a.l-l.i-i.s-z.m-m.e-#"
"!libérateur!","!libeRat9R!","libérateur",2.43,1,12,11,0,1,"li-be-Ra-t9R",4,"0,91","0,57","0","0","0,95","0,87","0","0","l-l.i-i.b-b.é-e.r-R.a-a.t-t.eu-9.r-R"
"!libérateur!","!libeRat9R!","libérateur",1.01,1,12,11,0,1,"li-be-Ra-t9R",4,"0,91","0,57","0","0","0,95","0,87","0","0","l-l.i-i.b-b.é-e.r-R.a-a.t-t.eu-9.r-R"
"!libération!","!libeRasj&!","libération",45,1,12,11,0,0,"li-be-Ra-sj§",4,"0,78","0,07","2","7","0,79","0,1","2","7","l-l.i-i.b-b.é-e.r-R.a-a.t-s.i-j.on-§"
"!libérer!","!libeRe!","libérer",48.51,1,9,8,1,7,"li-be-Re",3,"0,95","0,75","0","0","0,86","0,32","1","6","l-l.i-i.b-b.é-e.r-R.er-e"
"!libéré!","!libeRe!","libéré",10,1,8,8,3,7,"li-be-Re",3,"0,95","0,75","0","0","0,88","0,42","0","0","l-l.i-i.b-b.é-e.r-R.é-e"
"!lice!","!lis!","lice",1.42,1,6,5,12,27,"lis",1,"0,77","0,35","1","3","0,64","0,21","1","3","l-l.i-i.c-s.e-#"
"!licence!","!lis@s!","licence",7.84,1,9,7,0,0,"li-s@s",2,"0,72","0,35","2","3","0,53","0,21","3","3","l-l.i-i.c-s.en-@.c-s.e-#"
"!licencier!","!lis@sje!","licencier",1.49,1,11,9,1,4,"li-s@-sje",3,"0,65","0,24","3","3","0,56","0,21","4","3","l-l.i-i.c-s.en-@.c-s.i-j.er-e"
"!lichen!","!likEn!","lichen",2.7,1,8,7,1,2,"li-kEn",2,"0,63","0,06","2","3","0,71","0,02","1","3","l-l.i-i.ch-k.e-E.n-n"
"!licorne!","!likORn!","licorne",1.82,1,9,8,2,2,"li-kORn",2,"0,81","0,3","1","4","0,81","0,4","0","0","l-l.i-i.c-k.o-O.r-R.n-n.e-#"
"!lie!","!li!","lie",2.36,1,5,4,15,29,"li",1,"0,92","0,75","0","0","0,78","0,4","0","0","l-l.i-i.e-#"
"!lien!","!lj5!","lien",38.38,1,6,5,11,14,"lj5",1,"0,74","0,24","1","2","0,76","0,44","0","0","l-l.i-j.en-5"
"!lier!","!lje!","lier",46.08,1,6,5,9,17,"lje",1,"0,75","0,24","1","2","0,72","0,32","1","3","l-l.i-j.er-e"
"!lierre!","!ljER!","lierre",6.35,1,8,6,1,13,"ljER",1,"0,72","0,24","2","2","0,57","0,03","1","4","l-l.i-j.e-E.rr-R.e-#"
"!liesse!","!ljEs!","liesse",2.23,1,8,6,2,5,"ljEs",1,"0,72","0,24","2","2","0,62","0,27","1","4","l-l.i-j.e-E.ss-s.e-#"
"!lieu!","!lj2!","lieu",267.57,1,6,5,8,13,"lj2",1,"0,73","0,24","1","2","0,9","0,83","0","0","l-l.i-j.eu-2"
"!lieue!","!lj2!","lieue",10.47,1,7,5,4,13,"lj2",1,"0,67","0,24","2","2","0,77","0,4","0","0","l-l.i-j.eu-2.e-#"
"!lieutenant!","!lj2t°n@!","lieutenant",54.93,1,12,9,0,0,"lj2-t°-n@",3,"0,73","0,24","2","2","0,86","0,64","0","0","l-l.i-j.eu-2.t-t.e-°.n-n.ant-@"
"!ligne!","!liN!","ligne",162.3,1,7,5,10,19,"liN",1,"0,94","0,75","0","0","0,84","0,4","0","0","l-l.i-i.gn-N.e-#"
"!lignée!","!liNe!","lignée",5.07,1,8,6,1,13,"li-Ne",2,"0,95","0,75","0","0","0,85","0,4","0","0","l-l.i-i.gn-N.é-e.e-#"
"!ligoter!","!ligote!","ligoter",5.07,1,9,8,2,5,"li-go-te",3,"0,82","0,52","0","0","0,81","0,32","1","6","l-l.i-i.g-g.o-o.t-t.er-e"
"!ligoté!","!ligote!","ligoté",1.42,1,8,8,4,5,"li-go-te",3,"0,82","0,52","0","0","0,82","0,42","0","0","l-l.i-i.g-g.o-o.t-t.é-e"
"!ligue!","!lig!","ligue",2.09,1,7,5,11,23,"lig",1,"0,92","0,75","0","0","0,64","0,21","1","3","l-l.i-i.gu-g.e-#"
"!liguer!","!lige!","liguer",1.76,1,8,6,4,12,"li-ge",2,"0,92","0,75","0","0","0,62","0,21","2","3","l-l.i-i.gu-g.er-e"
"!lilas!","!lila!","lilas",1.76,1,7,6,1,9,"li-la",2,"0,94","0,75","0","0","0,8","0,18","1","5","l-l.i-i.l-l.a-a.s-#"
"!lilas!","!lila!","lilas",5.47,1,7,6,1,9,"li-la",2,"0,94","0,75","0","0","0,8","0,18","1","5","l-l.i-i.l-l.a-a.s-#"
"!limace!","!limas!","limace",6.35,1,8,7,1,2,"li-mas",2,"0,85","0,35","1","5","0,74","0,21","1","5","l-l.i-i.m-m.a-a.c-s.e-#"
"!limaille!","!limaj!","limaille",1.55,1,10,7,0,3,"li-maj",2,"0,89","0,62","0","0","0,73","0,12","1","5","l-l.i-i.m-m.a-a.ill-j.e-#"
"!limbe!","!l5b!","limbe",3.18,1,7,5,3,7,"l5b",1,"0,99","0,96","0","0","0,61","0,06","1","2","l-l.im-5.b-b.e-#"
"!lime!","!lim!","lime",3.65,1,6,5,15,26,"lim",1,"0,94","0,75","0","0","0,82","0,4","0","0","l-l.i-i.m-m.e-#"
"!limer!","!lime!","limer",3.11,1,7,6,8,15,"li-me",2,"0,94","0,75","0","0","0,8","0,32","1","4","l-l.i-i.m-m.er-e"
"!limite!","!limit!","limite",47.23,1,8,7,3,3,"li-mit",2,"0,9","0,75","0","0","0,85","0,4","0","0","l-l.i-i.m-m.i-i.t-t.e-#"
"!limiter!","!limite!","limiter",19.26,1,9,8,2,4,"li-mi-te",3,"0,9","0,75","0","0","0,84","0,32","1","6","l-l.i-i.m-m.i-i.t-t.er-e"
"!limité!","!limite!","limité",6.35,1,8,8,2,4,"li-mi-te",3,"0,9","0,75","0","0","0,86","0,42","0","0","l-l.i-i.m-m.i-i.t-t.é-e"
"!limon!","!lim&!","limon",3.45,1,7,6,4,9,"li-m§",2,"0,94","0,75","0","0","0,8","0,35","1","4","l-l.i-i.m-m.on-§"
"!limonade!","!limonad!","limonade",6.15,1,10,9,0,0,"li-mo-nad",3,"0,93","0,7","0","0","0,86","0,4","0","0","l-l.i-i.m-m.o-o.n-n.a-a.d-d.e-#"
"!limousin!","!limuz5!","limousin",1.15,1,10,8,0,0,"li-mu-z5",3,"0,86","0,51","0","0","0,86","0,37","1","6","l-l.i-i.m-m.ou-u.s-z.in-5"
"!limousin!","!limuz5!","limousin",3.78,1,10,8,0,0,"li-mu-z5",3,"0,86","0,51","0","0","0,86","0,37","1","6","l-l.i-i.m-m.ou-u.s-z.in-5"
"!limpide!","!l5pid!","limpide",12.16,1,9,7,0,2,"l5-pid",2,"0,96","0,75","0","0","0,71","0,06","1","2","l-l.im-5.p-p.i-i.d-d.e-#"
"!limpidité!","!l5pidite!","limpidité",1.62,1,11,10,0,0,"l5-pi-di-te",4,"0,93","0,75","0","0","0,77","0,06","1","2","l-l.im-5.p-p.i-i.d-d.i-i.t-t.é-e"
"!lin!","!l5!","lin",6.08,1,5,4,12,27,"l5",1,"1","1","0","0","0,68","0,37","1","2","l-l.in-5"
"!linceul!","!l5s9l!","linceul",2.7,1,9,7,0,0,"l5-s9l",2,"0,78","0,35","1","3","0,71","0,21","1","3","l-l.in-5.c-s.eu-9.l-l"
"!linge!","!l5Z!","linge",47.3,1,7,5,6,9,"l5Z",1,"1","1","0","0","0,83","0,49","0","0","l-l.in-5.ge-Z"
"!lingerie!","!l5Z°Ri!","lingerie",5.34,1,10,8,1,1,"l5-Z°-Ri",3,"0,82","0,47","1","3","0,79","0,4","0","0","l-l.in-5.g-Z.e-°.r-R.i-i.e-#"
"!lingot!","!l5go!","lingot",2.36,1,8,6,0,6,"l5-go",2,"0,81","0,52","0","0","0,63","0,01","1","5","l-l.in-5.g-g.o-o.t-#"
"!linguistique!","!l5gyistik!","linguistique",1.55,1,14,11,0,0,"l5-g8is-tik",3,"0,77","0,03","2","3","0,71","0,3","1","8","l-l.in-5.gu-g8.i-i.s-s.t-t.i-i.qu-k.e-#"
"!lino!","!lino!","lino",1.69,1,6,6,6,10,"li-no",2,"0,94","0,75","0","0","0,86","0,73","0","0","l-l.i-i.n-n.o-o"
"!linoléum!","!linoleOm!","linoléum",2.64,1,10,10,0,0,"li-no-le-Om",4,"0,81","0,01","1","7","0,8","0,02","1","7","l-l.i-i.n-n.o-o.l-l.é-e.u-O.m-m"
"!linteau!","!l5to!","linteau",1.08,1,9,6,0,4,"l5-to",2,"0,98","0,93","0","0","0,66","0,22","1","4","l-l.in-5.t-t.eau-o"
"!linéaire!","!lineER!","linéaire",1.08,1,10,8,0,0,"li-ne-ER",3,"0,95","0,75","0","0","0,73","0,15","1","5","l-l.i-i.n-n.é-e.ai-E.r-R.e-#"
"!lion!","!lj&!","lion",33.04,1,6,5,3,14,"lj§",1,"0,75","0,24","1","2","0,72","0,35","1","3","l-l.i-j.on-§"
"!lionceau!","!lj&so!","lionceau",1.01,1,10,7,0,0,"lj§-so",2,"0,72","0,24","2","2","0,61","0,21","2","4","l-l.i-j.on-§.c-s.eau-o"
"!lippe!","!lip!","lippe",1.89,1,7,5,2,28,"lip",1,"0,94","0,75","0","0","0,61","0,1","1","3","l-l.i-i.pp-p.e-#"
"!lippu!","!lipy!","lippu",1.01,1,7,6,1,1,"li-py",2,"0,93","0,75","0","0","0,68","0,1","1","3","l-l.i-i.pp-p.u-y"
"!liquette!","!likEt!","liquette",1.49,1,10,7,4,11,"li-kEt",2,"0,85","0,38","1","4","0,55","0,07","2","3","l-l.i-i.qu-k.e-E.tt-t.e-#"
"!liqueur!","!lik9R!","liqueur",4.26,1,9,7,2,6,"li-k9R",2,"0,86","0,57","0","0","0,83","0,3","1","3","l-l.i-i.qu-k.eu-9.r-R"
"!liquidation!","!likidasj&!","liquidation",3.11,1,13,11,0,0,"li-ki-da-sj§",4,"0,75","0,07","2","7","0,72","0,1","3","3","l-l.i-i.qu-k.i-i.d-d.a-a.t-s.i-j.on-§"
"!liquide!","!likid!","liquide",14.86,1,9,7,2,2,"li-kid",2,"0,91","0,75","0","0","0,77","0,3","1","3","l-l.i-i.qu-k.i-i.d-d.e-#"
"!liquide!","!likid!","liquide",19.19,1,9,7,2,2,"li-kid",2,"0,91","0,75","0","0","0,77","0,3","1","3","l-l.i-i.qu-k.i-i.d-d.e-#"
"!liquider!","!likide!","liquider",10.74,1,10,8,2,4,"li-ki-de",3,"0,91","0,75","0","0","0,75","0,3","2","3","l-l.i-i.qu-k.i-i.d-d.er-e"
"!liquéfier!","!likefje!","liquéfier",2.43,1,11,9,0,1,"li-ke-fje",3,"0,85","0,24","1","6","0,71","0,3","2","3","l-l.i-i.qu-k.é-e.f-f.i-j.er-e"
"!lire!","!liR!","lire",10.27,1,6,5,22,32,"liR",1,"0,94","0,75","0","0","0,83","0,4","0","0","l-l.i-i.r-R.e-#"
"!lire!","!liR!","lire",324.8,1,6,5,22,32,"liR",1,"0,94","0,75","0","0","0,83","0,4","0","0","l-l.i-i.r-R.e-#"
"!lis!","!lis!","lis",3.45,1,5,5,24,27,"lis",1,"1","1","0","0","0,6","0,2","1","2","l-l.is-i"
"!liseron!","!liz°R&!","liseron",1.08,1,9,8,0,3,"li-z°-R§",3,"0,8","0,51","0","0","0,87","0,35","1","6","l-l.i-i.s-z.e-°.r-R.on-§"
"!liseur!","!liz9R!","liseur",1.49,1,8,7,2,8,"li-z9R",2,"0,76","0,51","0","0","0,96","0,87","0","0","l-l.i-i.s-z.eu-9.r-R"
"!lisible!","!lizibl!","lisible",3.58,1,9,8,2,2,"li-zibl",2,"0,85","0,51","0","0","0,88","0,4","0","0","l-l.i-i.s-z.i-i.b-b.l-l.e-#"
"!lisière!","!lizjER!","lisière",18.24,1,9,8,2,3,"li-zjER",2,"0,78","0,24","1","4","0,75","0,16","1","5","l-l.i-i.s-z.i-j.è-E.r-R.e-#"
"!lisse!","!lis!","lisse",33.58,1,7,5,10,27,"lis",1,"0,94","0,75","0","0","0,65","0,27","1","3","l-l.i-i.ss-s.e-#"
"!lisse!","!lis!","lisse",2.03,1,7,5,10,27,"lis",1,"0,94","0,75","0","0","0,65","0,27","1","3","l-l.i-i.ss-s.e-#"
"!lisser!","!lise!","lisser",11.35,1,8,6,10,22,"li-se",2,"0,94","0,75","0","0","0,63","0,27","2","3","l-l.i-i.ss-s.er-e"
"!liste!","!list!","liste",24.32,1,7,6,5,13,"list",1,"0,83","0,49","1","3","0,73","0,38","0","0","l-l.i-i.s-s.t-t.e-#"
"!liséré!","!lizeRe!","liséré",2.5,1,8,8,2,3,"li-ze-Re",3,"0,88","0,51","0","0","0,87","0,42","0","0","l-l.i-i.s-z.é-e.r-R.é-e"
"!lit!","!li!","lit",338.18,1,5,4,19,29,"li",1,"1","1","0","0","0,61","0,22","1","2","l-l.it-i"
"!litanie!","!litani!","litanie",7.09,1,9,8,0,0,"li-ta-ni",3,"0,92","0,75","0","0","0,85","0,4","0","0","l-l.i-i.t-t.a-a.n-n.i-i.e-#"
"!literie!","!lit°Ri!","literie",2.03,1,9,8,1,2,"li-t°-Ri",3,"0,85","0,53","0","0","0,88","0,4","0","0","l-l.i-i.t-t.e-°.r-R.i-i.e-#"
"!litige!","!litiZ!","litige",1.42,1,8,7,0,1,"li-tiZ",2,"0,88","0,75","0","0","0,96","0,91","0","0","l-l.i-i.t-t.i-i.ge-Z"
"!litière!","!litjER!","litière",6.15,1,9,8,1,2,"li-tjER",2,"0,84","0,24","1","4","0,74","0,16","1","5","l-l.i-i.t-t.i-j.è-E.r-R.e-#"
"!litre!","!litR!","litre",18.51,1,7,6,8,13,"litR",1,"0,93","0,75","0","0","0,85","0,4","0","0","l-l.i-i.t-t.r-R.e-#"
"!litron!","!litR&!","litron",3.18,1,8,7,2,4,"li-tR§",2,"0,93","0,75","0","0","0,84","0,35","1","5","l-l.i-i.t-t.r-R.on-§"
"!littoral!","!litoRal!","littoral",3.11,1,10,9,1,1,"li-to-Ral",3,"0,92","0,7","0","0","0,83","0,07","1","3","l-l.i-i.tt-t.o-o.r-R.a-a.l-l"
"!littéraire!","!liteRER!","littéraire",17.16,1,12,9,0,1,"li-te-RER",3,"0,96","0,75","0","0","0,68","0,07","2","3","l-l.i-i.tt-t.é-e.r-R.ai-E.r-R.e-#"
"!littéral!","!liteRal!","littéral",1.49,1,10,9,1,3,"li-te-Ral",3,"0,96","0,75","0","0","0,84","0,07","1","3","l-l.i-i.tt-t.é-e.r-R.a-a.l-l"
"!littéralement!","!liteRal°m@!","littéralement",10.95,1,15,12,0,2,"li-te-Ra-l°-m@",5,"0,86","0,34","1","10","0,8","0,07","2","3","l-l.i-i.tt-t.é-e.r-R.a-a.l-l.e-°.m-m.ent-@"
"!littérateur!","!liteRat9R!","littérateur",1.01,1,13,11,0,2,"li-te-Ra-t9R",4,"0,91","0,57","0","0","0,85","0,07","1","3","l-l.i-i.tt-t.é-e.r-R.a-a.t-t.eu-9.r-R"
"!littérature!","!liteRatyR!","littérature",36.89,1,13,11,0,1,"li-te-Ra-tyR",4,"0,96","0,75","0","0","0,81","0,07","1","3","l-l.i-i.tt-t.é-e.r-R.a-a.t-t.u-y.r-R.e-#"
"!liturgie!","!lityRZi!","liturgie",2.16,1,10,9,0,0,"li-tyR-Zi",3,"0,85","0,47","1","6","0,86","0,4","0","0","l-l.i-i.t-t.u-y.r-R.g-Z.i-i.e-#"
"!liturgique!","!lityRZik!","liturgique",1.08,1,12,10,0,0,"li-tyR-Zik",3,"0,86","0,47","1","6","0,8","0,3","1","8","l-l.i-i.t-t.u-y.r-R.g-Z.i-i.qu-k.e-#"
"!livide!","!livid!","livide",10.54,1,8,7,1,3,"li-vid",2,"0,92","0,75","0","0","0,88","0,4","0","0","l-l.i-i.v-v.i-i.d-d.e-#"
"!living!","!liviG!","living",2.84,1,8,7,0,2,"li-viG",2,"0,9","0,75","0","0","0,97","0,95","0","0","l-l.i-i.v-v.i-i.ng-G"
"!livraison!","!livREz&!","livraison",8.58,1,11,9,0,0,"li-vRE-z§",3,"0,88","0,51","0","0","0,77","0,15","2","5","l-l.i-i.v-v.r-R.ai-E.s-z.on-§"
"!livre!","!livR!","livre",286.49,1,7,6,7,5,"livR",1,"0,95","0,75","0","0","0,86","0,4","0","0","l-l.i-i.v-v.r-R.e-#"
"!livrer!","!livRe!","livrer",84.93,1,8,7,5,7,"li-vRe",2,"0,95","0,75","0","0","0,85","0,32","1","5","l-l.i-i.v-v.r-R.er-e"
"!livret!","!livRE!","livret",5.41,1,8,7,4,7,"li-vRE",2,"0,95","0,75","0","0","0,79","0,02","1","5","l-l.i-i.v-v.r-R.et-E"
"!livreur!","!livR9R!","livreur",3.99,1,9,8,0,1,"li-vR9R",2,"0,89","0,57","0","0","0,96","0,87","0","0","l-l.i-i.v-v.r-R.eu-9.r-R"
"!livrée!","!livRe!","livrée",4.26,1,8,7,2,7,"li-vRe",2,"0,96","0,75","0","0","0,87","0,4","0","0","l-l.i-i.v-v.r-R.é-e.e-#"
"!liège!","!ljEZ!","liège",3.78,1,7,6,4,5,"ljEZ",1,"0,81","0,24","1","2","0,75","0,16","1","3","l-l.i-j.è-E.ge-Z"
"!lièvre!","!ljEvR!","lièvre",7.03,1,8,7,2,2,"ljEvR",1,"0,87","0,24","1","2","0,73","0,16","1","3","l-l.i-j.è-E.v-v.r-R.e-#"
"!lié!","!lje!","lié",5.14,1,5,5,7,17,"lje",1,"0,75","0,24","1","2","0,75","0,42","0","0","l-l.i-j.é-e"
"!lobe!","!lOb!","lobe",2.09,1,6,5,9,18,"lOb",1,"0,81","0,3","1","2","0,84","0,4","0","0","l-l.o-O.b-b.e-#"
"!local!","!lokal!","local",22.84,1,7,7,4,4,"lo-kal",2,"0,86","0,64","0","0","0,89","0,6","0","0","l-l.o-o.c-k.a-a.l-l"
"!local!","!lokal!","local",11.89,1,7,7,4,4,"lo-kal",2,"0,86","0,64","0","0","0,89","0,6","0","0","l-l.o-o.c-k.a-a.l-l"
