word,pron,phono,segm,pseg,gpmatch
narine,naRin,na.Rin,n.a.r.i.n.e,n.a.R.i.n.#,n-n.a-a.r-R.i-i.n-n.e-#
narines,naRin,na.Rin,n.a.r.i.n.e.s,n.a.R.i.n.#.#,n-n.a-a.r-R.i-i.n-n.e-#.s-#
naseaux,nazo,na.zo,n.a.s.eau.x,n.a.z.o.#,n-n.a-a.s-z.eau-o.x-#
natacha,nataSa,na.ta.Sa,n.a.t.a.ch.a,n.a.t.a.S.a,n-n.a-a.t-t.a-a.ch-S.a-a
natation,natasj§,na.ta.sj§,n.a.t.a.t.i.on,n.a.t.a.s.j.§,n-n.a-a.t-t.a-a.t-s.i-j.on-§
nathalie,natali,na.ta.li,n.a.th.a.l.i.e,n.a.t.a.l.i.#,n-n.a-a.th-t.a-a.l-l.i-i.e-#
nationale,nasjonal,na.sjo.nal,n.a.t.i.o.n.a.l.e,n.a.s.j.o.n.a.l.#,n-n.a-a.t-s.i-j.o-o.n-n.a-a.l-l.e-#
nativité,nativite,na.ti.vi.te,n.a.t.i.v.i.t.é,n.a.t.i.v.i.t.e,n-n.a-a.t-t.i-i.v-v.i-i.t-t.é-e
natte,nat,nat,n.a.tt.e,n.a.t.#,n-n.a-a.tt-t.e-#
nattes,nat,nat,n.a.tt.e.s,n.a.t.#.#,n-n.a-a.tt-t.e-#.s-#
nature,natyR,na.tyR,n.a.t.u.r.e,n.a.t.y.R.#,n-n.a-a.t-t.u-y.r-R.e-#
nature,natyR,na.tyR,n.a.t.u.r.e,n.a.t.y.R.#,n-n.a-a.t-t.u-y.r-R.e-#
naturel,natyRel,na.ty.Rel,n.a.t.u.r.e.l,n.a.t.y.R.e.l,n-n.a-a.t-t.u-y.r-R.e-e.l-l
naturellement,natyRelm@,na.ty.Rel.m@,n.a.t.u.r.e.ll.e.m.en.t,n.a.t.y.R.e.l.#.m.@.#,n-n.a-a.t-t.u-y.r-R.e-e.ll-l.e-#.m-m.en-@.t-#
naufrage,nofRaZ,no.fRaZ,n.au.f.r.a.g.e,n.o.f.R.a.Z.#,n-n.au-o.f-f.r-R.a-a.g-Z.e-#
naufrages,nofRaZ,no.fRaZ,n.au.f.r.a.g.e.s,n.o.f.R.a.Z.#.#,n-n.au-o.f-f.r-R.a-a.g-Z.e-#.s-#
naval,naval,na.val,n.a.v.a.l,n.a.v.a.l,n-n.a-a.v-v.a-a.l-l
navet,nave,na.ve,n.a.v.e.t,n.a.v.e.#,n-n.a-a.v-v.e-e.t-#
navets,nave,na.ve,n.a.v.e.t.s,n.a.v.e.#.#,n-n.a-a.v-v.e-e.t-#.s-#
naviguer,navige,na.vi.ge,n.a.v.i.gu.er,n.a.v.i.g.e,n-n.a-a.v-v.i-i.gu-g.er-e
navire,naviR,na.viR,n.a.v.i.r.e,n.a.v.i.R.#,n-n.a-a.v-v.i-i.r-R.e-#
ne,n*,n*,n.e,n.*,n-n.e-*
né,ne,ne,n.é,n.e,n-n.é-e
nécessaire,neseseR,ne.se.seR,n.é.c.e.ss.ai.r.e,n.e.s.e.s.e.R.#,n-n.é-e.c-s.e-e.ss-s.ai-e.r-R.e-#
nécessaires,neseseR,ne.se.seR,n.é.c.e.ss.ai.r.e.s,n.e.s.e.s.e.R.#.#,n-n.é-e.c-s.e-e.ss-s.ai-e.r-R.e-#.s-#
née,ne,ne,n.é.e,n.e.#,n-n.é-e.e-#
neige,neZ,neZ,n.ei.g.e,n.e.Z.#,n-n.ei-e.g-Z.e-#
neige,neZ,neZ,n.ei.g.e,n.e.Z.#,n-n.ei-e.g-Z.e-#
neigé,neZe,ne.Ze,n.ei.g.é,n.e.Z.e,n-n.ei-e.g-Z.é-e
neigeait,neZe,ne.Ze,n.ei.ge.ai.t,n.e.Z.e.#,n-n.ei-e.ge-Z.ai-e.t-#
neiger,neZe,ne.Ze,n.ei.g.er,n.e.Z.e,n-n.ei-e.g-Z.er-e
neiges,neZ,neZ,n.ei.g.e.s,n.e.Z.#.#,n-n.ei-e.g-Z.e-#.s-#
nelly,neli,ne.li,n.e.ll.y,n.e.l.i,n-n.e-e.ll-l.y-i
nénuphar,nenyfaR,ne.ny.faR,n.é.n.u.ph.a.r,n.e.n.y.f.a.R,n-n.é-e.n-n.u-y.ph-f.a-a.r-R
nénuphars,nenyfaR,ne.ny.faR,n.é.n.u.ph.a.r.s,n.e.n.y.f.a.R.#,n-n.é-e.n-n.u-y.ph-f.a-a.r-R.s-#
neptune,neptyn,nep.tyn,n.e.p.t.u.n.e,n.e.p.t.y.n.#,n-n.e-e.p-p.t-t.u-y.n-n.e-#
nerveux,neRv2,neR.v2,n.e.r.v.eu.x,n.e.R.v.2.#,n-n.e-e.r-R.v-v.eu-2.x-#
nés,ne,ne,n.é.s,n.e.#,n-n.é-e.s-#
nés,ne,ne,n.é.s,n.e.#,n-n.é-e.s-#
nestor,nestoR,nes.toR,n.e.s.t.o.r,n.e.s.t.o.R,n-n.e-e.s-s.t-t.o-o.r-R
net,net,net,n.e.t,n.e.t,n-n.e-e.t-t
nette,net,net,n.e.tt.e,n.e.t.#,n-n.e-e.tt-t.e-#
nettement,netm@,net.m@,n.e.tt.e.m.en.t,n.e.t.#.m.@.#,n-n.e-e.tt-t.e-#.m-m.en-@.t-#
nettoie,netwa,ne.twa,n.e.tt.oi.e,n.e.t.wa.#,n-n.e-e.tt-t.oi-wa.e-#
nettoyage,netwajaZ,ne.twa.jaZ,n.e.tt.oy.a.g.e,n.e.t.waj.a.Z.#,n-n.e-e.tt-t.oy-waj.a-a.g-Z.e-#
nettoyait,netwaje,ne.twa.je,n.e.tt.oy.ai.t,n.e.t.waj.e.#,n-n.e-e.tt-t.oy-waj.ai-e.t-#
nettoyer,netwaje,ne.twa.je,n.e.tt.oy.er,n.e.t.waj.e,n-n.e-e.tt-t.oy-waj.er-e
nettoyons,netwaj§,ne.twa.j§,n.e.tt.oy.on.s,n.e.t.waj.§.#,n-n.e-e.tt-t.oy-waj.on-§.s-#
neuf,n2f,n2f,n.eu.f,n.2.f,n-n.eu-2.f-f
neufs,n2f,n2f,n.eu.f.s,n.2.f.#,n-n.eu-2.f-f.s-#
neuve,n2v,n2v,n.eu.v.e,n.2.v.#,n-n.eu-2.v-v.e-#
neuves,n2v,n2v,n.eu.v.e.s,n.2.v.#.#,n-n.eu-2.v-v.e-#.s-#
neveu,n*v2,n*.v2,n.e.v.eu,n.*.v.2,n-n.e-*.v-v.eu-2
neveux,n*v2,n*.v2,n.e.v.eu.x,n.*.v.2.#,n-n.e-*.v-v.eu-2.x-#
nez,ne,ne,n.ez,n.e,n-n.ez-e
ni,ni,ni,n.i,n.i,n-n.i-i
nice,nis,nis,n.i.c.e,n.i.s.#,n-n.i-i.c-s.e-#
niche,niS,niS,n.i.ch.e,n.i.S.#,n-n.i-i.ch-S.e-#
nichée,niSe,ni.Se,n.i.ch.é.e,n.i.S.e.#,n-n.i-i.ch-S.é-e.e-#
nichent,niS,niS,n.i.ch.e.n.t,n.i.S.#.#.#,n-n.i-i.ch-S.e-#.n-#.t-#
nicher,niSe,ni.Se,n.i.ch.er,n.i.S.e,n-n.i-i.ch-S.er-e
nicolas,nikola,ni.ko.la,n.i.c.o.l.a.s,n.i.k.o.l.a.#,n-n.i-i.c-k.o-o.l-l.a-a.s-#
nicole,nikol,ni.kol,n.i.c.o.l.e,n.i.k.o.l.#,n-n.i-i.c-k.o-o.l-l.e-#
nid,ni,ni,n.i.d,n.i.#,n-n.i-i.d-#
nids,ni,ni,n.i.d.s,n.i.#.#,n-n.i-i.d-#.s-#
nièces,njes,njes,n.i.è.c.e.s,n.j.e.s.#.#,n-n.i-j.è-e.c-s.e-#.s-#
nina,nina,ni.na,n.i.n.a,n.i.n.a,n-n.i-i.n-n.a-a
niveau,nivo,ni.vo,n.i.v.eau,n.i.v.o,n-n.i-i.v-v.eau-o
nocturnes,noktyRn*,nok.tyR.n*,n.o.c.t.u.r.n.e.s,n.o.k.t.y.R.n.*.#,n-n.o-o.c-k.t-t.u-y.r-R.n-n.e-*.s-#
noël,noel,no.el,n.o.ë.l,n.o.e.l,n-n.o-o.ë-e.l-l
noëls,noel,no.el,n.o.ë.l.s,n.o.e.l.#,n-n.o-o.ë-e.l-l.s-#
noémie,noemi,no.e.mi,n.o.é.m.i.e,n.o.e.m.i.#,n-n.o-o.é-e.m-m.i-i.e-#
noeud,n2,n2,n.oeu.d,n.2.#,n-n.oeu-2.d-#
noie,nwa,nwa,n.oi.e,n.wa.#,n-n.oi-wa.e-#
noir,nwaR,nwaR,n.oi.r,n.wa.R,n-n.oi-wa.r-R
noir,nwaR,nwaR,n.oi.r,n.wa.R,n-n.oi-wa.r-R
noire,nwaR,nwaR,n.oi.r.e,n.wa.R.#,n-n.oi-wa.r-R.e-#
noires,nwaR,nwaR,n.oi.r.e.s,n.wa.R.#.#,n-n.oi-wa.r-R.e-#.s-#
noirs,nwaR,nwaR,n.oi.r.s,n.wa.R.#,n-n.oi-wa.r-R.s-#
noisette,nwazet,nwa.zet,n.oi.s.e.tt.e,n.wa.z.e.t.#,n-n.oi-wa.s-z.e-e.tt-t.e-#
noisette,nwazet,nwa.zet,n.oi.s.e.tt.e,n.wa.z.e.t.#,n-n.oi-wa.s-z.e-e.tt-t.e-#
noisettes,nwazet,nwa.zet,n.oi.s.e.tt.e.s,n.wa.z.e.t.#.#,n-n.oi-wa.s-z.e-e.tt-t.e-#.s-#
noix,nwa,nwa,n.oi.x,n.wa.#,n-n.oi-wa.x-#
nom,n§,n§,n.om,n.§,n-n.om-§
nombre,n§bR*,n§.bR*,n.om.b.r.e,n.§.b.R.*,n-n.om-§.b-b.r-R.e-*
nombres,n§bR*,n§.bR*,n.om.b.r.e.s,n.§.b.R.*.#,n-n.om-§.b-b.r-R.e-*.s-#
nombreuses,n§bR2z,n§.bR2z,n.om.b.r.eu.s.e.s,n.§.b.R.2.z.#.#,n-n.om-§.b-b.r-R.eu-2.s-z.e-#.s-#
nombreux,n§bR2,n§.bR2,n.om.b.r.eu.x,n.§.b.R.2.#,n-n.om-§.b-b.r-R.eu-2.x-#
nombril,n§bRil,n§.bRil,n.om.b.r.i.l,n.§.b.R.i.l,n-n.om-§.b-b.r-R.i-i.l-l
nomme,nom,nom,n.o.mm.e,n.o.m.#,n-n.o-o.mm-m.e-#
nommé,nome,no.me,n.o.mm.é,n.o.m.e,n-n.o-o.mm-m.é-e
nommée,nome,no.me,n.o.mm.é.e,n.o.m.e.#,n-n.o-o.mm-m.é-e.e-#
noms,n§,n§,n.om.s,n.§.#,n-n.om-§.s-#
non,n§,n§,n.on,n.§,n-n.on-§
nord,noR,noR,n.o.r.d,n.o.R.#,n-n.o-o.r-R.d-#
nord,noR,noR,n.o.r.d,n.o.R.#,n-n.o-o.r-R.d-#
normal,noRmal,noR.mal,n.o.r.m.a.l,n.o.R.m.a.l,n-n.o-o.r-R.m-m.a-a.l-l
normale,noRmal,noR.mal,n.o.r.m.a.l.e,n.o.R.m.a.l.#,n-n.o-o.r-R.m-m.a-a.l-l.e-#
normandie,noRm@di,noR.m@.di,n.o.r.m.an.d.i.e,n.o.R.m.@.d.i.#,n-n.o-o.r-R.m-m.an-@.d-d.i-i.e-#
normands,noRm@,noR.m@,n.o.r.m.an.d.s,n.o.R.m.@.#.#,n-n.o-o.r-R.m-m.an-@.d-#.s-#
normaux,noRmo,noR.mo,n.o.r.m.au.x,n.o.R.m.o.#,n-n.o-o.r-R.m-m.au-o.x-#
normes,noRm*,noR.m*,n.o.r.m.e.s,n.o.R.m.*.#,n-n.o-o.r-R.m-m.e-*.s-#
nos,no,no,n.o.s,n.o.#,n-n.o-o.s-#
note,not,not,n.o.t.e,n.o.t.#,n-n.o-o.t-t.e-#
note,not,not,n.o.t.e,n.o.t.#,n-n.o-o.t-t.e-#
noté,note,no.te,n.o.t.é,n.o.t.e,n-n.o-o.t-t.é-e
noter,note,no.te,n.o.t.er,n.o.t.e,n-n.o-o.t-t.er-e
notes,not,not,n.o.t.e.s,n.o.t.#.#,n-n.o-o.t-t.e-#.s-#
notre,notR*,no.tR*,n.o.t.r.e,n.o.t.R.*,n-n.o-o.t-t.r-R.e-*
notres,notR*,no.tR*,n.o.t.r.e.s,n.o.t.R.*.#,n-n.o-o.t-t.r-R.e-*.s-#
nouée,nwe,nwe,n.ou.é.e,n.w.e.#,n-n.ou-w.é-e.e-#
nouer,nwe,nwe,n.ou.er,n.w.e,n-n.ou-w.er-e
nougat,nuga,nu.ga,n.ou.g.a.t,n.u.g.a.#,n-n.ou-u.g-g.a-a.t-#
nougatine,nugatin,nu.ga.tin,n.ou.g.a.t.i.n.e,n.u.g.a.t.i.n.#,n-n.ou-u.g-g.a-a.t-t.i-i.n-n.e-#
nouilles,nuj,nuj,n.ou.ill.e.s,n.u.j.#.#,n-n.ou-u.ill-j.e-#.s-#
nounours,nunuRs,nu.nuRs,n.ou.n.ou.r.s,n.u.n.u.R.s,n-n.ou-u.n-n.ou-u.r-R.s-s
nourrir,nuRiR,nu.RiR,n.ou.rr.i.r,n.u.R.i.R,n-n.ou-u.rr-R.i-i.r-R
nourris,nuRi,nu.Ri,n.ou.rr.i.s,n.u.R.i.#,n-n.ou-u.rr-R.i-i.s-#
nourrissait,nuRise,nu.Ri.se,n.ou.rr.i.ss.ai.t,n.u.R.i.s.e.#,n-n.ou-u.rr-R.i-i.ss-s.ai-e.t-#
nourrissent,nuRis,nu.Ris,n.ou.rr.i.ss.e.n.t,n.u.R.i.s.#.#.#,n-n.ou-u.rr-R.i-i.ss-s.e-#.n-#.t-#
nourrit,nuRi,nu.Ri,n.ou.rr.i.t,n.u.R.i.#,n-n.ou-u.rr-R.i-i.t-#
nourriture,nuRityR,nu.Ri.tyR,n.ou.rr.i.t.u.r.e,n.u.R.i.t.y.R.#,n-n.ou-u.rr-R.i-i.t-t.u-y.r-R.e-#
nous,nu,nu,n.ou.s,n.u.#,n-n.ou-u.s-#
nouveau,nuvo,nu.vo,n.ou.v.eau,n.u.v.o,n-n.ou-u.v-v.eau-o
nouveau,nuvo,nu.vo,n.ou.v.eau,n.u.v.o,n-n.ou-u.v-v.eau-o
nouveaux,nuvo,nu.vo,n.ou.v.eau.x,n.u.v.o.#,n-n.ou-u.v-v.eau-o.x-#
nouvel,nuvel,nu.vel,n.ou.v.e.l,n.u.v.e.l,n-n.ou-u.v-v.e-e.l-l
nouvelle,nuvel,nu.vel,n.ou.v.e.ll.e,n.u.v.e.l.#,n-n.ou-u.v-v.e-e.ll-l.e-#
nouvelle,nuvel,nu.vel,n.ou.v.e.ll.e,n.u.v.e.l.#,n-n.ou-u.v-v.e-e.ll-l.e-#
nouvelles,nuvel,nu.vel,n.ou.v.e.ll.e.s,n.u.v.e.l.#.#,n-n.ou-u.v-v.e-e.ll-l.e-#.s-#
nouvelles,nuvel,nu.vel,n.ou.v.e.ll.e.s,n.u.v.e.l.#.#,n-n.ou-u.v-v.e-e.ll-l.e-#.s-#
novembre,nov@bR*,no.v@.bR*,n.o.v.em.b.r.e,n.o.v.@.b.R.*,n-n.o-o.v-v.em-@.b-b.r-R.e-*
noya,nwaja,nwa.ja,n.oy.a,n.waj.a,n-n.oy-waj.a-a
noyau,nwajo,nwa.jo,n.oy.au,n.waj.o,n-n.oy-waj.au-o
noyaux,nwajo,nwa.jo,n.oy.au.x,n.waj.o.#,n-n.oy-waj.au-o.x-#
noyer,nwaje,nwa.je,n.oy.er,n.waj.e,n-n.oy-waj.er-e
noyer,nwaje,nwa.je,n.oy.er,n.waj.e,n-n.oy-waj.er-e
noyez,nwaje,nwa.je,n.oy.ez,n.waj.e,n-n.oy-waj.ez-e
nu,ny,ny,n.u,n.y,n-n.u-y
nuage,n8aZ,n8aZ,n.u.a.g.e,n.8.a.Z.#,n-n.u-8.a-a.g-Z.e-#
nuages,n8aZ,n8aZ,n.u.a.g.e.s,n.8.a.Z.#.#,n-n.u-8.a-a.g-Z.e-#.s-#
nuageux,n8aZ2,n8a.Z2,n.u.a.g.eu.x,n.8.a.Z.2.#,n-n.u-8.a-a.g-Z.eu-2.x-#
nue,ny,ny,n.u.e,n.y.#,n-n.u-y.e-#
nuisibles,n8izibl*,n8i.zi.bl*,n.u.i.s.i.b.l.e.s,n.8.i.z.i.b.l.*.#,n-n.u-8.i-i.s-z.i-i.b-b.l-l.e-*.s-#
nuit,n8i,n8i,n.u.i.t,n.8.i.#,n-n.u-8.i-i.t-#
nuit,n8i,n8i,n.u.i.t,n.8.i.#,n-n.u-8.i-i.t-#
nuits,n8i,n8i,n.u.i.t.s,n.8.i.#.#,n-n.u-8.i-i.t-#.s-#
nul,nyl,nyl,n.u.l,n.y.l,n-n.u-y.l-l
nulle,nyl,nyl,n.u.ll.e,n.y.l.#,n-n.u-y.ll-l.e-#
numéro,nymeRo,ny.me.Ro,n.u.m.é.r.o,n.y.m.e.R.o,n-n.u-y.m-m.é-e.r-R.o-o
numéros,nymeRo,ny.me.Ro,n.u.m.é.r.o.s,n.y.m.e.R.o.#,n-n.u-y.m-m.é-e.r-R.o-o.s-#
numérotant,nymeRot@,ny.me.Ro.t@,n.u.m.é.r.o.t.an.t,n.y.m.e.R.o.t.@.#,n-n.u-y.m-m.é-e.r-R.o-o.t-t.an-@.t-#
numérote,nymeRot,ny.me.Rot,n.u.m.é.r.o.t.e,n.y.m.e.R.o.t.#,n-n.u-y.m-m.é-e.r-R.o-o.t-t.e-#
numérotées,nymeRote,ny.me.Ro.te,n.u.m.é.r.o.t.é.e.s,n.y.m.e.R.o.t.e.#.#,n-n.u-y.m-m.é-e.r-R.o-o.t-t.é-e.e-#.s-#
nuque,nyk,nyk,n.u.qu.e,n.y.k.#,n-n.u-y.qu-k.e-#
nurserie,n2Rs*Ri,n2R.s*.Ri,n.u.r.s.e.r.i.e,n.2.R.s.*.R.i.#,n-n.u-2.r-R.s-s.e-*.r-R.i-i.e-#
nus,ny,ny,n.u.s,n.y.#,n-n.u-y.s-#
nylon,nil§,ni.l§,n.y.l.on,n.i.l.§,n-n.y-i.l-l.on-§
obéir,obeiR,o.be.iR,o.b.é.i.r,o.b.e.i.R,o-o.b-b.é-e.i-i.r-R
obéisse,obeis,o.be.is,o.b.é.i.ss.e,o.b.e.i.s.#,o-o.b-b.é-e.i-i.ss-s.e-#
obéissent,obeis,o.be.is,o.b.é.i.ss.e.n.t,o.b.e.i.s.#.#.#,o-o.b-b.é-e.i-i.ss-s.e-#.n-#.t-#
obéit,obei,o.be.i,o.b.é.i.t,o.b.e.i.#,o-o.b-b.é-e.i-i.t-#
objet,obZe,ob.Ze,o.b.j.e.t,o.b.Z.e.#,o-o.b-b.j-Z.e-e.t-#
objets,obZe,ob.Ze,o.b.j.e.t.s,o.b.Z.e.#.#,o-o.b-b.j-Z.e-e.t-#.s-#
obligation,obligasj§,o.bli.ga.sj§,o.b.l.i.g.a.t.i.on,o.b.l.i.g.a.s.j.§,o-o.b-b.l-l.i-i.g-g.a-a.t-s.i-j.on-§
obligatoire,obligatwaR,o.bli.ga.twaR,o.b.l.i.g.a.t.oi.r.e,o.b.l.i.g.a.t.wa.R.#,o-o.b-b.l-l.i-i.g-g.a-a.t-t.oi-wa.r-R.e-#
obligatoirement,obligatwaRm@,o.bli.ga.twaR.m@,o.b.l.i.g.a.t.oi.r.e.m.en.t,o.b.l.i.g.a.t.wa.R.#.m.@.#,o-o.b-b.l-l.i-i.g-g.a-a.t-t.oi-wa.r-R.e-#.m-m.en-@.t-#
oblige,obliZ,o.bliZ,o.b.l.i.g.e,o.b.l.i.Z.#,o-o.b-b.l-l.i-i.g-Z.e-#
obligé,obliZe,o.bli.Ze,o.b.l.i.g.é,o.b.l.i.Z.e,o-o.b-b.l-l.i-i.g-Z.é-e
obligeait,obliZe,o.bli.Ze,o.b.l.i.ge.ai.t,o.b.l.i.Z.e.#,o-o.b-b.l-l.i-i.ge-Z.ai-e.t-#
obligeamment,obliZam@,o.bli.Za.m@,o.b.l.i.ge.a.mm.en.t,o.b.l.i.Z.a.m.@.#,o-o.b-b.l-l.i-i.ge-Z.a-a.mm-m.en-@.t-#
obligée,obliZe,o.bli.Ze,o.b.l.i.g.é.e,o.b.l.i.Z.e.#,o-o.b-b.l-l.i-i.g-Z.é-e.e-#
obligés,obliZe,o.bli.Ze,o.b.l.i.g.é.s,o.b.l.i.Z.e.#,o-o.b-b.l-l.i-i.g-Z.é-e.s-#
obligés,obliZe,o.bli.Ze,o.b.l.i.g.é.s,o.b.l.i.Z.e.#,o-o.b-b.l-l.i-i.g-Z.é-e.s-#
oblitération,obliteRasj§,o.bli.te.Ra.sj§,o.b.l.i.t.é.r.a.t.i.on,o.b.l.i.t.e.R.a.s.j.§,o-o.b-b.l-l.i-i.t-t.é-e.r-R.a-a.t-s.i-j.on-§
obscur,opskyR,op.skyR,o.b.s.c.u.r,o.p.s.k.y.R,o-o.b-p.s-s.c-k.u-y.r-R
obscurité,opskyRite,op.sky.Ri.te,o.b.s.c.u.r.i.t.é,o.p.s.k.y.R.i.t.e,o-o.b-p.s-s.c-k.u-y.r-R.i-i.t-t.é-e
observa,opseRva,op.seR.va,o.b.s.e.r.v.a,o.p.s.e.R.v.a,o-o.b-p.s-s.e-e.r-R.v-v.a-a
observant,opseRv@,op.seR.v@,o.b.s.e.r.v.an.t,o.p.s.e.R.v.@.#,o-o.b-p.s-s.e-e.r-R.v-v.an-@.t-#
observation,opseRvasj§,op.seR.va.sj§,o.b.s.e.r.v.a.t.i.on,o.p.s.e.R.v.a.s.j.§,o-o.b-p.s-s.e-e.r-R.v-v.a-a.t-s.i-j.on-§
observe,opseRv*,op.seR.v*,o.b.s.e.r.v.e,o.p.s.e.R.v.*,o-o.b-p.s-s.e-e.r-R.v-v.e-*
observent,opseRv*,op.seR.v*,o.b.s.e.r.v.e.n.t,o.p.s.e.R.v.*.#.#,o-o.b-p.s-s.e-e.r-R.v-v.e-*.n-#.t-#
observer,opseRve,op.seR.ve,o.b.s.e.r.v.er,o.p.s.e.R.v.e,o-o.b-p.s-s.e-e.r-R.v-v.er-e
observez,opseRve,op.seR.ve,o.b.s.e.r.v.ez,o.p.s.e.R.v.e,o-o.b-p.s-s.e-e.r-R.v-v.ez-e
observons,opseRv§,op.seR.v§,o.b.s.e.r.v.on.s,o.p.s.e.R.v.§.#,o-o.b-p.s-s.e-e.r-R.v-v.on-§.s-#
obstacle,opstakl*,op.sta.kl*,o.b.s.t.a.c.l.e,o.p.s.t.a.k.l.*,o-o.b-p.s-s.t-t.a-a.c-k.l-l.e-*
obtenir,opt*niR,op.t*.niR,o.b.t.e.n.i.r,o.p.t.*.n.i.R,o-o.b-p.t-t.e-*.n-n.i-i.r-R
obtenu,opt*ny,op.t*.ny,o.b.t.e.n.u,o.p.t.*.n.y,o-o.b-p.t-t.e-*.n-n.u-y
obtenue,opt*ny,op.t*.ny,o.b.t.e.n.u.e,o.p.t.*.n.y.#,o-o.b-p.t-t.e-*.n-n.u-y.e-#
obtenus,opt*ny,op.t*.ny,o.b.t.e.n.u.s,o.p.t.*.n.y.#,o-o.b-p.t-t.e-*.n-n.u-y.s-#
obtiendras,optj5dRa,op.tj5.dRa,o.b.t.i.en.d.r.a.s,o.p.t.j.5.d.R.a.#,o-o.b-p.t-t.i-j.en-5.d-d.r-R.a-a.s-#
obtiendrez,optj5dRe,op.tj5.dRe,o.b.t.i.en.d.r.ez,o.p.t.j.5.d.R.e,o-o.b-p.t-t.i-j.en-5.d-d.r-R.ez-e
obtiendrons,optj5dR§,op.tj5.dR§,o.b.t.i.en.d.r.on.s,o.p.t.j.5.d.R.§.#,o-o.b-p.t-t.i-j.en-5.d-d.r-R.on-§.s-#
obtient,optj5,op.tj5,o.b.t.i.en.t,o.p.t.j.5.#,o-o.b-p.t-t.i-j.en-5.t-#
obus,oby,o.by,o.b.u.s,o.b.y.#,o-o.b-b.u-y.s-#
occasion,okazj§,o.ka.zj§,o.cc.a.s.i.on,o.k.a.z.j.§,o-o.cc-k.a-a.s-z.i-j.on-§
occupait,okype,o.ky.pe,o.cc.u.p.ai.t,o.k.y.p.e.#,o-o.cc-k.u-y.p-p.ai-e.t-#
occupe,okyp,o.kyp,o.cc.u.p.e,o.k.y.p.#,o-o.cc-k.u-y.p-p.e-#
occupé,okype,o.ky.pe,o.cc.u.p.é,o.k.y.p.e,o-o.cc-k.u-y.p-p.é-e
occupé,okype,o.ky.pe,o.cc.u.p.é,o.k.y.p.e,o-o.cc-k.u-y.p-p.é-e
occupée,okype,o.ky.pe,o.cc.u.p.é.e,o.k.y.p.e.#,o-o.cc-k.u-y.p-p.é-e.e-#
occupée,okype,o.ky.pe,o.cc.u.p.é.e,o.k.y.p.e.#,o-o.cc-k.u-y.p-p.é-e.e-#
occupent,okyp,o.kyp,o.cc.u.p.e.n.t,o.k.y.p.#.#.#,o-o.cc-k.u-y.p-p.e-#.n-#.t-#
occuper,okype,o.ky.pe,o.cc.u.p.er,o.k.y.p.e,o-o.cc-k.u-y.p-p.er-e
occupés,okype,o.ky.pe,o.cc.u.p.é.s,o.k.y.p.e.#,o-o.cc-k.u-y.p-p.é-e.s-#
occupiez,okypje,o.ky.pje,o.cc.u.p.i.ez,o.k.y.p.j.e,o-o.cc-k.u-y.p-p.i-j.ez-e
océan,ose@,o.se.@,o.c.é.an,o.s.e.@,o-o.c-s.é-e.an-@
octobre,oktobR*,ok.to.bR*,o.c.t.o.b.r.e,o.k.t.o.b.R.*,o-o.c-k.t-t.o-o.b-b.r-R.e-*
ode,od,od,o.d.e,o.d.#,o-o.d-d.e-#
odeur,od2R,o.d2R,o.d.eu.r,o.d.2.R,o-o.d-d.eu-2.r-R
odeurs,od2R,o.d2R,o.d.eu.r.s,o.d.2.R.#,o-o.d-d.eu-2.r-R.s-#
odile,odil,o.dil,o.d.i.l.e,o.d.i.l.#,o-o.d-d.i-i.l-l.e-#
oeil,2j,2j,oe.il,2.j,oe-2.il-j
oeillet,2je,2.je,oe.ill.e.t,2.j.e.#,oe-2.ill-j.e-e.t-#
oeillets,2je,2.je,oe.ill.e.t.s,2.j.e.#.#,oe-2.ill-j.e-e.t-#.s-#
oeuf,2f,2f,oeu.f,2.f,oeu-2.f-f
oeufs,2,2,oeu.f.s,2.#.#,oeu-2.f-#.s-#
offert,ofeR,o.feR,o.ff.e.r.t,o.f.e.R.#,o-o.ff-f.e-e.r-R.t-#
office,ofis,o.fis,o.ff.i.c.e,o.f.i.s.#,o-o.ff-f.i-i.c-s.e-#
offrant,ofR@,o.fR@,o.ff.r.an.t,o.f.R.@.#,o-o.ff-f.r-R.an-@.t-#
offre,ofR*,o.fR*,o.ff.r.e,o.f.R.*,o-o.ff-f.r-R.e-*
offre,ofR*,o.fR*,o.ff.r.e,o.f.R.*,o-o.ff-f.r-R.e-*
offrent,ofR*,o.fR*,o.ff.r.e.n.t,o.f.R.*.#.#,o-o.ff-f.r-R.e-*.n-#.t-#
offrir,ofRiR,o.fRiR,o.ff.r.i.r,o.f.R.i.R,o-o.ff-f.r-R.i-i.r-R
offrirent,ofRiR,o.fRiR,o.ff.r.i.r.e.n.t,o.f.R.i.R.#.#.#,o-o.ff-f.r-R.i-i.r-R.e-#.n-#.t-#
offrit,ofRi,o.fRi,o.ff.r.i.t,o.f.R.i.#,o-o.ff-f.r-R.i-i.t-#
ogre,ogR*,o.gR*,o.g.r.e,o.g.R.*,o-o.g-g.r-R.e-*
oie,wa,wa,oi.e,wa.#,oi-wa.e-#
oies,wa,wa,oi.e.s,wa.#.#,oi-wa.e-#.s-#
oignon,oN§,o.N§,oi.gn.on,o.N.§,oi-o.gn-N.on-§
oignons,oN§,o.N§,oi.gn.on.s,o.N.§.#,oi-o.gn-N.on-§.s-#
